tissue,cell_line,drug_name_A,drug_name_B,synergy
Bladder,647-V,Nilotinib,Trametinib,1
Bladder,BFTC-905,Nilotinib,Trametinib,1
Bladder,CAL-29,Nilotinib,Trametinib,1
Bladder,DSH1,Nilotinib,Trametinib,1
Bladder,HT-1197,Nilotinib,Trametinib,1
Bladder,HT-1376,Nilotinib,Trametinib,0
Bladder,J82,Nilotinib,Trametinib,0
Bladder,KU-19-19,Nilotinib,Trametinib,1
Bladder,LB831-BLC,Nilotinib,Trametinib,0
Bladder,RT-112,Nilotinib,Trametinib,0
Bladder,RT4,Nilotinib,Trametinib,1
Bladder,SW1710,Nilotinib,Trametinib,1
Bladder,SW780,Nilotinib,Trametinib,0
Bladder,TCCSUP,Nilotinib,Trametinib,1
Bladder,UM-UC-3,Nilotinib,Trametinib,1
Bladder,VM-CUB-1,Nilotinib,Trametinib,0
Bladder,5637,Lapatinib,Trametinib,0
Bladder,639-V,Lapatinib,Trametinib,0
Bladder,647-V,Lapatinib,Trametinib,1
Bladder,BFTC-905,Lapatinib,Trametinib,1
Bladder,CAL-29,Lapatinib,Trametinib,1
Bladder,DSH1,Lapatinib,Trametinib,0
Bladder,HT-1197,Lapatinib,Trametinib,0
Bladder,HT-1376,Lapatinib,Trametinib,0
Bladder,J82,Lapatinib,Trametinib,0
Bladder,KU-19-19,Lapatinib,Trametinib,1
Bladder,LB831-BLC,Lapatinib,Trametinib,0
Bladder,RT-112,Lapatinib,Trametinib,1
Bladder,RT4,Lapatinib,Trametinib,1
Bladder,SW1710,Lapatinib,Trametinib,1
Bladder,SW780,Lapatinib,Trametinib,1
Bladder,TCCSUP,Lapatinib,Trametinib,1
Bladder,UM-UC-3,Lapatinib,Trametinib,1
Bladder,VM-CUB-1,Lapatinib,Trametinib,1
Bladder,5637,Taselisib,Trametinib,1
Bladder,639-V,Taselisib,Trametinib,1
Bladder,647-V,Taselisib,Trametinib,1
Bladder,BFTC-905,Taselisib,Trametinib,1
Bladder,CAL-29,Taselisib,Trametinib,1
Bladder,DSH1,Taselisib,Trametinib,0
Bladder,HT-1197,Taselisib,Trametinib,1
Bladder,HT-1376,Taselisib,Trametinib,1
Bladder,J82,Taselisib,Trametinib,1
Bladder,KU-19-19,Taselisib,Trametinib,1
Bladder,LB831-BLC,Taselisib,Trametinib,1
Bladder,RT-112,Taselisib,Trametinib,1
Bladder,RT4,Taselisib,Trametinib,1
Bladder,SW1710,Taselisib,Trametinib,1
Bladder,SW780,Taselisib,Trametinib,1
Bladder,TCCSUP,Taselisib,Trametinib,1
Bladder,UM-UC-3,Taselisib,Trametinib,1
Bladder,VM-CUB-1,Taselisib,Trametinib,1
Bladder,5637,Lapatinib,Dabrafenib,0
Bladder,639-V,Lapatinib,Dabrafenib,1
Bladder,647-V,Lapatinib,Dabrafenib,0
Bladder,BFTC-905,Lapatinib,Dabrafenib,1
Bladder,CAL-29,Lapatinib,Dabrafenib,1
Bladder,DSH1,Lapatinib,Dabrafenib,1
Bladder,HT-1197,Lapatinib,Dabrafenib,1
Bladder,HT-1376,Lapatinib,Dabrafenib,0
Bladder,J82,Lapatinib,Dabrafenib,0
Bladder,KU-19-19,Lapatinib,Dabrafenib,1
Bladder,LB831-BLC,Lapatinib,Dabrafenib,1
Bladder,RT-112,Lapatinib,Dabrafenib,0
Bladder,RT4,Lapatinib,Dabrafenib,1
Bladder,SW1710,Lapatinib,Dabrafenib,1
Bladder,SW780,Lapatinib,Dabrafenib,1
Bladder,TCCSUP,Lapatinib,Dabrafenib,0
Bladder,UM-UC-3,Lapatinib,Dabrafenib,1
Bladder,VM-CUB-1,Lapatinib,Dabrafenib,1
Bladder,5637,Olaparib,Temozolomide,1
Bladder,639-V,Olaparib,Temozolomide,1
Bladder,647-V,Olaparib,Temozolomide,1
Bladder,BFTC-905,Olaparib,Temozolomide,1
Bladder,CAL-29,Olaparib,Temozolomide,1
Bladder,DSH1,Olaparib,Temozolomide,1
Bladder,HT-1197,Olaparib,Temozolomide,0
Bladder,HT-1376,Olaparib,Temozolomide,0
Bladder,J82,Olaparib,Temozolomide,1
Bladder,KU-19-19,Olaparib,Temozolomide,1
Bladder,LB831-BLC,Olaparib,Temozolomide,1
Bladder,RT-112,Olaparib,Temozolomide,1
Bladder,RT4,Olaparib,Temozolomide,1
Bladder,SW1710,Olaparib,Temozolomide,1
Bladder,SW780,Olaparib,Temozolomide,1
Bladder,TCCSUP,Olaparib,Temozolomide,1
Bladder,UM-UC-3,Olaparib,Temozolomide,1
Bladder,VM-CUB-1,Olaparib,Temozolomide,1
Bladder,5637,MK-1775,Temozolomide,1
Bladder,639-V,MK-1775,Temozolomide,1
Bladder,647-V,MK-1775,Temozolomide,1
Bladder,BFTC-905,MK-1775,Temozolomide,1
Bladder,CAL-29,MK-1775,Temozolomide,1
Bladder,DSH1,MK-1775,Temozolomide,1
Bladder,HT-1197,MK-1775,Temozolomide,1
Bladder,HT-1376,MK-1775,Temozolomide,1
Bladder,J82,MK-1775,Temozolomide,1
Bladder,KU-19-19,MK-1775,Temozolomide,1
Bladder,LB831-BLC,MK-1775,Temozolomide,1
Bladder,RT-112,MK-1775,Temozolomide,1
Bladder,RT4,MK-1775,Temozolomide,1
Bladder,SW1710,MK-1775,Temozolomide,1
Bladder,SW780,MK-1775,Temozolomide,0
Bladder,TCCSUP,MK-1775,Temozolomide,1
Bladder,UM-UC-3,MK-1775,Temozolomide,1
Bladder,VM-CUB-1,MK-1775,Temozolomide,0
Bladder,5637,Navitoclax,SN-38,1
Bladder,639-V,Navitoclax,SN-38,1
Bladder,647-V,Navitoclax,SN-38,1
Bladder,BFTC-905,Navitoclax,SN-38,1
Bladder,CAL-29,Navitoclax,SN-38,1
Bladder,DSH1,Navitoclax,SN-38,1
Bladder,HT-1376,Navitoclax,SN-38,1
Bladder,J82,Navitoclax,SN-38,1
Bladder,KU-19-19,Navitoclax,SN-38,1
Bladder,LB831-BLC,Navitoclax,SN-38,1
Bladder,RT-112,Navitoclax,SN-38,1
Bladder,RT4,Navitoclax,SN-38,1
Bladder,SW1710,Navitoclax,SN-38,1
Bladder,SW780,Navitoclax,SN-38,1
Bladder,TCCSUP,Navitoclax,SN-38,1
Bladder,UM-UC-3,Navitoclax,SN-38,1
Bladder,VM-CUB-1,Navitoclax,SN-38,1
Bladder,5637,Trametinib,Linsitinib,0
Bladder,639-V,Trametinib,Linsitinib,0
Bladder,647-V,Trametinib,Linsitinib,0
Bladder,BFTC-905,Trametinib,Linsitinib,1
Bladder,CAL-29,Trametinib,Linsitinib,1
Bladder,DSH1,Trametinib,Linsitinib,1
Bladder,HT-1197,Trametinib,Linsitinib,0
Bladder,HT-1376,Trametinib,Linsitinib,0
Bladder,J82,Trametinib,Linsitinib,1
Bladder,KU-19-19,Trametinib,Linsitinib,1
Bladder,LB831-BLC,Trametinib,Linsitinib,1
Bladder,RT-112,Trametinib,Linsitinib,0
Bladder,RT4,Trametinib,Linsitinib,1
Bladder,SW1710,Trametinib,Linsitinib,1
Bladder,SW780,Trametinib,Linsitinib,1
Bladder,TCCSUP,Trametinib,Linsitinib,0
Bladder,UM-UC-3,Trametinib,Linsitinib,1
Bladder,VM-CUB-1,Trametinib,Linsitinib,1
Bladder,5637,Lapatinib,Linsitinib,1
Bladder,639-V,Lapatinib,Linsitinib,0
Bladder,647-V,Lapatinib,Linsitinib,1
Bladder,BFTC-905,Lapatinib,Linsitinib,1
Bladder,CAL-29,Lapatinib,Linsitinib,1
Bladder,DSH1,Lapatinib,Linsitinib,1
Bladder,HT-1197,Lapatinib,Linsitinib,0
Bladder,HT-1376,Lapatinib,Linsitinib,0
Bladder,J82,Lapatinib,Linsitinib,1
Bladder,KU-19-19,Lapatinib,Linsitinib,0
Bladder,LB831-BLC,Lapatinib,Linsitinib,1
Bladder,RT-112,Lapatinib,Linsitinib,1
Bladder,RT4,Lapatinib,Linsitinib,1
Bladder,SW1710,Lapatinib,Linsitinib,1
Bladder,SW780,Lapatinib,Linsitinib,0
Bladder,TCCSUP,Lapatinib,Linsitinib,0
Bladder,UM-UC-3,Lapatinib,Linsitinib,1
Bladder,VM-CUB-1,Lapatinib,Linsitinib,1
Bladder,5637,Taselisib,Linsitinib,1
Bladder,639-V,Taselisib,Linsitinib,1
Bladder,647-V,Taselisib,Linsitinib,1
Bladder,BFTC-905,Taselisib,Linsitinib,1
Bladder,CAL-29,Taselisib,Linsitinib,1
Bladder,DSH1,Taselisib,Linsitinib,1
Bladder,HT-1197,Taselisib,Linsitinib,1
Bladder,HT-1376,Taselisib,Linsitinib,0
Bladder,J82,Taselisib,Linsitinib,1
Bladder,KU-19-19,Taselisib,Linsitinib,0
Bladder,LB831-BLC,Taselisib,Linsitinib,1
Bladder,RT-112,Taselisib,Linsitinib,1
Bladder,RT4,Taselisib,Linsitinib,0
Bladder,SW1710,Taselisib,Linsitinib,1
Bladder,SW780,Taselisib,Linsitinib,0
Bladder,TCCSUP,Taselisib,Linsitinib,0
Bladder,UM-UC-3,Taselisib,Linsitinib,1
Bladder,VM-CUB-1,Taselisib,Linsitinib,0
Bladder,5637,Taselisib,Sapitinib,1
Bladder,639-V,Taselisib,Sapitinib,1
Bladder,647-V,Taselisib,Sapitinib,1
Bladder,BFTC-905,Taselisib,Sapitinib,1
Bladder,CAL-29,Taselisib,Sapitinib,1
Bladder,DSH1,Taselisib,Sapitinib,1
Bladder,HT-1376,Taselisib,Sapitinib,0
Bladder,J82,Taselisib,Sapitinib,1
Bladder,KU-19-19,Taselisib,Sapitinib,0
Bladder,LB831-BLC,Taselisib,Sapitinib,0
Bladder,RT-112,Taselisib,Sapitinib,1
Bladder,RT4,Taselisib,Sapitinib,1
Bladder,SW1710,Taselisib,Sapitinib,1
Bladder,SW780,Taselisib,Sapitinib,0
Bladder,TCCSUP,Taselisib,Sapitinib,1
Bladder,UM-UC-3,Taselisib,Sapitinib,1
Bladder,VM-CUB-1,Taselisib,Sapitinib,0
Bladder,5637,Navitoclax,Taselisib,1
Bladder,639-V,Navitoclax,Taselisib,0
Bladder,647-V,Navitoclax,Taselisib,1
Bladder,BFTC-905,Navitoclax,Taselisib,1
Bladder,CAL-29,Navitoclax,Taselisib,1
Bladder,DSH1,Navitoclax,Taselisib,1
Bladder,HT-1376,Navitoclax,Taselisib,0
Bladder,J82,Navitoclax,Taselisib,0
Bladder,KU-19-19,Navitoclax,Taselisib,0
Bladder,LB831-BLC,Navitoclax,Taselisib,1
Bladder,RT-112,Navitoclax,Taselisib,1
Bladder,RT4,Navitoclax,Taselisib,0
Bladder,SW1710,Navitoclax,Taselisib,1
Bladder,SW780,Navitoclax,Taselisib,0
Bladder,TCCSUP,Navitoclax,Taselisib,1
Bladder,UM-UC-3,Navitoclax,Taselisib,1
Bladder,VM-CUB-1,Navitoclax,Taselisib,1
Bladder,5637,Trametinib,Taselisib,1
Bladder,639-V,Trametinib,Taselisib,1
Bladder,647-V,Trametinib,Taselisib,1
Bladder,BFTC-905,Trametinib,Taselisib,1
Bladder,CAL-29,Trametinib,Taselisib,1
Bladder,DSH1,Trametinib,Taselisib,1
Bladder,HT-1197,Trametinib,Taselisib,1
Bladder,HT-1376,Trametinib,Taselisib,1
Bladder,J82,Trametinib,Taselisib,1
Bladder,KU-19-19,Trametinib,Taselisib,1
Bladder,LB831-BLC,Trametinib,Taselisib,1
Bladder,RT-112,Trametinib,Taselisib,1
Bladder,RT4,Trametinib,Taselisib,1
Bladder,SW1710,Trametinib,Taselisib,1
Bladder,SW780,Trametinib,Taselisib,1
Bladder,TCCSUP,Trametinib,Taselisib,1
Bladder,UM-UC-3,Trametinib,Taselisib,1
Bladder,VM-CUB-1,Trametinib,Taselisib,1
Bladder,5637,Lapatinib,Taselisib,1
Bladder,639-V,Lapatinib,Taselisib,0
Bladder,647-V,Lapatinib,Taselisib,0
Bladder,BFTC-905,Lapatinib,Taselisib,1
Bladder,CAL-29,Lapatinib,Taselisib,1
Bladder,DSH1,Lapatinib,Taselisib,1
Bladder,HT-1197,Lapatinib,Taselisib,0
Bladder,HT-1376,Lapatinib,Taselisib,1
Bladder,J82,Lapatinib,Taselisib,1
Bladder,KU-19-19,Lapatinib,Taselisib,0
Bladder,LB831-BLC,Lapatinib,Taselisib,1
Bladder,RT-112,Lapatinib,Taselisib,1
Bladder,RT4,Lapatinib,Taselisib,1
Bladder,SW1710,Lapatinib,Taselisib,1
Bladder,SW780,Lapatinib,Taselisib,0
Bladder,TCCSUP,Lapatinib,Taselisib,0
Bladder,UM-UC-3,Lapatinib,Taselisib,1
Bladder,VM-CUB-1,Lapatinib,Taselisib,1
Bladder,5637,Trametinib,SCH772984,0
Bladder,639-V,Trametinib,SCH772984,0
Bladder,647-V,Trametinib,SCH772984,0
Bladder,BFTC-905,Trametinib,SCH772984,1
Bladder,CAL-29,Trametinib,SCH772984,0
Bladder,DSH1,Trametinib,SCH772984,0
Bladder,HT-1197,Trametinib,SCH772984,0
Bladder,HT-1376,Trametinib,SCH772984,0
Bladder,J82,Trametinib,SCH772984,0
Bladder,KU-19-19,Trametinib,SCH772984,1
Bladder,LB831-BLC,Trametinib,SCH772984,0
Bladder,RT-112,Trametinib,SCH772984,0
Bladder,RT4,Trametinib,SCH772984,0
Bladder,SW1710,Trametinib,SCH772984,0
Bladder,SW780,Trametinib,SCH772984,0
Bladder,TCCSUP,Trametinib,SCH772984,0
Bladder,UM-UC-3,Trametinib,SCH772984,0
Bladder,VM-CUB-1,Trametinib,SCH772984,0
Bladder,5637,MK-2206,OSI-027,1
Bladder,639-V,MK-2206,OSI-027,1
Bladder,647-V,MK-2206,OSI-027,1
Bladder,BFTC-905,MK-2206,OSI-027,1
Bladder,CAL-29,MK-2206,OSI-027,1
Bladder,DSH1,MK-2206,OSI-027,1
Bladder,HT-1376,MK-2206,OSI-027,0
Bladder,J82,MK-2206,OSI-027,1
Bladder,KU-19-19,MK-2206,OSI-027,1
Bladder,LB831-BLC,MK-2206,OSI-027,1
Bladder,RT-112,MK-2206,OSI-027,1
Bladder,RT4,MK-2206,OSI-027,1
Bladder,SW1710,MK-2206,OSI-027,1
Bladder,SW780,MK-2206,OSI-027,1
Bladder,TCCSUP,MK-2206,OSI-027,1
Bladder,UM-UC-3,MK-2206,OSI-027,1
Bladder,VM-CUB-1,MK-2206,OSI-027,1
Bladder,5637,Taselisib,OSI-027,1
Bladder,639-V,Taselisib,OSI-027,0
Bladder,647-V,Taselisib,OSI-027,1
Bladder,BFTC-905,Taselisib,OSI-027,1
Bladder,CAL-29,Taselisib,OSI-027,1
Bladder,DSH1,Taselisib,OSI-027,1
Bladder,HT-1376,Taselisib,OSI-027,0
Bladder,J82,Taselisib,OSI-027,1
Bladder,KU-19-19,Taselisib,OSI-027,0
Bladder,LB831-BLC,Taselisib,OSI-027,1
Bladder,RT-112,Taselisib,OSI-027,1
Bladder,RT4,Taselisib,OSI-027,1
Bladder,SW1710,Taselisib,OSI-027,1
Bladder,SW780,Taselisib,OSI-027,1
Bladder,TCCSUP,Taselisib,OSI-027,1
Bladder,UM-UC-3,Taselisib,OSI-027,1
Bladder,VM-CUB-1,Taselisib,OSI-027,1
Bladder,5637,Trametinib,LGK974,0
Bladder,639-V,Trametinib,LGK974,0
Bladder,647-V,Trametinib,LGK974,0
Bladder,BFTC-905,Trametinib,LGK974,1
Bladder,CAL-29,Trametinib,LGK974,0
Bladder,DSH1,Trametinib,LGK974,0
Bladder,HT-1197,Trametinib,LGK974,0
Bladder,HT-1376,Trametinib,LGK974,0
Bladder,J82,Trametinib,LGK974,1
Bladder,KU-19-19,Trametinib,LGK974,1
Bladder,LB831-BLC,Trametinib,LGK974,0
Bladder,RT-112,Trametinib,LGK974,0
Bladder,RT4,Trametinib,LGK974,1
Bladder,SW1710,Trametinib,LGK974,0
Bladder,SW780,Trametinib,LGK974,1
Bladder,TCCSUP,Trametinib,LGK974,0
Bladder,UM-UC-3,Trametinib,LGK974,1
Bladder,VM-CUB-1,Trametinib,LGK974,0
Bladder,5637,Lapatinib,LGK974,0
Bladder,639-V,Lapatinib,LGK974,0
Bladder,647-V,Lapatinib,LGK974,1
Bladder,BFTC-905,Lapatinib,LGK974,1
Bladder,CAL-29,Lapatinib,LGK974,0
Bladder,DSH1,Lapatinib,LGK974,0
Bladder,HT-1197,Lapatinib,LGK974,0
Bladder,HT-1376,Lapatinib,LGK974,0
Bladder,J82,Lapatinib,LGK974,0
Bladder,KU-19-19,Lapatinib,LGK974,0
Bladder,LB831-BLC,Lapatinib,LGK974,0
Bladder,RT-112,Lapatinib,LGK974,1
Bladder,RT4,Lapatinib,LGK974,1
Bladder,SW1710,Lapatinib,LGK974,1
Bladder,SW780,Lapatinib,LGK974,0
Bladder,TCCSUP,Lapatinib,LGK974,0
Bladder,UM-UC-3,Lapatinib,LGK974,1
Bladder,VM-CUB-1,Lapatinib,LGK974,0
Bladder,5637,Taselisib,LGK974,0
Bladder,639-V,Taselisib,LGK974,0
Bladder,647-V,Taselisib,LGK974,1
Bladder,BFTC-905,Taselisib,LGK974,1
Bladder,CAL-29,Taselisib,LGK974,1
Bladder,DSH1,Taselisib,LGK974,0
Bladder,HT-1197,Taselisib,LGK974,1
Bladder,HT-1376,Taselisib,LGK974,0
Bladder,J82,Taselisib,LGK974,1
Bladder,KU-19-19,Taselisib,LGK974,0
Bladder,LB831-BLC,Taselisib,LGK974,0
Bladder,RT-112,Taselisib,LGK974,1
Bladder,RT4,Taselisib,LGK974,1
Bladder,SW1710,Taselisib,LGK974,1
Bladder,SW780,Taselisib,LGK974,0
Bladder,TCCSUP,Taselisib,LGK974,0
Bladder,UM-UC-3,Taselisib,LGK974,1
Bladder,VM-CUB-1,Taselisib,LGK974,0
Bone,A673,AZD7762,Cisplatin,1
Bone,CADO-ES1,AZD7762,Cisplatin,1
Bone,CAL-72,AZD7762,Cisplatin,1
Bone,CAL-78,AZD7762,Cisplatin,1
Bone,CHSA8926,AZD7762,Cisplatin,1
Bone,CS1,AZD7762,Cisplatin,1
Bone,ES1,AZD7762,Cisplatin,1
Bone,ES4,AZD7762,Cisplatin,1
Bone,ES6,AZD7762,Cisplatin,1
Bone,ES7,AZD7762,Cisplatin,1
Bone,ES8,AZD7762,Cisplatin,1
Bone,EW-1,AZD7762,Cisplatin,1
Bone,EW-11,AZD7762,Cisplatin,1
Bone,EW-13,AZD7762,Cisplatin,1
Bone,EW-16,AZD7762,Cisplatin,1
Bone,EW-18,AZD7762,Cisplatin,1
Bone,EW-22,AZD7762,Cisplatin,0
Bone,EW-24,AZD7762,Cisplatin,0
Bone,EW-3,AZD7762,Cisplatin,1
Bone,EW-7,AZD7762,Cisplatin,1
Bone,G-292-CLONE-A141B1,AZD7762,Cisplatin,1
Bone,H-EMC-SS,AZD7762,Cisplatin,1
Bone,HOS,AZD7762,Cisplatin,1
Bone,HUO-3N1,AZD7762,Cisplatin,1
Bone,HUO9,AZD7762,Cisplatin,1
Bone,MG-63,AZD7762,Cisplatin,1
Bone,MHH-ES-1,AZD7762,Cisplatin,1
Bone,NOS-1,AZD7762,Cisplatin,1
Bone,NY,AZD7762,Cisplatin,0
Bone,RH-1,AZD7762,Cisplatin,1
Bone,SJSA-1,AZD7762,Cisplatin,1
Bone,SK-ES-1,AZD7762,Cisplatin,1
Bone,SAOS-2,AZD7762,Cisplatin,1
Bone,TC-71,AZD7762,Cisplatin,1
Bone,U-2-OS,AZD7762,Cisplatin,1
Bone,A673,MK-1775,Cisplatin,1
Bone,CADO-ES1,MK-1775,Cisplatin,1
Bone,CAL-72,MK-1775,Cisplatin,1
Bone,CAL-78,MK-1775,Cisplatin,1
Bone,CHSA8926,MK-1775,Cisplatin,1
Bone,CS1,MK-1775,Cisplatin,1
Bone,ES1,MK-1775,Cisplatin,1
Bone,ES4,MK-1775,Cisplatin,0
Bone,ES6,MK-1775,Cisplatin,1
Bone,ES7,MK-1775,Cisplatin,0
Bone,ES8,MK-1775,Cisplatin,1
Bone,EW-1,MK-1775,Cisplatin,1
Bone,EW-11,MK-1775,Cisplatin,0
Bone,EW-13,MK-1775,Cisplatin,0
Bone,EW-16,MK-1775,Cisplatin,1
Bone,EW-18,MK-1775,Cisplatin,1
Bone,EW-22,MK-1775,Cisplatin,0
Bone,EW-24,MK-1775,Cisplatin,0
Bone,EW-3,MK-1775,Cisplatin,0
Bone,EW-7,MK-1775,Cisplatin,1
Bone,G-292-CLONE-A141B1,MK-1775,Cisplatin,1
Bone,H-EMC-SS,MK-1775,Cisplatin,1
Bone,HOS,MK-1775,Cisplatin,1
Bone,HUO-3N1,MK-1775,Cisplatin,1
Bone,HUO9,MK-1775,Cisplatin,0
Bone,MG-63,MK-1775,Cisplatin,1
Bone,MHH-ES-1,MK-1775,Cisplatin,1
Bone,NOS-1,MK-1775,Cisplatin,1
Bone,NY,MK-1775,Cisplatin,1
Bone,RH-1,MK-1775,Cisplatin,1
Bone,SJSA-1,MK-1775,Cisplatin,1
Bone,SK-ES-1,MK-1775,Cisplatin,0
Bone,SAOS-2,MK-1775,Cisplatin,1
Bone,TC-71,MK-1775,Cisplatin,1
Bone,U-2-OS,MK-1775,Cisplatin,1
Bone,A673,Navitoclax,Docetaxel,1
Bone,CADO-ES1,Navitoclax,Docetaxel,1
Bone,CAL-72,Navitoclax,Docetaxel,1
Bone,CAL-78,Navitoclax,Docetaxel,1
Bone,CHSA8926,Navitoclax,Docetaxel,1
Bone,CS1,Navitoclax,Docetaxel,1
Bone,ES1,Navitoclax,Docetaxel,1
Bone,ES4,Navitoclax,Docetaxel,1
Bone,ES6,Navitoclax,Docetaxel,1
Bone,ES7,Navitoclax,Docetaxel,1
Bone,ES8,Navitoclax,Docetaxel,1
Bone,EW-1,Navitoclax,Docetaxel,1
Bone,EW-11,Navitoclax,Docetaxel,1
Bone,EW-13,Navitoclax,Docetaxel,1
Bone,EW-16,Navitoclax,Docetaxel,1
Bone,EW-18,Navitoclax,Docetaxel,0
Bone,EW-22,Navitoclax,Docetaxel,1
Bone,EW-24,Navitoclax,Docetaxel,1
Bone,EW-3,Navitoclax,Docetaxel,1
Bone,EW-7,Navitoclax,Docetaxel,1
Bone,G-292-CLONE-A141B1,Navitoclax,Docetaxel,1
Bone,H-EMC-SS,Navitoclax,Docetaxel,1
Bone,HOS,Navitoclax,Docetaxel,1
Bone,HUO-3N1,Navitoclax,Docetaxel,1
Bone,HUO9,Navitoclax,Docetaxel,1
Bone,MG-63,Navitoclax,Docetaxel,1
Bone,MHH-ES-1,Navitoclax,Docetaxel,1
Bone,NOS-1,Navitoclax,Docetaxel,1
Bone,NY,Navitoclax,Docetaxel,1
Bone,RH-1,Navitoclax,Docetaxel,1
Bone,SJSA-1,Navitoclax,Docetaxel,1
Bone,SK-ES-1,Navitoclax,Docetaxel,1
Bone,SAOS-2,Navitoclax,Docetaxel,1
Bone,TC-71,Navitoclax,Docetaxel,1
Bone,U-2-OS,Navitoclax,Docetaxel,1
Bone,A673,Trametinib,Navitoclax,1
Bone,CADO-ES1,Trametinib,Navitoclax,1
Bone,CAL-72,Trametinib,Navitoclax,1
Bone,CAL-78,Trametinib,Navitoclax,0
Bone,CHSA8926,Trametinib,Navitoclax,0
Bone,CS1,Trametinib,Navitoclax,1
Bone,ES1,Trametinib,Navitoclax,1
Bone,ES4,Trametinib,Navitoclax,1
Bone,ES6,Trametinib,Navitoclax,1
Bone,ES7,Trametinib,Navitoclax,1
Bone,ES8,Trametinib,Navitoclax,1
Bone,EW-1,Trametinib,Navitoclax,0
Bone,EW-11,Trametinib,Navitoclax,1
Bone,EW-13,Trametinib,Navitoclax,1
Bone,EW-16,Trametinib,Navitoclax,1
Bone,EW-18,Trametinib,Navitoclax,1
Bone,EW-22,Trametinib,Navitoclax,1
Bone,EW-24,Trametinib,Navitoclax,0
Bone,EW-3,Trametinib,Navitoclax,1
Bone,EW-7,Trametinib,Navitoclax,1
Bone,G-292-CLONE-A141B1,Trametinib,Navitoclax,0
Bone,H-EMC-SS,Trametinib,Navitoclax,1
Bone,HOS,Trametinib,Navitoclax,0
Bone,HUO-3N1,Trametinib,Navitoclax,1
Bone,HUO9,Trametinib,Navitoclax,1
Bone,MG-63,Trametinib,Navitoclax,1
Bone,MHH-ES-1,Trametinib,Navitoclax,0
Bone,NOS-1,Trametinib,Navitoclax,1
Bone,NY,Trametinib,Navitoclax,0
Bone,RH-1,Trametinib,Navitoclax,0
Bone,SJSA-1,Trametinib,Navitoclax,1
Bone,SK-ES-1,Trametinib,Navitoclax,0
Bone,SAOS-2,Trametinib,Navitoclax,1
Bone,TC-71,Trametinib,Navitoclax,0
Bone,U-2-OS,Trametinib,Navitoclax,1
Bone,A673,Lapatinib,Navitoclax,1
Bone,CADO-ES1,Lapatinib,Navitoclax,1
Bone,CAL-72,Lapatinib,Navitoclax,0
Bone,CAL-78,Lapatinib,Navitoclax,0
Bone,CHSA8926,Lapatinib,Navitoclax,0
Bone,CS1,Lapatinib,Navitoclax,1
Bone,ES1,Lapatinib,Navitoclax,1
Bone,ES4,Lapatinib,Navitoclax,1
Bone,ES6,Lapatinib,Navitoclax,1
Bone,ES7,Lapatinib,Navitoclax,1
Bone,ES8,Lapatinib,Navitoclax,1
Bone,EW-1,Lapatinib,Navitoclax,1
Bone,EW-11,Lapatinib,Navitoclax,1
Bone,EW-13,Lapatinib,Navitoclax,1
Bone,EW-16,Lapatinib,Navitoclax,1
Bone,EW-18,Lapatinib,Navitoclax,1
Bone,EW-22,Lapatinib,Navitoclax,1
Bone,EW-24,Lapatinib,Navitoclax,1
Bone,EW-3,Lapatinib,Navitoclax,1
Bone,EW-7,Lapatinib,Navitoclax,1
Bone,G-292-CLONE-A141B1,Lapatinib,Navitoclax,0
Bone,H-EMC-SS,Lapatinib,Navitoclax,1
Bone,HOS,Lapatinib,Navitoclax,0
Bone,HUO-3N1,Lapatinib,Navitoclax,1
Bone,HUO9,Lapatinib,Navitoclax,1
Bone,MG-63,Lapatinib,Navitoclax,1
Bone,MHH-ES-1,Lapatinib,Navitoclax,1
Bone,NOS-1,Lapatinib,Navitoclax,1
Bone,NY,Lapatinib,Navitoclax,1
Bone,RH-1,Lapatinib,Navitoclax,0
Bone,SJSA-1,Lapatinib,Navitoclax,1
Bone,SK-ES-1,Lapatinib,Navitoclax,1
Bone,SAOS-2,Lapatinib,Navitoclax,1
Bone,TC-71,Lapatinib,Navitoclax,1
Bone,U-2-OS,Lapatinib,Navitoclax,1
Bone,A673,Taselisib,Navitoclax,1
Bone,CADO-ES1,Taselisib,Navitoclax,0
Bone,CAL-72,Taselisib,Navitoclax,0
Bone,CAL-78,Taselisib,Navitoclax,0
Bone,CHSA8926,Taselisib,Navitoclax,1
Bone,CS1,Taselisib,Navitoclax,1
Bone,ES1,Taselisib,Navitoclax,1
Bone,ES4,Taselisib,Navitoclax,1
Bone,ES6,Taselisib,Navitoclax,1
Bone,ES7,Taselisib,Navitoclax,1
Bone,ES8,Taselisib,Navitoclax,1
Bone,EW-1,Taselisib,Navitoclax,1
Bone,EW-11,Taselisib,Navitoclax,1
Bone,EW-13,Taselisib,Navitoclax,1
Bone,EW-16,Taselisib,Navitoclax,1
Bone,EW-18,Taselisib,Navitoclax,1
Bone,EW-22,Taselisib,Navitoclax,1
Bone,EW-24,Taselisib,Navitoclax,1
Bone,EW-3,Taselisib,Navitoclax,1
Bone,EW-7,Taselisib,Navitoclax,1
Bone,G-292-CLONE-A141B1,Taselisib,Navitoclax,1
Bone,H-EMC-SS,Taselisib,Navitoclax,1
Bone,HOS,Taselisib,Navitoclax,0
Bone,HUO-3N1,Taselisib,Navitoclax,1
Bone,HUO9,Taselisib,Navitoclax,1
Bone,MG-63,Taselisib,Navitoclax,1
Bone,MHH-ES-1,Taselisib,Navitoclax,1
