tissue,cell_line,drug_name_A,drug_name_B,synergy,PD_A,PD_B
CNS,M059J,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,MOGGCCM,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,MOGGUVW,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,ONS76,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,SF268,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,SF539,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,SKMG1,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,SKPNDW,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,SW1088,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,SW1783,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,T98G,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,U118MG,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,U87MG,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,U251,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,YH13,Navitoclax,Axitinib,1,PD_01,PD_02
CNS,42MGBA,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,8MGBA,Navitoclax,Afatinib,0,PD_01,PD_03
CNS,A172,Navitoclax,Afatinib,0,PD_01,PD_03
CNS,AM38,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,BECKER,Navitoclax,Afatinib,0,PD_01,PD_03
CNS,CAS1,Navitoclax,Afatinib,0,PD_01,PD_03
CNS,D263MG,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,D283MED,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,D392MG,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,DBTRG05MG,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,DKMG,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,DAOY,Navitoclax,Afatinib,0,PD_01,PD_03
CNS,GAMG,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,GB1,Navitoclax,Afatinib,0,PD_01,PD_03
CNS,GI1,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,H4,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,KALS1,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,KINGS1,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,KS1,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,LN18,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,LN229,Navitoclax,Afatinib,0,PD_01,PD_03
CNS,LN405,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,LNZTA3WT4,Navitoclax,Afatinib,0,PD_01,PD_03
CNS,M059J,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,MOGGCCM,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,MOGGUVW,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,ONS76,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,SF268,Navitoclax,Afatinib,0,PD_01,PD_03
CNS,SF539,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,SKMG1,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,SKPNDW,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,SW1088,Navitoclax,Afatinib,0,PD_01,PD_03
CNS,SW1783,Navitoclax,Afatinib,0,PD_01,PD_03
CNS,T98G,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,U118MG,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,U87MG,Navitoclax,Afatinib,0,PD_01,PD_03
CNS,U251,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,YH13,Navitoclax,Afatinib,1,PD_01,PD_03
CNS,42MGBA,Trametinib,Afatinib,1,PD_10,PD_03
CNS,8MGBA,Trametinib,Afatinib,1,PD_10,PD_03
CNS,A172,Trametinib,Afatinib,1,PD_10,PD_03
CNS,AM38,Trametinib,Afatinib,1,PD_10,PD_03
CNS,BECKER,Trametinib,Afatinib,1,PD_10,PD_03
CNS,CAS1,Trametinib,Afatinib,0,PD_10,PD_03
CNS,D263MG,Trametinib,Afatinib,1,PD_10,PD_03
CNS,D283MED,Trametinib,Afatinib,0,PD_10,PD_03
CNS,D392MG,Trametinib,Afatinib,1,PD_10,PD_03
CNS,DBTRG05MG,Trametinib,Afatinib,0,PD_10,PD_03
CNS,DKMG,Trametinib,Afatinib,1,PD_10,PD_03
CNS,DAOY,Trametinib,Afatinib,1,PD_10,PD_03
CNS,GAMG,Trametinib,Afatinib,1,PD_10,PD_03
CNS,GB1,Trametinib,Afatinib,1,PD_10,PD_03
CNS,GI1,Trametinib,Afatinib,0,PD_10,PD_03
CNS,H4,Trametinib,Afatinib,1,PD_10,PD_03
CNS,KALS1,Trametinib,Afatinib,1,PD_10,PD_03
CNS,KINGS1,Trametinib,Afatinib,0,PD_10,PD_03
CNS,KS1,Trametinib,Afatinib,1,PD_10,PD_03
CNS,LN18,Trametinib,Afatinib,1,PD_10,PD_03
CNS,LN229,Trametinib,Afatinib,1,PD_10,PD_03
CNS,LN405,Trametinib,Afatinib,0,PD_10,PD_03
CNS,LNZTA3WT4,Trametinib,Afatinib,0,PD_10,PD_03
CNS,M059J,Trametinib,Afatinib,1,PD_10,PD_03
CNS,MOGGCCM,Trametinib,Afatinib,1,PD_10,PD_03
CNS,MOGGUVW,Trametinib,Afatinib,1,PD_10,PD_03
CNS,ONS76,Trametinib,Afatinib,1,PD_10,PD_03
CNS,PFSK1,Trametinib,Afatinib,1,PD_10,PD_03
CNS,SF268,Trametinib,Afatinib,1,PD_10,PD_03
CNS,SF539,Trametinib,Afatinib,1,PD_10,PD_03
CNS,SKMG1,Trametinib,Afatinib,1,PD_10,PD_03
CNS,SKPNDW,Trametinib,Afatinib,1,PD_10,PD_03
CNS,SW1088,Trametinib,Afatinib,0,PD_10,PD_03
CNS,SW1783,Trametinib,Afatinib,0,PD_10,PD_03
CNS,T98G,Trametinib,Afatinib,0,PD_10,PD_03
CNS,U118MG,Trametinib,Afatinib,1,PD_10,PD_03
CNS,U87MG,Trametinib,Afatinib,0,PD_10,PD_03
CNS,U251,Trametinib,Afatinib,1,PD_10,PD_03
CNS,YH13,Trametinib,Afatinib,0,PD_10,PD_03
CNS,42MGBA,Taselisib,Afatinib,1,PD_08,PD_03
CNS,8MGBA,Taselisib,Afatinib,1,PD_08,PD_03
CNS,A172,Taselisib,Afatinib,1,PD_08,PD_03
CNS,AM38,Taselisib,Afatinib,1,PD_08,PD_03
CNS,BECKER,Taselisib,Afatinib,1,PD_08,PD_03
CNS,CAS1,Taselisib,Afatinib,1,PD_08,PD_03
CNS,D263MG,Taselisib,Afatinib,1,PD_08,PD_03
CNS,D283MED,Taselisib,Afatinib,1,PD_08,PD_03
CNS,D392MG,Taselisib,Afatinib,1,PD_08,PD_03
CNS,DBTRG05MG,Taselisib,Afatinib,0,PD_08,PD_03
CNS,DKMG,Taselisib,Afatinib,1,PD_08,PD_03
CNS,DAOY,Taselisib,Afatinib,1,PD_08,PD_03
CNS,GAMG,Taselisib,Afatinib,1,PD_08,PD_03
CNS,GB1,Taselisib,Afatinib,1,PD_08,PD_03
CNS,GI1,Taselisib,Afatinib,1,PD_08,PD_03
CNS,H4,Taselisib,Afatinib,1,PD_08,PD_03
CNS,KALS1,Taselisib,Afatinib,1,PD_08,PD_03
CNS,KINGS1,Taselisib,Afatinib,0,PD_08,PD_03
CNS,KS1,Taselisib,Afatinib,1,PD_08,PD_03
CNS,LN18,Taselisib,Afatinib,1,PD_08,PD_03
CNS,LN229,Taselisib,Afatinib,1,PD_08,PD_03
CNS,LN405,Taselisib,Afatinib,1,PD_08,PD_03
CNS,LNZTA3WT4,Taselisib,Afatinib,1,PD_08,PD_03
CNS,M059J,Taselisib,Afatinib,1,PD_08,PD_03
CNS,MOGGCCM,Taselisib,Afatinib,1,PD_08,PD_03
CNS,MOGGUVW,Taselisib,Afatinib,1,PD_08,PD_03
CNS,ONS76,Taselisib,Afatinib,1,PD_08,PD_03
CNS,PFSK1,Taselisib,Afatinib,1,PD_08,PD_03
CNS,SF268,Taselisib,Afatinib,1,PD_08,PD_03
CNS,SF539,Taselisib,Afatinib,1,PD_08,PD_03
CNS,SKMG1,Taselisib,Afatinib,1,PD_08,PD_03
CNS,SKPNDW,Taselisib,Afatinib,1,PD_08,PD_03
CNS,SW1088,Taselisib,Afatinib,1,PD_08,PD_03
CNS,SW1783,Taselisib,Afatinib,1,PD_08,PD_03
CNS,T98G,Taselisib,Afatinib,1,PD_08,PD_03
CNS,U118MG,Taselisib,Afatinib,1,PD_08,PD_03
CNS,U87MG,Taselisib,Afatinib,1,PD_08,PD_03
CNS,U251,Taselisib,Afatinib,1,PD_08,PD_03
CNS,YH13,Taselisib,Afatinib,1,PD_08,PD_03
CNS,42MGBA,Lapatinib,PD173074,1,PD_03,PD_05
CNS,8MGBA,Lapatinib,PD173074,1,PD_03,PD_05
CNS,A172,Lapatinib,PD173074,1,PD_03,PD_05
CNS,AM38,Lapatinib,PD173074,1,PD_03,PD_05
CNS,BECKER,Lapatinib,PD173074,1,PD_03,PD_05
CNS,CAS1,Lapatinib,PD173074,1,PD_03,PD_05
CNS,D263MG,Lapatinib,PD173074,1,PD_03,PD_05
CNS,D283MED,Lapatinib,PD173074,1,PD_03,PD_05
CNS,D392MG,Lapatinib,PD173074,1,PD_03,PD_05
CNS,DBTRG05MG,Lapatinib,PD173074,1,PD_03,PD_05
CNS,DKMG,Lapatinib,PD173074,1,PD_03,PD_05
CNS,DAOY,Lapatinib,PD173074,0,PD_03,PD_05
CNS,GAMG,Lapatinib,PD173074,1,PD_03,PD_05
CNS,GB1,Lapatinib,PD173074,1,PD_03,PD_05
CNS,GI1,Lapatinib,PD173074,1,PD_03,PD_05
CNS,H4,Lapatinib,PD173074,1,PD_03,PD_05
CNS,KALS1,Lapatinib,PD173074,1,PD_03,PD_05
CNS,KINGS1,Lapatinib,PD173074,1,PD_03,PD_05
CNS,KS1,Lapatinib,PD173074,1,PD_03,PD_05
CNS,LN18,Lapatinib,PD173074,1,PD_03,PD_05
CNS,LN229,Lapatinib,PD173074,0,PD_03,PD_05
CNS,LN405,Lapatinib,PD173074,0,PD_03,PD_05
CNS,LNZTA3WT4,Lapatinib,PD173074,1,PD_03,PD_05
CNS,M059J,Lapatinib,PD173074,1,PD_03,PD_05
CNS,MOGGCCM,Lapatinib,PD173074,1,PD_03,PD_05
CNS,MOGGUVW,Lapatinib,PD173074,1,PD_03,PD_05
CNS,ONS76,Lapatinib,PD173074,0,PD_03,PD_05
CNS,SF268,Lapatinib,PD173074,0,PD_03,PD_05
CNS,SF539,Lapatinib,PD173074,1,PD_03,PD_05
CNS,SKMG1,Lapatinib,PD173074,1,PD_03,PD_05
CNS,SKPNDW,Lapatinib,PD173074,1,PD_03,PD_05
CNS,SW1088,Lapatinib,PD173074,0,PD_03,PD_05
CNS,SW1783,Lapatinib,PD173074,1,PD_03,PD_05
CNS,T98G,Lapatinib,PD173074,1,PD_03,PD_05
CNS,U118MG,Lapatinib,PD173074,1,PD_03,PD_05
CNS,U87MG,Lapatinib,PD173074,1,PD_03,PD_05
CNS,U251,Lapatinib,PD173074,1,PD_03,PD_05
CNS,YH13,Lapatinib,PD173074,1,PD_03,PD_05
CNS,42MGBA,Trametinib,MK-2206,1,PD_10,PD_06
CNS,8MGBA,Trametinib,MK-2206,1,PD_10,PD_06
CNS,A172,Trametinib,MK-2206,1,PD_10,PD_06
CNS,AM38,Trametinib,MK-2206,1,PD_10,PD_06
CNS,BECKER,Trametinib,MK-2206,1,PD_10,PD_06
CNS,CAS1,Trametinib,MK-2206,1,PD_10,PD_06
CNS,D263MG,Trametinib,MK-2206,1,PD_10,PD_06
CNS,D283MED,Trametinib,MK-2206,0,PD_10,PD_06
CNS,D392MG,Trametinib,MK-2206,1,PD_10,PD_06
CNS,DBTRG05MG,Trametinib,MK-2206,1,PD_10,PD_06
CNS,DKMG,Trametinib,MK-2206,1,PD_10,PD_06
CNS,DAOY,Trametinib,MK-2206,0,PD_10,PD_06
CNS,GAMG,Trametinib,MK-2206,1,PD_10,PD_06
CNS,GB1,Trametinib,MK-2206,1,PD_10,PD_06
CNS,GI1,Trametinib,MK-2206,1,PD_10,PD_06
CNS,H4,Trametinib,MK-2206,1,PD_10,PD_06
CNS,KALS1,Trametinib,MK-2206,1,PD_10,PD_06
CNS,KINGS1,Trametinib,MK-2206,1,PD_10,PD_06
CNS,KS1,Trametinib,MK-2206,1,PD_10,PD_06
CNS,LN18,Trametinib,MK-2206,1,PD_10,PD_06
CNS,LN229,Trametinib,MK-2206,1,PD_10,PD_06
CNS,LN405,Trametinib,MK-2206,0,PD_10,PD_06
CNS,LNZTA3WT4,Trametinib,MK-2206,1,PD_10,PD_06
CNS,M059J,Trametinib,MK-2206,1,PD_10,PD_06
CNS,MOGGCCM,Trametinib,MK-2206,0,PD_10,PD_06
CNS,MOGGUVW,Trametinib,MK-2206,1,PD_10,PD_06
CNS,ONS76,Trametinib,MK-2206,1,PD_10,PD_06
CNS,PFSK1,Trametinib,MK-2206,1,PD_10,PD_06
CNS,SF268,Trametinib,MK-2206,1,PD_10,PD_06
CNS,SF539,Trametinib,MK-2206,1,PD_10,PD_06
CNS,SKMG1,Trametinib,MK-2206,1,PD_10,PD_06
CNS,SKPNDW,Trametinib,MK-2206,0,PD_10,PD_06
CNS,SW1088,Trametinib,MK-2206,1,PD_10,PD_06
CNS,SW1783,Trametinib,MK-2206,1,PD_10,PD_06
CNS,T98G,Trametinib,MK-2206,1,PD_10,PD_06
CNS,U118MG,Trametinib,MK-2206,1,PD_10,PD_06
CNS,U87MG,Trametinib,MK-2206,1,PD_10,PD_06
CNS,U251,Trametinib,MK-2206,1,PD_10,PD_06
CNS,YH13,Trametinib,MK-2206,0,PD_10,PD_06
CNS,42MGBA,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,8MGBA,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,A172,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,AM38,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,BECKER,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,CAS1,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,D263MG,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,D283MED,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,D392MG,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,DBTRG05MG,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,DKMG,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,DAOY,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,GAMG,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,GB1,Lapatinib,MK-2206,0,PD_03,PD_06
CNS,GI1,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,H4,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,KALS1,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,KINGS1,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,KS1,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,LN18,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,LN229,Lapatinib,MK-2206,0,PD_03,PD_06
CNS,LN405,Lapatinib,MK-2206,0,PD_03,PD_06
CNS,LNZTA3WT4,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,M059J,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,MOGGCCM,Lapatinib,MK-2206,0,PD_03,PD_06
CNS,MOGGUVW,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,ONS76,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,PFSK1,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,SF268,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,SF539,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,SKMG1,Lapatinib,MK-2206,0,PD_03,PD_06
CNS,SKPNDW,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,SW1088,Lapatinib,MK-2206,0,PD_03,PD_06
CNS,SW1783,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,T98G,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,U118MG,Lapatinib,MK-2206,0,PD_03,PD_06
CNS,U87MG,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,U251,Lapatinib,MK-2206,1,PD_03,PD_06
CNS,YH13,Lapatinib,MK-2206,0,PD_03,PD_06
CNS,42MGBA,Taselisib,MK-2206,0,PD_08,PD_06
CNS,8MGBA,Taselisib,MK-2206,0,PD_08,PD_06
CNS,A172,Taselisib,MK-2206,0,PD_08,PD_06
CNS,AM38,Taselisib,MK-2206,1,PD_08,PD_06
CNS,BECKER,Taselisib,MK-2206,1,PD_08,PD_06
CNS,CAS1,Taselisib,MK-2206,1,PD_08,PD_06
CNS,D263MG,Taselisib,MK-2206,0,PD_08,PD_06
CNS,D283MED,Taselisib,MK-2206,0,PD_08,PD_06
CNS,D392MG,Taselisib,MK-2206,0,PD_08,PD_06
CNS,DBTRG05MG,Taselisib,MK-2206,1,PD_08,PD_06
CNS,DKMG,Taselisib,MK-2206,0,PD_08,PD_06
CNS,DAOY,Taselisib,MK-2206,0,PD_08,PD_06
CNS,GAMG,Taselisib,MK-2206,1,PD_08,PD_06
CNS,GB1,Taselisib,MK-2206,0,PD_08,PD_06
CNS,GI1,Taselisib,MK-2206,1,PD_08,PD_06
CNS,H4,Taselisib,MK-2206,1,PD_08,PD_06
CNS,KALS1,Taselisib,MK-2206,1,PD_08,PD_06
CNS,KINGS1,Taselisib,MK-2206,0,PD_08,PD_06
CNS,KS1,Taselisib,MK-2206,1,PD_08,PD_06
CNS,LN18,Taselisib,MK-2206,1,PD_08,PD_06
CNS,LN229,Taselisib,MK-2206,0,PD_08,PD_06
CNS,LN405,Taselisib,MK-2206,0,PD_08,PD_06
CNS,LNZTA3WT4,Taselisib,MK-2206,1,PD_08,PD_06
CNS,M059J,Taselisib,MK-2206,0,PD_08,PD_06
CNS,MOGGCCM,Taselisib,MK-2206,0,PD_08,PD_06
CNS,MOGGUVW,Taselisib,MK-2206,1,PD_08,PD_06
CNS,ONS76,Taselisib,MK-2206,1,PD_08,PD_06
CNS,PFSK1,Taselisib,MK-2206,0,PD_08,PD_06
CNS,SF268,Taselisib,MK-2206,0,PD_08,PD_06
CNS,SF539,Taselisib,MK-2206,1,PD_08,PD_06
CNS,SKMG1,Taselisib,MK-2206,0,PD_08,PD_06
CNS,SKPNDW,Taselisib,MK-2206,1,PD_08,PD_06
CNS,SW1088,Taselisib,MK-2206,1,PD_08,PD_06
CNS,SW1783,Taselisib,MK-2206,1,PD_08,PD_06
CNS,T98G,Taselisib,MK-2206,1,PD_08,PD_06
CNS,U118MG,Taselisib,MK-2206,1,PD_08,PD_06
CNS,U87MG,Taselisib,MK-2206,1,PD_08,PD_06
CNS,U251,Taselisib,MK-2206,1,PD_08,PD_06
CNS,YH13,Taselisib,MK-2206,0,PD_08,PD_06
CNS,42MGBA,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,8MGBA,Trametinib,Palbociclib,1,PD_10,PD_07
CNS,A172,Trametinib,Palbociclib,1,PD_10,PD_07
CNS,AM38,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,BECKER,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,CAS1,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,D263MG,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,D283MED,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,D392MG,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,DBTRG05MG,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,DKMG,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,DAOY,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,GAMG,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,GB1,Trametinib,Palbociclib,1,PD_10,PD_07
CNS,H4,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,KALS1,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,KINGS1,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,KS1,Trametinib,Palbociclib,1,PD_10,PD_07
CNS,LN18,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,LN229,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,LN405,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,M059J,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,MOGGCCM,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,MOGGUVW,Trametinib,Palbociclib,1,PD_10,PD_07
CNS,ONS76,Trametinib,Palbociclib,1,PD_10,PD_07
CNS,PFSK1,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,SF268,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,SF539,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,SKMG1,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,SKPNDW,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,SW1088,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,SW1783,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,T98G,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,U118MG,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,U87MG,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,U251,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,YH13,Trametinib,Palbociclib,0,PD_10,PD_07
CNS,42MGBA,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,8MGBA,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,A172,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,AM38,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,BECKER,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,CAS1,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,D263MG,Lapatinib,Palbociclib,1,PD_03,PD_07
CNS,D283MED,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,D392MG,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,DBTRG05MG,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,DKMG,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,DAOY,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,GAMG,Lapatinib,Palbociclib,1,PD_03,PD_07
CNS,GB1,Lapatinib,Palbociclib,1,PD_03,PD_07
CNS,GI1,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,H4,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,KALS1,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,KINGS1,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,KS1,Lapatinib,Palbociclib,1,PD_03,PD_07
CNS,LN18,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,LN229,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,LN405,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,LNZTA3WT4,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,M059J,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,MOGGCCM,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,MOGGUVW,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,ONS76,Lapatinib,Palbociclib,1,PD_03,PD_07
CNS,PFSK1,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,SF268,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,SF539,Lapatinib,Palbociclib,1,PD_03,PD_07
CNS,SKMG1,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,SKPNDW,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,SW1088,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,SW1783,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,T98G,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,U118MG,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,U87MG,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,U251,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,YH13,Lapatinib,Palbociclib,0,PD_03,PD_07
CNS,42MGBA,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,8MGBA,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,A172,Taselisib,Palbociclib,0,PD_08,PD_07
CNS,AM38,Taselisib,Palbociclib,0,PD_08,PD_07
CNS,BECKER,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,CAS1,Taselisib,Palbociclib,0,PD_08,PD_07
CNS,D263MG,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,D283MED,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,D392MG,Taselisib,Palbociclib,0,PD_08,PD_07
CNS,DBTRG05MG,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,DKMG,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,DAOY,Taselisib,Palbociclib,0,PD_08,PD_07
CNS,GAMG,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,GB1,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,GI1,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,H4,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,KALS1,Taselisib,Palbociclib,0,PD_08,PD_07
CNS,KINGS1,Taselisib,Palbociclib,0,PD_08,PD_07
CNS,KS1,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,LN18,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,LN229,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,LN405,Taselisib,Palbociclib,0,PD_08,PD_07
CNS,LNZTA3WT4,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,M059J,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,MOGGCCM,Taselisib,Palbociclib,0,PD_08,PD_07
CNS,MOGGUVW,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,ONS76,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,PFSK1,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,SF268,Taselisib,Palbociclib,0,PD_08,PD_07
CNS,SF539,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,SKMG1,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,SKPNDW,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,SW1088,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,SW1783,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,T98G,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,U118MG,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,U87MG,Taselisib,Palbociclib,0,PD_08,PD_07
CNS,U251,Taselisib,Palbociclib,1,PD_08,PD_07
CNS,YH13,Taselisib,Palbociclib,0,PD_08,PD_07
CNS,42MGBA,Trametinib,Pictilisib,1,PD_10,PD_08
CNS,8MGBA,Trametinib,Pictilisib,1,PD_10,PD_08
CNS,A172,Trametinib,Pictilisib,1,PD_10,PD_08
CNS,AM38,Trametinib,Pictilisib,1,PD_10,PD_08
CNS,BECKER,Trametinib,Pictilisib,1,PD_10,PD_08
CNS,CAS1,Trametinib,Pictilisib,1,PD_10,PD_08
CNS,D263MG,Trametinib,Pictilisib,1,PD_10,PD_08
CNS,D283MED,Trametinib,Pictilisib,1,PD_10,PD_08
CNS,D392MG,Trametinib,Pictilisib,1,PD_10,PD_08
CNS,DBTRG05MG,Trametinib,Pictilisib,1,PD_10,PD_08
CNS,DKMG,Trametinib,Pictilisib,1,PD_10,PD_08
CNS,DAOY,Trametinib,Pictilisib,1,PD_10,PD_08
CNS,GAMG,Trametinib,Pictilisib,1,PD_10,PD_08
