tissue,cell_line,drug_name_A,drug_name_B,synergy,PD_A,PD_B
Bladder,5637,Trametinib,Navitoclax,1,PD_10,PD_01
Bladder,639V,Trametinib,Navitoclax,1,PD_10,PD_01
Bladder,647V,Trametinib,Navitoclax,1,PD_10,PD_01
Bladder,BFTC905,Trametinib,Navitoclax,1,PD_10,PD_01
Bladder,CAL29,Trametinib,Navitoclax,1,PD_10,PD_01
Bladder,DSH1,Trametinib,Navitoclax,1,PD_10,PD_01
Bladder,HT1376,Trametinib,Navitoclax,1,PD_10,PD_01
Bladder,J82,Trametinib,Navitoclax,0,PD_10,PD_01
Bladder,KU1919,Trametinib,Navitoclax,1,PD_10,PD_01
Bladder,LB831BLC,Trametinib,Navitoclax,0,PD_10,PD_01
Bladder,RT112,Trametinib,Navitoclax,1,PD_10,PD_01
Bladder,RT4,Trametinib,Navitoclax,1,PD_10,PD_01
Bladder,SW1710,Trametinib,Navitoclax,0,PD_10,PD_01
Bladder,SW780,Trametinib,Navitoclax,1,PD_10,PD_01
Bladder,TCCSUP,Trametinib,Navitoclax,0,PD_10,PD_01
Bladder,UMUC3,Trametinib,Navitoclax,1,PD_10,PD_01
Bladder,VMCUB1,Trametinib,Navitoclax,1,PD_10,PD_01
Bladder,5637,Lapatinib,Navitoclax,0,PD_03,PD_01
Bladder,639V,Lapatinib,Navitoclax,0,PD_03,PD_01
Bladder,647V,Lapatinib,Navitoclax,1,PD_03,PD_01
Bladder,BFTC905,Lapatinib,Navitoclax,1,PD_03,PD_01
Bladder,CAL29,Lapatinib,Navitoclax,1,PD_03,PD_01
Bladder,DSH1,Lapatinib,Navitoclax,1,PD_03,PD_01
Bladder,HT1376,Lapatinib,Navitoclax,1,PD_03,PD_01
Bladder,J82,Lapatinib,Navitoclax,0,PD_03,PD_01
Bladder,KU1919,Lapatinib,Navitoclax,0,PD_03,PD_01
Bladder,LB831BLC,Lapatinib,Navitoclax,1,PD_03,PD_01
Bladder,RT112,Lapatinib,Navitoclax,1,PD_03,PD_01
Bladder,RT4,Lapatinib,Navitoclax,1,PD_03,PD_01
Bladder,SW1710,Lapatinib,Navitoclax,0,PD_03,PD_01
Bladder,SW780,Lapatinib,Navitoclax,0,PD_03,PD_01
Bladder,TCCSUP,Lapatinib,Navitoclax,1,PD_03,PD_01
Bladder,UMUC3,Lapatinib,Navitoclax,1,PD_03,PD_01
Bladder,VMCUB1,Lapatinib,Navitoclax,1,PD_03,PD_01
Bladder,5637,Taselisib,Navitoclax,1,PD_08,PD_01
Bladder,639V,Taselisib,Navitoclax,0,PD_08,PD_01
Bladder,647V,Taselisib,Navitoclax,1,PD_08,PD_01
Bladder,BFTC905,Taselisib,Navitoclax,1,PD_08,PD_01
Bladder,CAL29,Taselisib,Navitoclax,1,PD_08,PD_01
Bladder,DSH1,Taselisib,Navitoclax,1,PD_08,PD_01
Bladder,HT1376,Taselisib,Navitoclax,0,PD_08,PD_01
Bladder,J82,Taselisib,Navitoclax,0,PD_08,PD_01
Bladder,KU1919,Taselisib,Navitoclax,0,PD_08,PD_01
Bladder,LB831BLC,Taselisib,Navitoclax,0,PD_08,PD_01
Bladder,RT112,Taselisib,Navitoclax,1,PD_08,PD_01
Bladder,RT4,Taselisib,Navitoclax,0,PD_08,PD_01
Bladder,SW1710,Taselisib,Navitoclax,0,PD_08,PD_01
Bladder,SW780,Taselisib,Navitoclax,0,PD_08,PD_01
Bladder,TCCSUP,Taselisib,Navitoclax,1,PD_08,PD_01
Bladder,UMUC3,Taselisib,Navitoclax,0,PD_08,PD_01
Bladder,VMCUB1,Taselisib,Navitoclax,1,PD_08,PD_01
Bladder,5637,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,639V,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,647V,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,BFTC905,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,CAL29,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,DSH1,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,HT1376,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,J82,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,KU1919,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,LB831BLC,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,RT112,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,RT4,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,SW1710,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,SW780,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,TCCSUP,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,UMUC3,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,VMCUB1,Navitoclax,Axitinib,1,PD_01,PD_02
Bladder,5637,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,639V,Navitoclax,Afatinib,0,PD_01,PD_03
Bladder,647V,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,BFTC905,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,CAL29,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,DSH1,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,HT1376,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,J82,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,KU1919,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,LB831BLC,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,RT112,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,RT4,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,SW1710,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,SW780,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,TCCSUP,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,UMUC3,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,VMCUB1,Navitoclax,Afatinib,1,PD_01,PD_03
Bladder,5637,Trametinib,Afatinib,1,PD_10,PD_03
Bladder,639V,Trametinib,Afatinib,1,PD_10,PD_03
Bladder,647V,Trametinib,Afatinib,1,PD_10,PD_03
Bladder,BFTC905,Trametinib,Afatinib,1,PD_10,PD_03
Bladder,CAL29,Trametinib,Afatinib,1,PD_10,PD_03
Bladder,DSH1,Trametinib,Afatinib,0,PD_10,PD_03
Bladder,HT1197,Trametinib,Afatinib,1,PD_10,PD_03
Bladder,HT1376,Trametinib,Afatinib,1,PD_10,PD_03
Bladder,J82,Trametinib,Afatinib,0,PD_10,PD_03
Bladder,KU1919,Trametinib,Afatinib,1,PD_10,PD_03
Bladder,LB831BLC,Trametinib,Afatinib,1,PD_10,PD_03
Bladder,RT112,Trametinib,Afatinib,1,PD_10,PD_03
Bladder,RT4,Trametinib,Afatinib,1,PD_10,PD_03
Bladder,SW1710,Trametinib,Afatinib,0,PD_10,PD_03
Bladder,SW780,Trametinib,Afatinib,1,PD_10,PD_03
Bladder,TCCSUP,Trametinib,Afatinib,0,PD_10,PD_03
Bladder,UMUC3,Trametinib,Afatinib,1,PD_10,PD_03
Bladder,VMCUB1,Trametinib,Afatinib,1,PD_10,PD_03
Bladder,5637,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,639V,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,647V,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,BFTC905,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,CAL29,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,DSH1,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,HT1197,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,HT1376,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,J82,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,KU1919,Taselisib,Afatinib,0,PD_08,PD_03
Bladder,LB831BLC,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,RT112,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,RT4,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,SW1710,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,SW780,Taselisib,Afatinib,0,PD_08,PD_03
Bladder,TCCSUP,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,UMUC3,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,VMCUB1,Taselisib,Afatinib,1,PD_08,PD_03
Bladder,5637,Lapatinib,PD173074,1,PD_03,PD_05
Bladder,639V,Lapatinib,PD173074,0,PD_03,PD_05
Bladder,647V,Lapatinib,PD173074,1,PD_03,PD_05
Bladder,BFTC905,Lapatinib,PD173074,1,PD_03,PD_05
Bladder,CAL29,Lapatinib,PD173074,1,PD_03,PD_05
Bladder,DSH1,Lapatinib,PD173074,0,PD_03,PD_05
Bladder,HT1376,Lapatinib,PD173074,1,PD_03,PD_05
Bladder,J82,Lapatinib,PD173074,1,PD_03,PD_05
Bladder,KU1919,Lapatinib,PD173074,1,PD_03,PD_05
Bladder,LB831BLC,Lapatinib,PD173074,1,PD_03,PD_05
Bladder,RT112,Lapatinib,PD173074,1,PD_03,PD_05
Bladder,RT4,Lapatinib,PD173074,1,PD_03,PD_05
Bladder,SW1710,Lapatinib,PD173074,1,PD_03,PD_05
Bladder,SW780,Lapatinib,PD173074,1,PD_03,PD_05
Bladder,TCCSUP,Lapatinib,PD173074,1,PD_03,PD_05
Bladder,UMUC3,Lapatinib,PD173074,1,PD_03,PD_05
Bladder,VMCUB1,Lapatinib,PD173074,0,PD_03,PD_05
Bladder,5637,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,639V,Trametinib,MK-2206,0,PD_10,PD_06
Bladder,647V,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,BFTC905,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,CAL29,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,DSH1,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,HT1197,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,HT1376,Trametinib,MK-2206,0,PD_10,PD_06
Bladder,J82,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,KU1919,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,LB831BLC,Trametinib,MK-2206,0,PD_10,PD_06
Bladder,RT112,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,RT4,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,SW1710,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,SW780,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,TCCSUP,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,UMUC3,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,VMCUB1,Trametinib,MK-2206,1,PD_10,PD_06
Bladder,5637,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,639V,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,647V,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,BFTC905,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,CAL29,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,DSH1,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,HT1197,Lapatinib,MK-2206,0,PD_03,PD_06
Bladder,HT1376,Lapatinib,MK-2206,0,PD_03,PD_06
Bladder,J82,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,KU1919,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,LB831BLC,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,RT112,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,RT4,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,SW1710,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,SW780,Lapatinib,MK-2206,0,PD_03,PD_06
Bladder,TCCSUP,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,UMUC3,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,VMCUB1,Lapatinib,MK-2206,1,PD_03,PD_06
Bladder,5637,Taselisib,MK-2206,1,PD_08,PD_06
Bladder,639V,Taselisib,MK-2206,0,PD_08,PD_06
Bladder,647V,Taselisib,MK-2206,0,PD_08,PD_06
Bladder,BFTC905,Taselisib,MK-2206,1,PD_08,PD_06
Bladder,CAL29,Taselisib,MK-2206,0,PD_08,PD_06
Bladder,DSH1,Taselisib,MK-2206,0,PD_08,PD_06
Bladder,HT1197,Taselisib,MK-2206,1,PD_08,PD_06
Bladder,HT1376,Taselisib,MK-2206,1,PD_08,PD_06
Bladder,J82,Taselisib,MK-2206,1,PD_08,PD_06
Bladder,KU1919,Taselisib,MK-2206,1,PD_08,PD_06
Bladder,LB831BLC,Taselisib,MK-2206,0,PD_08,PD_06
Bladder,RT112,Taselisib,MK-2206,0,PD_08,PD_06
Bladder,RT4,Taselisib,MK-2206,0,PD_08,PD_06
Bladder,SW1710,Taselisib,MK-2206,0,PD_08,PD_06
Bladder,SW780,Taselisib,MK-2206,0,PD_08,PD_06
Bladder,TCCSUP,Taselisib,MK-2206,0,PD_08,PD_06
Bladder,UMUC3,Taselisib,MK-2206,1,PD_08,PD_06
Bladder,VMCUB1,Taselisib,MK-2206,0,PD_08,PD_06
Bladder,5637,Trametinib,Palbociclib,0,PD_10,PD_07
Bladder,639V,Trametinib,Palbociclib,0,PD_10,PD_07
Bladder,647V,Trametinib,Palbociclib,0,PD_10,PD_07
Bladder,BFTC905,Trametinib,Palbociclib,1,PD_10,PD_07
Bladder,CAL29,Trametinib,Palbociclib,1,PD_10,PD_07
Bladder,DSH1,Trametinib,Palbociclib,0,PD_10,PD_07
Bladder,HT1197,Trametinib,Palbociclib,0,PD_10,PD_07
Bladder,HT1376,Trametinib,Palbociclib,1,PD_10,PD_07
Bladder,J82,Trametinib,Palbociclib,0,PD_10,PD_07
Bladder,KU1919,Trametinib,Palbociclib,1,PD_10,PD_07
Bladder,LB831BLC,Trametinib,Palbociclib,0,PD_10,PD_07
Bladder,RT112,Trametinib,Palbociclib,1,PD_10,PD_07
Bladder,RT4,Trametinib,Palbociclib,1,PD_10,PD_07
Bladder,SW1710,Trametinib,Palbociclib,0,PD_10,PD_07
Bladder,SW780,Trametinib,Palbociclib,0,PD_10,PD_07
Bladder,TCCSUP,Trametinib,Palbociclib,0,PD_10,PD_07
Bladder,UMUC3,Trametinib,Palbociclib,1,PD_10,PD_07
Bladder,VMCUB1,Trametinib,Palbociclib,1,PD_10,PD_07
Bladder,5637,Lapatinib,Palbociclib,0,PD_03,PD_07
Bladder,639V,Lapatinib,Palbociclib,0,PD_03,PD_07
Bladder,647V,Lapatinib,Palbociclib,0,PD_03,PD_07
Bladder,BFTC905,Lapatinib,Palbociclib,1,PD_03,PD_07
Bladder,CAL29,Lapatinib,Palbociclib,1,PD_03,PD_07
Bladder,DSH1,Lapatinib,Palbociclib,1,PD_03,PD_07
Bladder,HT1197,Lapatinib,Palbociclib,0,PD_03,PD_07
Bladder,HT1376,Lapatinib,Palbociclib,1,PD_03,PD_07
Bladder,J82,Lapatinib,Palbociclib,1,PD_03,PD_07
Bladder,KU1919,Lapatinib,Palbociclib,0,PD_03,PD_07
Bladder,LB831BLC,Lapatinib,Palbociclib,1,PD_03,PD_07
Bladder,RT112,Lapatinib,Palbociclib,0,PD_03,PD_07
Bladder,RT4,Lapatinib,Palbociclib,1,PD_03,PD_07
Bladder,SW1710,Lapatinib,Palbociclib,0,PD_03,PD_07
Bladder,SW780,Lapatinib,Palbociclib,0,PD_03,PD_07
Bladder,TCCSUP,Lapatinib,Palbociclib,0,PD_03,PD_07
Bladder,UMUC3,Lapatinib,Palbociclib,1,PD_03,PD_07
Bladder,VMCUB1,Lapatinib,Palbociclib,1,PD_03,PD_07
Bladder,5637,Taselisib,Palbociclib,0,PD_08,PD_07
Bladder,639V,Taselisib,Palbociclib,0,PD_08,PD_07
Bladder,647V,Taselisib,Palbociclib,1,PD_08,PD_07
Bladder,BFTC905,Taselisib,Palbociclib,1,PD_08,PD_07
Bladder,CAL29,Taselisib,Palbociclib,1,PD_08,PD_07
Bladder,DSH1,Taselisib,Palbociclib,0,PD_08,PD_07
Bladder,HT1197,Taselisib,Palbociclib,1,PD_08,PD_07
Bladder,HT1376,Taselisib,Palbociclib,1,PD_08,PD_07
Bladder,J82,Taselisib,Palbociclib,1,PD_08,PD_07
Bladder,KU1919,Taselisib,Palbociclib,1,PD_08,PD_07
Bladder,LB831BLC,Taselisib,Palbociclib,1,PD_08,PD_07
Bladder,RT112,Taselisib,Palbociclib,1,PD_08,PD_07
Bladder,RT4,Taselisib,Palbociclib,0,PD_08,PD_07
Bladder,SW1710,Taselisib,Palbociclib,0,PD_08,PD_07
Bladder,SW780,Taselisib,Palbociclib,1,PD_08,PD_07
Bladder,TCCSUP,Taselisib,Palbociclib,0,PD_08,PD_07
Bladder,UMUC3,Taselisib,Palbociclib,1,PD_08,PD_07
Bladder,VMCUB1,Taselisib,Palbociclib,1,PD_08,PD_07
Bladder,5637,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,639V,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,647V,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,BFTC905,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,CAL29,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,DSH1,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,HT1376,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,J82,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,KU1919,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,LB831BLC,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,RT112,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,RT4,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,SW1710,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,SW780,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,TCCSUP,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,UMUC3,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,VMCUB1,Trametinib,Pictilisib,1,PD_10,PD_08
Bladder,5637,Lapatinib,Pictilisib,1,PD_03,PD_08
Bladder,639V,Lapatinib,Pictilisib,0,PD_03,PD_08
Bladder,647V,Lapatinib,Pictilisib,0,PD_03,PD_08
Bladder,BFTC905,Lapatinib,Pictilisib,1,PD_03,PD_08
Bladder,CAL29,Lapatinib,Pictilisib,1,PD_03,PD_08
Bladder,DSH1,Lapatinib,Pictilisib,1,PD_03,PD_08
Bladder,HT1376,Lapatinib,Pictilisib,1,PD_03,PD_08
Bladder,J82,Lapatinib,Pictilisib,1,PD_03,PD_08
Bladder,KU1919,Lapatinib,Pictilisib,0,PD_03,PD_08
Bladder,LB831BLC,Lapatinib,Pictilisib,0,PD_03,PD_08
Bladder,RT112,Lapatinib,Pictilisib,1,PD_03,PD_08
Bladder,RT4,Lapatinib,Pictilisib,0,PD_03,PD_08
Bladder,SW1710,Lapatinib,Pictilisib,0,PD_03,PD_08
Bladder,SW780,Lapatinib,Pictilisib,1,PD_03,PD_08
Bladder,TCCSUP,Lapatinib,Pictilisib,0,PD_03,PD_08
Bladder,UMUC3,Lapatinib,Pictilisib,0,PD_03,PD_08
Bladder,VMCUB1,Lapatinib,Pictilisib,1,PD_03,PD_08
Bladder,5637,Lapatinib,Crizotinib,1,PD_03,PD_09
Bladder,639V,Lapatinib,Crizotinib,0,PD_03,PD_09
Bladder,647V,Lapatinib,Crizotinib,1,PD_03,PD_09
Bladder,BFTC905,Lapatinib,Crizotinib,1,PD_03,PD_09
Bladder,CAL29,Lapatinib,Crizotinib,1,PD_03,PD_09
Bladder,DSH1,Lapatinib,Crizotinib,1,PD_03,PD_09
Bladder,HT1376,Lapatinib,Crizotinib,1,PD_03,PD_09
Bladder,J82,Lapatinib,Crizotinib,0,PD_03,PD_09
Bladder,KU1919,Lapatinib,Crizotinib,1,PD_03,PD_09
Bladder,LB831BLC,Lapatinib,Crizotinib,1,PD_03,PD_09
Bladder,RT112,Lapatinib,Crizotinib,1,PD_03,PD_09
Bladder,RT4,Lapatinib,Crizotinib,1,PD_03,PD_09
Bladder,SW1710,Lapatinib,Crizotinib,1,PD_03,PD_09
Bladder,SW780,Lapatinib,Crizotinib,1,PD_03,PD_09
Bladder,TCCSUP,Lapatinib,Crizotinib,0,PD_03,PD_09
Bladder,UMUC3,Lapatinib,Crizotinib,1,PD_03,PD_09
Bladder,VMCUB1,Lapatinib,Crizotinib,1,PD_03,PD_09
Bladder,5637,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,639V,Navitoclax,Trametinib,0,PD_01,PD_10
Bladder,647V,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,BFTC905,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,CAL29,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,DSH1,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,HT1376,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,J82,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,KU1919,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,LB831BLC,Navitoclax,Trametinib,0,PD_01,PD_10
Bladder,RT112,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,RT4,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,SW1710,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,SW780,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,TCCSUP,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,UMUC3,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,VMCUB1,Navitoclax,Trametinib,1,PD_01,PD_10
Bladder,5637,Lapatinib,Trametinib,0,PD_03,PD_10
Bladder,639V,Lapatinib,Trametinib,0,PD_03,PD_10
Bladder,647V,Lapatinib,Trametinib,1,PD_03,PD_10
Bladder,BFTC905,Lapatinib,Trametinib,1,PD_03,PD_10
Bladder,CAL29,Lapatinib,Trametinib,1,PD_03,PD_10
Bladder,DSH1,Lapatinib,Trametinib,0,PD_03,PD_10
Bladder,HT1197,Lapatinib,Trametinib,0,PD_03,PD_10
Bladder,HT1376,Lapatinib,Trametinib,0,PD_03,PD_10
Bladder,J82,Lapatinib,Trametinib,0,PD_03,PD_10
Bladder,KU1919,Lapatinib,Trametinib,1,PD_03,PD_10
Bladder,LB831BLC,Lapatinib,Trametinib,0,PD_03,PD_10
Bladder,RT112,Lapatinib,Trametinib,1,PD_03,PD_10
Bladder,RT4,Lapatinib,Trametinib,1,PD_03,PD_10
Bladder,SW1710,Lapatinib,Trametinib,1,PD_03,PD_10
Bladder,SW780,Lapatinib,Trametinib,1,PD_03,PD_10
Bladder,TCCSUP,Lapatinib,Trametinib,1,PD_03,PD_10
Bladder,UMUC3,Lapatinib,Trametinib,1,PD_03,PD_10
Bladder,VMCUB1,Lapatinib,Trametinib,1,PD_03,PD_10
Bladder,5637,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,639V,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,647V,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,BFTC905,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,CAL29,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,DSH1,Taselisib,Trametinib,0,PD_08,PD_10
Bladder,HT1197,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,HT1376,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,J82,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,KU1919,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,LB831BLC,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,RT112,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,RT4,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,SW1710,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,SW780,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,TCCSUP,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,UMUC3,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,VMCUB1,Taselisib,Trametinib,1,PD_08,PD_10
Bladder,5637,Lapatinib,Dabrafenib,0,PD_03,PD_11
Bladder,639V,Lapatinib,Dabrafenib,1,PD_03,PD_11
Bladder,647V,Lapatinib,Dabrafenib,0,PD_03,PD_11
Bladder,BFTC905,Lapatinib,Dabrafenib,1,PD_03,PD_11
Bladder,CAL29,Lapatinib,Dabrafenib,1,PD_03,PD_11
Bladder,DSH1,Lapatinib,Dabrafenib,1,PD_03,PD_11
Bladder,HT1197,Lapatinib,Dabrafenib,1,PD_03,PD_11
Bladder,HT1376,Lapatinib,Dabrafenib,0,PD_03,PD_11
Bladder,J82,Lapatinib,Dabrafenib,0,PD_03,PD_11
Bladder,KU1919,Lapatinib,Dabrafenib,1,PD_03,PD_11
Bladder,LB831BLC,Lapatinib,Dabrafenib,1,PD_03,PD_11
Bladder,RT112,Lapatinib,Dabrafenib,0,PD_03,PD_11
Bladder,RT4,Lapatinib,Dabrafenib,1,PD_03,PD_11
Bladder,SW1710,Lapatinib,Dabrafenib,1,PD_03,PD_11
Bladder,SW780,Lapatinib,Dabrafenib,1,PD_03,PD_11
Bladder,TCCSUP,Lapatinib,Dabrafenib,0,PD_03,PD_11
Bladder,UMUC3,Lapatinib,Dabrafenib,1,PD_03,PD_11
Bladder,VMCUB1,Lapatinib,Dabrafenib,1,PD_03,PD_11
Bladder,5637,Trametinib,Linsitinib,0,PD_10,PD_12
Bladder,639V,Trametinib,Linsitinib,0,PD_10,PD_12
Bladder,647V,Trametinib,Linsitinib,0,PD_10,PD_12
Bladder,BFTC905,Trametinib,Linsitinib,1,PD_10,PD_12
Bladder,CAL29,Trametinib,Linsitinib,1,PD_10,PD_12
Bladder,DSH1,Trametinib,Linsitinib,1,PD_10,PD_12
Bladder,HT1197,Trametinib,Linsitinib,0,PD_10,PD_12
Bladder,HT1376,Trametinib,Linsitinib,0,PD_10,PD_12
Bladder,J82,Trametinib,Linsitinib,1,PD_10,PD_12
Bladder,KU1919,Trametinib,Linsitinib,1,PD_10,PD_12
Bladder,LB831BLC,Trametinib,Linsitinib,1,PD_10,PD_12
Bladder,RT112,Trametinib,Linsitinib,0,PD_10,PD_12
Bladder,RT4,Trametinib,Linsitinib,1,PD_10,PD_12
Bladder,SW1710,Trametinib,Linsitinib,1,PD_10,PD_12
Bladder,SW780,Trametinib,Linsitinib,1,PD_10,PD_12
Bladder,TCCSUP,Trametinib,Linsitinib,0,PD_10,PD_12
Bladder,UMUC3,Trametinib,Linsitinib,1,PD_10,PD_12
Bladder,VMCUB1,Trametinib,Linsitinib,1,PD_10,PD_12
Bladder,5637,Lapatinib,Linsitinib,1,PD_03,PD_12
Bladder,639V,Lapatinib,Linsitinib,0,PD_03,PD_12
Bladder,647V,Lapatinib,Linsitinib,1,PD_03,PD_12
Bladder,BFTC905,Lapatinib,Linsitinib,1,PD_03,PD_12
Bladder,CAL29,Lapatinib,Linsitinib,1,PD_03,PD_12
Bladder,DSH1,Lapatinib,Linsitinib,1,PD_03,PD_12
Bladder,HT1197,Lapatinib,Linsitinib,0,PD_03,PD_12
Bladder,HT1376,Lapatinib,Linsitinib,0,PD_03,PD_12
Bladder,J82,Lapatinib,Linsitinib,1,PD_03,PD_12
Bladder,KU1919,Lapatinib,Linsitinib,0,PD_03,PD_12
Bladder,LB831BLC,Lapatinib,Linsitinib,1,PD_03,PD_12
Bladder,RT112,Lapatinib,Linsitinib,1,PD_03,PD_12
Bladder,RT4,Lapatinib,Linsitinib,1,PD_03,PD_12
Bladder,SW1710,Lapatinib,Linsitinib,1,PD_03,PD_12
