CELL_LINE_NAME	tissue	ANCHOR_ID	LIBRARY_ID	ANCHOR_VIABILITY	LIBRARY_EMAX	SYNERGY_OBS_EMAX	SYNERGY_DELTA_EMAX	SYNERGY_DELTA_XMID	SYNERGY_DELTA_IC50	SYNERGY_EMAX	BLISS_VIS	HSA_VIS	HSA	BLISS	SUB_HSA	NO_SYNERGY_VIS	NO_BLISS_OR_HSA	ANCHOR_NAME	LIBRARY_NAME	ANCHOR_GENE_TARGET	LIBRARY_GENE_TARGET
5637	Bladder	1022	1005	0.911995872377094	0.648241109663582	0.3497322011392	0.242136906564746	3.06166099172957	1	1	0	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
639-V	Bladder	1022	1005	0.916942565334478	0.344995119961184	0.231429280557913	0.0856631358730407	0.630739658504687	0	0	0	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
647-V	Bladder	1022	1005	0.885572743369481	0.467069449243749	0.262486140330106	0.151122521362141	1.31982945878751	0	0	0	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
BFTC-905	Bladder	1022	1005	0.837632976439864	0.32953437286143	0.121178244095428	0.15483095023283	2.02339722991423	0	0	0	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
CAL-29	Bladder	1022	1005	0.840429353703136	0.853305013217267	0.517145802278504	0.20024591060927	3.68595421050029	1	1	1	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
DSH1	Bladder	1022	1005	0.750128644483897	0.767716140427994	0.439760851956179	0.135209995999406	2.5540787556468	0	0	1	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
HT-1197	Bladder	1022	1005	0.961688464704911	0.804620950313002	0.835262484185903	-0.0614677978099854	-1.56048113136198	0	0	0	1	0	0	0	1	1	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
HT-1376	Bladder	1022	1005	0.91147813931638	0.937696608462683	0.808663008313407	0.0460266217250182	2.48449265025115	0	0	0	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
J82	Bladder	1022	1005	0.954297525779723	0.621706483201099	0.475364832304853	0.11773537903093	1.46209411507077	0	0	0	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
KU-19-19	Bladder	1022	1005	0.528127852718462	0.80544062649195	0.356922483426251	0.0677504418082889	1.29377343471694	0	0	1	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
LB831-BLC	Bladder	1022	1005	0.923986889179882	0.732566891018289	0.443260098257157	0.234468762012421	3.23720139143058	1	1	0	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
RT-112	Bladder	1022	1005	0.842848976546119	0.90992802798929	0.454561674589992	0.312382647738711	6.61600526405499	1	1	1	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
RT4	Bladder	1022	1005	0.935059825665201	0.778159540847097	0.718542096825672	0.0090564055432272	0.248905298945232	0	0	0	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
SW1710	Bladder	1022	1005	0.863698583202832	0.938656603722058	0.43766951801751	0.373030338238243	6.92102104016544	1	1	0	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
SW780	Bladder	1022	1005	0.935717915990503	0.843016364640578	0.785697130478126	0.0031822351661397	0.109028963185321	0	0	0	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
TCCSUP	Bladder	1022	1005	0.797005257684083	0.693716585903083	0.343374962534112	0.209470772349905	3.71567462300103	1	1	1	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
UM-UC-3	Bladder	1022	1005	0.919620313571018	0.775977852173634	0.337897760171515	0.375678755128046	2.34136266762057	0	1	0	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
VM-CUB-1	Bladder	1022	1005	0.636810426550035	0.533757935422998	0.222599708161665	0.114091270172733	1.49787050772054	0	0	1	1	1	1	0	0	0	AZD7762	Cisplatin	CHEK1;CHEK2	BCHE;CYP2B6;CYP2C9
5637	Bladder	1179	1005	0.491602796713385	0.607405938988866	0.127581290598771	0.171021167748476	4.14908061805653	1	0	1	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
639-V	Bladder	1179	1005	0.539515695975004	0.387840652912484	0.104606440999959	0.10463967878352	1.39722940765443	0	0	1	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
647-V	Bladder	1179	1005	0.343592561029455	0.452906371422392	0.0637309635442152	0.0918842965193621	2.31408152828104	0	0	1	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
BFTC-905	Bladder	1179	1005	0.205880178796618	0.266234441095397	0.0365551339544912	0.0182572603800468	0.985692393191643	0	0	1	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
CAL-29	Bladder	1179	1005	0.430795040156986	0.836268537147406	0.170901575722013	0.189358762320428	5.85007589647895	1	0	1	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
DSH1	Bladder	1179	1005	0.580567026944753	0.712401400494159	0.310167230137592	0.103429532938581	2.31825185946519	0	0	1	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
HT-1376	Bladder	1179	1005	0.624648602199276	0.937942334898391	0.501451857510538	0.0844325109272669	5.34619680811511	1	0	0	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
J82	Bladder	1179	1005	0.648049672805403	0.672266867671712	0.32984305249779	0.105819271134776	1.93505319565268	0	0	1	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
KU-19-19	Bladder	1179	1005	0.29752656348864	0.728444296672588	0.173997250153783	0.0427342781281114	1.27071591295285	0	0	1	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
LB831-BLC	Bladder	1179	1005	0.779267734509016	0.754281813807777	0.341334924939178	0.24645255528816	3.73676184272792	1	1	1	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
RT-112	Bladder	1179	1005	0.403225534377194	0.897689237184759	0.161446276492126	0.200524945876353	7.76912407898999	1	1	0	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
RT4	Bladder	1179	1005	0.849968674280452	0.759774956309561	0.622297601625721	0.023487310740205	0.528786522271277	0	0	1	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
SW1710	Bladder	1179	1005	0.630043956625178	0.937022315575516	0.335478686041166	0.254886561110118	6.59478681504861	1	1	0	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
SW780	Bladder	1179	1005	0.892181688489946	0.818027809776182	0.721631476007797	0.0081979565500496	0.29844782138823	0	0	1	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
TCCSUP	Bladder	1179	1005	0.6154753847949	0.620676989179862	0.334589469195872	0.0474219395529439	1.07276032997308	0	0	1	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
UM-UC-3	Bladder	1179	1005	0.7591139275948	0.697801087661522	0.408590083343351	0.12112044099131	0.893930399411973	0	0	1	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
VM-CUB-1	Bladder	1179	1005	0.570035900332044	0.503163510698232	0.209176518139815	0.0776447466952839	1.12136346420596	0	0	1	1	1	1	0	0	0	MK-1775	Cisplatin	WEE1;PLK1	BCHE;CYP2B6;CYP2C9
5637	Bladder	1011	1007	0.825254460977272	0.32285344944366	0.2009068961834	0.0655293532118808	1.09862084944748	0	0	0	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
639-V	Bladder	1011	1007	0.834413156935384	0.387020180646014	0.124720895585404	0.198213835145139	1.84496702516492	0	0	0	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
647-V	Bladder	1011	1007	0.906157219583878	0.29617182626815	0.101354255317157	0.167023983293069	2.16292376282422	0	0	0	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
BFTC-905	Bladder	1011	1007	0.894471123711283	0.162417431961415	0.0993568352357739	0.045920867641054	0.834249698622402	0	0	0	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
CAL-29	Bladder	1011	1007	0.820707869246104	0.346030437543534	0.149712711177368	0.134277191913283	2.46430654185854	0	0	0	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
DSH1	Bladder	1011	1007	0.914480471301021	0.675362099217998	0.256939713746477	0.360665737045244	5.03540998965848	1	1	0	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
HT-1376	Bladder	1011	1007	0.426933809260754	0.776685516431286	0.312076631049112	0.0195166750785534	1.00613667344425	0	0	1	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
J82	Bladder	1011	1007	0.768927336849762	0.833060630519269	0.384736122672902	0.255826969386663	4.55330060566489	1	1	1	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
KU-19-19	Bladder	1011	1007	0.906463148280472	0.338971279356268	0.144291629708631	0.162973343353311	1.96560493408791	0	0	0	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
LB831-BLC	Bladder	1011	1007	0.69146805177125	0.43661067225582	0.132079848328755	0.169822482598513	3.23988143539479	1	0	1	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
RT-112	Bladder	1011	1007	0.934451657475736	0.394916867725219	0.272708820996294	0.0963219006146622	1.38686759890749	0	0	0	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
RT4	Bladder	1011	1007	0.862798109656857	0.667165735422836	0.267498731640344	0.308130603710306	5.41848577961993	1	1	1	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
SW1710	Bladder	1011	1007	0.84368098824911	0.38582121887295	0.171463229399387	0.15404679782682	2.31291628432739	0	0	0	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
SW780	Bladder	1011	1007	0.85198352898987	0.810519048315818	0.410128924055994	0.280419955041628	7.52997040271468	1	1	1	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
TCCSUP	Bladder	1011	1007	0.704039630427172	0.613813126311219	0.235727085906233	0.196421680693265	3.88541959342967	1	0	1	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
UM-UC-3	Bladder	1011	1007	0.923224261995203	0.491285176445679	0.175561614917134	0.278004779536112	1.8492844792011	0	1	0	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
VM-CUB-1	Bladder	1011	1007	0.859147346526406	0.32214570078873	0.182498858117683	0.0942717659098434	1.13847736476637	0	0	0	1	1	1	0	0	0	Navitoclax	Docetaxel	BCL2;BCL2L1;BCL2L2	
5637	Bladder	1372	1011	0.73967710552171	0.795823560845305	0.543743308127254	0.0449091598647819	0.949175275234463	0	0	1	1	1	1	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
639-V	Bladder	1372	1011	0.868428870670094	0.8351632196008	0.686678717422887	0.0386011342002357	0.423320076695561	0	0	1	1	1	1	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
647-V	Bladder	1372	1011	0.935931677863301	0.931321637606751	0.751001868848636	0.120651554067048	2.16177191999848	0	0	0	1	1	1	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
BFTC-905	Bladder	1372	1011	0.313018208655742	0.866780898438245	0.0691271661888964	0.202191037937258	5.94917703377696	1	1	0	1	1	1	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
CAL-29	Bladder	1372	1011	0.584690830416119	0.879965266491586	0.344340044742834	0.170167577659472	4.65907425794122	1	0	1	1	1	1	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
DSH1	Bladder	1372	1011	0.640751405788737	0.617989179114668	0.271728462986067	0.124248972293885	2.37008078233834	0	0	1	1	1	1	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
HT-1376	Bladder	1372	1011	0.826617468628376	0.864027206568577	0.696328867418027	0.0178911149017376	0.705325718696635	0	0	1	1	1	1	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
J82	Bladder	1372	1011	0.909442554744997	0.838056401801062	0.798896144210013	-0.0367319891356551	-0.946797572494949	0	0	0	1	1	0	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
KU-19-19	Bladder	1372	1011	0.142525171886793	0.911837561085758	0.0265283367969287	0.103431468329653	7.51882665123508	1	0	0	1	1	1	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
LB831-BLC	Bladder	1372	1011	0.936552935012956	0.804147232291136	0.772075136202144	-0.0189486856173356	-0.427140666322281	0	0	0	1	1	0	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
RT-112	Bladder	1372	1011	0.71143531527869	0.88187220246791	0.382491025246526	0.244904003151744	5.60881134939216	1	1	1	1	1	1	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
RT4	Bladder	1372	1011	0.704356395477818	0.812131890788321	0.482121279610862	0.0899090116373851	2.49831857816492	0	0	1	1	1	1	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
SW1710	Bladder	1372	1011	0.811490504736701	0.751346160055671	0.640289479223687	-0.0305792045681286	-0.547311025741829	0	0	0	1	1	0	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
SW780	Bladder	1372	1011	0.667031156204637	0.887792790033289	0.490516265152291	0.101665542067042	5.14645699874593	1	0	1	1	1	1	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
TCCSUP	Bladder	1372	1011	0.942279945607488	0.72777518882738	0.731485748224139	-0.0457177828813964	-0.881382024202161	0	0	0	1	0	0	0	1	1	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
UM-UC-3	Bladder	1372	1011	0.905708651816324	0.954625765565815	0.852461162204752	0.0121516529149888	0.357273994590182	0	0	0	1	1	1	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
VM-CUB-1	Bladder	1372	1011	0.696950335493399	0.759038769586419	0.491439284537269	0.037573040578483	0.553840908139598	0	0	1	1	1	1	0	0	0	Trametinib	Navitoclax	MAP2K1;MAP2K2	BCL2;BCL2L1;BCL2L2
5637	Bladder	1558	1011	0.701077864274048	0.795823560845305	0.578007815643182	-0.0200735332667879	-0.520956126383862	0	0	0	1	1	0	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
639-V	Bladder	1558	1011	0.864614511044522	0.8351632196008	0.789826542875629	-0.0677323041181146	-1.05958460373207	0	0	0	1	1	0	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
647-V	Bladder	1558	1011	0.843992252778163	0.931321637606751	0.778105356482777	0.0079228905019935	0.247865444999915	0	0	0	1	1	1	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
BFTC-905	Bladder	1558	1011	0.679607458745113	0.866780898438245	0.407200516500717	0.181870247175705	2.7923292783516	0	0	1	1	1	1	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
CAL-29	Bladder	1558	1011	0.652144900997223	0.879965266491586	0.440663020048577	0.133201841548573	3.58999976142553	1	0	1	1	1	1	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
DSH1	Bladder	1558	1011	0.377993451235271	0.617989179114668	0.067272697630182	0.166323165009424	6.05609536029292	1	0	1	1	1	1	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
HT-1376	Bladder	1558	1011	0.771132265771775	0.864027206568577	0.634134754038201	0.0321445034514836	1.29121658488269	0	0	1	1	1	1	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
J82	Bladder	1558	1011	0.880020145136037	0.838056401801062	0.744234822895888	-0.0067283065507328	-0.162858759366721	0	0	0	1	1	0	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
KU-19-19	Bladder	1558	1011	0.915973759805339	0.911837561085758	0.841410335522747	-0.0061910563632945	-0.171909254043035	0	0	0	1	1	0	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
LB831-BLC	Bladder	1558	1011	0.926102146096954	0.804147232291136	0.70098367069877	0.0437388069039764	0.882315308376754	0	0	0	1	1	1	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
RT-112	Bladder	1558	1011	0.885932492536491	0.88187220246791	0.732479578282191	0.0487996601488496	1.34903215357076	0	0	1	1	1	1	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
RT4	Bladder	1558	1011	0.84444100151681	0.812131890788321	0.599450269710832	0.0863471975101985	2.06228377691722	0	0	1	1	1	1	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
SW1710	Bladder	1558	1011	0.852253400988757	0.751346160055671	0.7075285102699	-0.0671911900426117	-1.23469574280777	0	0	0	1	1	0	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
SW780	Bladder	1558	1011	0.864352393487356	0.887792790033289	0.768933732727614	-0.001576808126436	-0.125886456057224	0	0	0	1	1	0	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
TCCSUP	Bladder	1558	1011	0.941540991474327	0.72777518882738	0.547324404269406	0.137905768589541	2.2140790816676	0	0	0	1	1	1	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
UM-UC-3	Bladder	1558	1011	0.932195970479456	0.954625765565815	0.885386728417289	0.0045115635590288	0.139185019828242	0	0	0	1	1	1	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
VM-CUB-1	Bladder	1558	1011	0.890907945459794	0.759038769586419	0.604398589196797	0.071835081539769	0.805814007462621	0	0	1	1	1	1	0	0	0	Lapatinib	Navitoclax	EGFR;ERBB2	BCL2;BCL2L1;BCL2L2
5637	Bladder	1561	1011	0.672338236213355	0.795823560845305	0.499622851059459	0.0354397581763049	0.83319282385764	0	0	1	1	1	1	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
639-V	Bladder	1561	1011	0.82741555130755	0.8351632196008	0.786391068013394	-0.0953640322356089	-1.91957356182954	0	0	0	1	1	0	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
647-V	Bladder	1561	1011	0.838426048530361	0.931321637606751	0.662765589199801	0.118078731329652	2.29366384100886	0	0	0	1	1	1	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
BFTC-905	Bladder	1561	1011	0.36796106876391	0.866780898438245	0.0863825229607635	0.232559102812715	5.7989124533164	1	1	0	1	1	1	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
CAL-29	Bladder	1561	1011	0.259621969715299	0.879965266491586	0.114683662403097	0.113774653364497	6.35327909847417	1	0	0	1	1	1	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
DSH1	Bladder	1561	1011	0.617327334495633	0.617989179114668	0.208739520233662	0.17276209245634	3.4708828025629	1	0	1	1	1	1	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
HT-1376	Bladder	1561	1011	0.922495634581855	0.864027206568577	0.831177505462853	-0.0341161792433861	-1.46438582271157	0	0	0	1	1	0	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
J82	Bladder	1561	1011	0.811669115016417	0.838056401801062	0.694310813790339	-0.0140863158066288	-0.379477355718587	0	0	0	1	1	0	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
KU-19-19	Bladder	1561	1011	0.921107885952033	0.911837561085758	0.857751969332815	-0.0178512011094543	-0.531154107740358	0	0	0	1	1	0	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
LB831-BLC	Bladder	1561	1011	0.808737687199407	0.804147232291136	0.651532415398764	-0.001188242587827	-0.0298470593046254	0	0	0	1	1	0	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
RT-112	Bladder	1561	1011	0.679591971396941	0.88187220246791	0.501231089404765	0.098082179190564	2.94704967776268	0	0	1	1	1	1	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
RT4	Bladder	1561	1011	0.904100710575907	0.812131890788321	0.795730437636662	-0.0614814180935863	-1.91971117215246	0	0	0	1	1	0	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
SW1710	Bladder	1561	1011	0.85456081873344	0.751346160055671	0.706400271248242	-0.0643292815588415	-1.17039271502909	0	0	0	1	1	0	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
SW780	Bladder	1561	1011	0.868653706784994	0.887792790033289	0.778731777465375	-0.0075405824796392	-0.446134129398526	0	0	0	1	1	0	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
TCCSUP	Bladder	1561	1011	0.77074043140728	0.72777518882738	0.484739068949126	0.0761866940552041	1.54003517828173	0	0	1	1	1	1	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
UM-UC-3	Bladder	1561	1011	0.903562798709743	0.954625765565815	0.86441163179578	-0.0018473033407011	-0.0630908134447328	0	0	0	1	1	0	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
VM-CUB-1	Bladder	1561	1011	0.883241279324771	0.759038769586419	0.61384950780544	0.0565648661011684	0.650822009487561	0	0	1	1	1	1	0	0	0	Taselisib	Navitoclax	PIK3CA;PIK3CD;PIK3CG	BCL2;BCL2L1;BCL2L2
5637	Bladder	1372	1017	0.683738124885493	0.726487117459137	0.529466042658696	-0.0327391032137189	-0.716100126433078	0	0	0	1	1	0	0	0	0	Trametinib	Olaparib	MAP2K1;MAP2K2	PARP1;PARP2
639-V	Bladder	1372	1017	0.896714046203717	0.728926961338018	0.741743007426681	-0.0881039625382864	-0.831786421319723	0	0	0	1	0	0	0	1	1	Trametinib	Olaparib	MAP2K1;MAP2K2	PARP1;PARP2
647-V	Bladder	1372	1017	0.852939099041262	0.572167160263438	0.350539504298223	0.137484237877871	1.16650006090811	0	0	1	1	1	1	0	0	0	Trametinib	Olaparib	MAP2K1;MAP2K2	PARP1;PARP2
BFTC-905	Bladder	1372	1017	0.779219865484666	0.750806726161411	0.664091240511119	-0.0790477243466414	-1.23300260188611	0	0	0	1	1	0	0	0	0	Trametinib	Olaparib	MAP2K1;MAP2K2	PARP1;PARP2
CAL-29	Bladder	1372	1017	0.829532944773444	0.866332870555945	0.532045563281254	0.186606093985051	3.67447053627336	1	0	1	1	1	1	0	0	0	Trametinib	Olaparib	MAP2K1;MAP2K2	PARP1;PARP2
DSH1	Bladder	1372	1017	0.78333786238239	0.875980966625204	0.648519021604775	0.0376700362790719	1.15676831280575	0	0	1	1	1	1	0	0	0	Trametinib	Olaparib	MAP2K1;MAP2K2	PARP1;PARP2
HT-1376	Bladder	1372	1017	0.950139992540027	0.889698720979522	0.87135352040429	-0.0260151842899363	-1.28627900786548	0	0	0	1	1	0	0	0	0	Trametinib	Olaparib	MAP2K1;MAP2K2	PARP1;PARP2
J82	Bladder	1372	1017	0.962137662404016	0.83727483058124	0.796856601444829	0.0087170468403241	0.18445683395111	0	0	0	1	1	1	0	0	0	Trametinib	Olaparib	MAP2K1;MAP2K2	PARP1;PARP2
KU-19-19	Bladder	1372	1017	0.499744770789	0.700733301154738	0.258200551322576	0.0919872516472178	1.54673273546607	0	0	1	1	1	1	0	0	0	Trametinib	Olaparib	MAP2K1;MAP2K2	PARP1;PARP2
LB831-BLC	Bladder	1372	1017	0.904145533780995	0.913145198384026	0.755527428002685	0.0700887248097925	1.9807741109982	0	0	1	1	1	1	0	0	0	Trametinib	Olaparib	MAP2K1;MAP2K2	PARP1;PARP2
RT-112	Bladder	1372	1017	0.734484521030491	0.850033740033406	0.63781272082369	-0.0134760964154969	-0.458056196037168	0	0	0	1	1	0	0	0	0	Trametinib	Olaparib	MAP2K1;MAP2K2	PARP1;PARP2
RT4	Bladder	1372	1017	0.734668658661141	0.738504814386114	0.550972916850603	-0.0084165754507622	-0.218114059942872	0	0	0	1	1	0	0	0	0	Trametinib	Olaparib	MAP2K1;MAP2K2	PARP1;PARP2
