CELL_LINE_NAME	tissue	ANCHOR_ID	LIBRARY_ID	ANCHOR_VIABILITY	LIBRARY_EMAX	SYNERGY_OBS_EMAX	SYNERGY_DELTA_EMAX	SYNERGY_DELTA_XMID	SYNERGY_DELTA_IC50	SYNERGY_EMAX	BLISS_VIS	HSA_VIS	HSA	BLISS	SUB_HSA	NO_SYNERGY_VIS	NO_BLISS_OR_HSA	ANCHOR_NAME	LIBRARY_NAME	ANCHOR_GENE_TARGET	LIBRARY_GENE_TARGET
C3A	Liver	1372	1032	0.645067684079357	0.675187753765202	0.408038043588464	0.0262530815124005	0.842013867276707	0	0	1	1	1	1	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
HLE	Liver	1372	1032	0.847762158762046	0.538112855098254	0.400566996294998	0.0558966893856641	0.70250379698833	0	0	1	1	1	1	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
HuH-7	Liver	1372	1032	0.827686083622348	0.809444870965922	0.657038802259909	0.0127934073927373	0.34072659788378	0	0	1	1	1	1	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
JHH-1	Liver	1372	1032	0.586987013129053	0.560584897193383	0.228349388444681	0.100520014301982	3.09806377790246	1	0	1	1	1	1	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
JHH-2	Liver	1372	1032	0.676797394348506	0.383956484861405	0.230621032878284	0.0283353248698601	0.462718663924218	0	0	1	1	1	1	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
JHH-4	Liver	1372	1032	0.75618527927499	0.525065462987084	0.24627483599129	0.151281916645721	2.81421176820158	0	0	1	1	1	1	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
JHH-6	Liver	1372	1032	0.903599126857763	0.669553844117971	0.595217599023217	0.0095690198469689	0.118660464801365	0	0	0	1	1	1	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
JHH-7	Liver	1372	1032	0.872180484610465	0.691477665821803	0.520691651404243	0.0810151569574459	0.77427659464343	0	0	1	1	1	1	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
SK-HEP-1	Liver	1372	1032	0.895032725917806	0.719286278763489	0.504617889982302	0.139485797249732	1.97018124977428	0	0	1	1	1	1	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
SNU-182	Liver	1372	1032	0.787497972375965	0.610348251056193	0.47762879322889	0.0021718406142182	0.0703290902610192	0	0	1	1	1	1	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
SNU-387	Liver	1372	1032	0.804127763676364	0.564321449558141	0.413697309305021	0.0400892359227719	0.76613044875913	0	0	1	1	1	1	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
SNU-398	Liver	1372	1032	0.792465577951192	0.47151741486418	0.3159100725062	0.0557223082709846	0.858544710056474	0	0	1	1	1	1	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
SNU-423	Liver	1372	1032	0.792077506609493	0.431675246824723	0.33189192735321	0.0107601206516836	0.12409514600329	0	0	1	1	1	1	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
SNU-449	Liver	1372	1032	0.867876385161546	0.478595066522225	0.428797748236411	-0.0130856854274086	-0.244048728816601	0	0	0	1	1	0	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
huH-1	Liver	1372	1032	0.925957415552712	0.560300038037738	0.481777625331175	0.0363061858590241	0.484761461148064	0	0	0	1	1	1	0	0	0	Trametinib	Afatinib	MAP2K1;MAP2K2	EGFR;ERBB2
C3A	Liver	1561	1032	0.858681458703581	0.675187753765202	0.648904438471639	-0.0684219855293919	-1.92871976355178	0	0	0	1	1	0	0	0	0	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
HLE	Liver	1561	1032	0.898953804799841	0.538112855098254	0.529821517658158	-0.0460028230207219	-0.537491199932939	0	0	0	1	1	0	0	0	0	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
HuH-7	Liver	1561	1032	0.848840377440972	0.809444870965922	0.697289067411674	-0.0100248214203184	-0.31203375481855	0	0	0	1	1	0	0	0	0	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
JHH-1	Liver	1561	1032	0.787307013012844	0.560584897193383	0.394064379192453	0.0476330033417805	1.08216976400648	0	0	1	1	1	1	0	0	0	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
JHH-2	Liver	1561	1032	0.810267508039688	0.383956484861405	0.292893774342898	0.0170615839743323	0.236909761394191	0	0	1	1	1	1	0	0	0	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
JHH-4	Liver	1561	1032	0.917936721254786	0.525065462987084	0.480976641043548	0.0008584070094675	0.0163443458135069	0	0	0	1	1	1	0	0	0	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
JHH-6	Liver	1561	1032	0.878611616067194	0.669553844117971	0.542489714760009	0.0455426010428968	0.597477180872165	0	0	1	1	1	1	0	0	0	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
JHH-7	Liver	1561	1032	0.876278810356376	0.691477665821803	0.589075732713277	0.0165631472590704	0.175505044881075	0	0	1	1	1	1	0	0	0	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
SK-HEP-1	Liver	1561	1032	0.972191286681794	0.719286278763489	0.731895398388944	-0.0327248187886969	-0.534448743116731	0	0	0	1	0	0	0	1	1	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
SNU-182	Liver	1561	1032	0.797518666053125	0.610348251056193	0.473313505232161	0.0122625309482828	0.2980062103911	0	0	1	1	1	1	0	0	0	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
SNU-387	Liver	1561	1032	0.76255834665649	0.564321449558141	0.378002781820553	0.0523252497372971	1.05250796240226	0	0	1	1	1	1	0	0	0	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
SNU-398	Liver	1561	1032	0.900581624176234	0.47151741486418	0.585287751635916	-0.158854377549287	-2.64219198007046	0	0	0	0	0	0	0	1	1	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
SNU-423	Liver	1561	1032	0.767763194314742	0.431675246824723	0.324404069172983	0.0079694339904767	0.0940756059914731	0	0	1	1	1	1	0	0	0	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
SNU-449	Liver	1561	1032	0.815613913634163	0.478595066522225	0.403813176097136	-0.012687914393188	-0.242751259307934	0	0	0	1	1	0	0	0	0	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
huH-1	Liver	1561	1032	0.73774873237794	0.560300038037738	0.39587684339359	0.0205042745911288	0.0744757645526875	0	0	1	1	1	1	0	0	0	Taselisib	Afatinib	PIK3CA;PIK3CD;PIK3CG	EGFR;ERBB2
C3A	Liver	1179	1047	0.528790151124217	0.662679385674293	0.461228391090904	-0.110810058593292	-5.9314085465314	0	0	0	1	1	0	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
HLE	Liver	1179	1047	0.777867966649635	0.893902956116184	0.680549056810871	0.0147894180453225	0.488764943257015	0	0	1	1	1	1	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
HuH-7	Liver	1179	1047	0.709984797045333	0.894289013458923	0.623576108941955	0.0113554947785504	0.545989277313225	0	0	1	1	1	1	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
JHH-1	Liver	1179	1047	0.422298850008982	0.888291481144728	0.366750753719242	0.0083737172409519	0.821897050021274	0	0	0	1	1	1	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
JHH-2	Liver	1179	1047	0.469376663150165	0.874972729228648	0.389244061266084	0.0214477187266517	0.924429776189156	0	0	0	1	1	1	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
JHH-4	Liver	1179	1047	0.801681939844702	0.903897987874089	0.719558850172438	0.0050798421681848	0.240615397380413	0	0	1	1	1	1	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
JHH-6	Liver	1179	1047	0.704760045363136	0.922411580277758	0.640047266404288	0.0100315607557459	0.497995546657679	0	0	0	1	1	1	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
JHH-7	Liver	1179	1047	0.612124943927395	0.925952696492011	0.399979428094468	0.166819314325124	3.70117180640645	1	0	0	1	1	1	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
SK-HEP-1	Liver	1179	1047	0.781628023994879	0.847859623385772	0.620003340087766	0.042707501964298	1.0652025616036	0	0	1	1	1	1	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
SNU-182	Liver	1179	1047	0.563929924547862	0.902429925652482	0.494342734609942	0.0145645052729947	1.09733900839257	0	0	0	1	1	1	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
SNU-387	Liver	1179	1047	0.554079933927722	0.854955197562818	0.468049314381466	0.0056642049953028	0.305697441356115	0	0	1	1	1	1	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
SNU-398	Liver	1179	1047	0.49713073223516	0.878481318293179	0.34305601458501	0.0936640464329858	3.53230718323747	1	0	0	1	1	1	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
SNU-423	Liver	1179	1047	0.42362626873619	0.887346026856177	0.35410543756913	0.0217976488658358	1.04340884105427	0	0	0	1	1	1	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
SNU-449	Liver	1179	1047	0.819342175187318	0.890301147916569	0.753569581999134	-0.0241083028934066	-1.29664639699604	0	0	0	1	1	0	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
huH-1	Liver	1179	1047	0.639749123117976	0.903494179763286	0.488702283276404	0.089307325969353	3.37628602272328	1	0	0	1	1	1	0	0	0	MK-1775	Nutlin-3a (-)	WEE1;PLK1	MDM2
C3A	Liver	1558	1049	0.983862221491247	0.849653722485415	0.806589293579216	0.0293529053235928	1.03220945496527	0	0	0	1	1	1	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
HLE	Liver	1558	1049	0.926953487612712	0.768813141148761	0.556912850445753	0.155741172064576	2.07960081232426	0	0	0	1	1	1	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
HuH-7	Liver	1558	1049	0.890483127558121	0.364963503239013	0.320508699399997	0.0044851424088481	0.0748778737176874	0	0	0	1	1	1	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
JHH-1	Liver	1558	1049	0.844737591344785	0.804142861253535	0.599024094619282	0.080265609093133	2.30365117570017	0	0	1	1	1	1	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
JHH-2	Liver	1558	1049	0.869364875209415	0.544497823073092	0.334250810866067	0.13911647114167	1.64322605497851	0	0	1	1	1	1	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
JHH-4	Liver	1558	1049	0.750955237138396	0.601224093976445	0.282962112238694	0.168530269826704	3.10144180857187	1	0	1	1	1	1	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
JHH-6	Liver	1558	1049	0.99824821057895	0.909037620145702	0.854614079914967	0.0528310977444271	1.40355700951265	0	0	0	1	1	1	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
JHH-7	Liver	1558	1049	0.92028273864464	0.653362725725716	0.442120476510586	0.159157962048602	1.39327875643309	0	0	0	1	1	1	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
SK-HEP-1	Liver	1558	1049	0.958548403173349	0.745110749306574	0.735783169508522	-0.0215584505734079	-0.348294811919938	0	0	0	1	1	0	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
SNU-182	Liver	1558	1049	0.900868730037261	0.832611346994137	0.658653472638095	0.0914200541431273	2.51129198482661	0	0	1	1	1	1	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
SNU-387	Liver	1558	1049	0.955533356700843	0.678083891532832	0.660114521078582	-0.012182744077444	-0.22521866643895	0	0	0	1	1	0	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
SNU-398	Liver	1558	1049	0.908764585174423	0.634267041163635	0.455274583862563	0.121124840690317	1.63959037154864	0	0	0	1	1	1	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
SNU-423	Liver	1558	1049	0.990706283938343	0.755774990425511	0.541605956131146	0.20714507612685	2.25548251888803	0	1	0	1	1	1	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
SNU-449	Liver	1558	1049	0.818760494243845	0.758545634432005	0.458455342838151	0.162611855715908	3.39887609043079	1	0	1	1	1	1	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
huH-1	Liver	1558	1049	0.940983273988989	0.640472462021977	0.462442046122403	0.140231828090826	1.94358035523327	0	0	0	1	1	1	0	0	0	Lapatinib	PD173074	EGFR;ERBB2	FGFR1;FGFR2;FGFR3
C3A	Liver	1372	1053	0.645067684079357	0.663429321308822	0.431970037230106	-0.0042199604834287	-0.397376773467769	0	0	0	1	1	0	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
HLE	Liver	1372	1053	0.847762158762046	0.802198565206642	0.70452452016815	-0.0243701188468394	-0.507220608942824	0	0	0	1	1	0	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
HuH-7	Liver	1372	1053	0.827686083622348	0.77201914808628	0.492111793986094	0.146734412089906	2.86386009078758	0	0	1	1	1	1	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
JHH-1	Liver	1372	1053	0.586987013129053	0.68110690251349	0.355215016677201	0.044548265556395	1.42234795906947	0	0	1	1	1	1	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
JHH-2	Liver	1372	1053	0.676797394348506	0.318476848064051	0.127453253411114	0.0875875936143248	1.77707674762081	0	0	1	1	1	1	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
JHH-4	Liver	1372	1053	0.75618527927499	0.631346938916915	0.264271033670141	0.215192462670382	3.96023222886206	1	1	1	1	1	1	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
JHH-6	Liver	1372	1053	0.843786952427762	0.767241000194173	0.405298621431861	0.242139862188817	3.38628498954886	1	1	1	1	1	1	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
JHH-7	Liver	1372	1053	0.872180484610465	0.813033581723698	0.579099319098613	0.1301387350971	1.51574059442207	0	0	1	1	1	1	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
SK-HEP-1	Liver	1372	1053	0.895032725917806	0.709286770629523	0.638490786265083	-0.0058185288412354	-0.397448343051841	0	0	0	1	1	0	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
SNU-182	Liver	1372	1053	0.856864670214465	0.686902468483876	0.604622235740104	-0.0161270314587927	-0.428700631520561	0	0	0	1	1	0	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
SNU-387	Liver	1372	1053	0.737080769434724	0.526706069584813	0.285372219383999	0.102852695651514	2.15978293744862	0	0	1	1	1	1	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
SNU-398	Liver	1372	1053	0.699699996569468	0.768215018749393	0.593031744109186	-0.05431992707057	-1.53911013725381	0	0	0	1	1	0	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
SNU-423	Liver	1372	1053	0.792077506609493	0.525343696945447	0.30953471894606	0.106899084538053	1.32001742614137	0	0	1	1	1	1	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
SNU-449	Liver	1372	1053	0.755242027871882	0.753465871302525	0.564045557265739	0.0049453303788488	-0.183815877612918	0	0	0	1	1	1	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
huH-1	Liver	1372	1053	0.816824192933278	0.665081742247029	0.39600277122632	0.150753102407928	2.48501218217621	0	0	1	1	1	1	0	0	0	Trametinib	MK-2206	MAP2K1;MAP2K2	AKT1;AKT2
C3A	Liver	1558	1053	0.893212270059485	0.663429321308822	0.540604800907852	0.0520422612762262	1.17659866534458	0	0	1	1	1	1	0	0	0	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
HLE	Liver	1558	1053	0.880922792002079	0.802198565206642	0.542272474492856	0.165227203625185	2.34155243575823	0	0	1	1	1	1	0	0	0	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
HuH-7	Liver	1558	1053	0.866629644110529	0.77201914808628	0.643485418912295	0.0256795873087343	0.557809018158781	0	0	1	1	1	1	0	0	0	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
JHH-1	Liver	1558	1053	0.808332219300097	0.68110690251349	0.568718183061772	-0.0181732889233875	-0.474221829804097	0	0	0	1	1	0	0	0	0	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
JHH-2	Liver	1558	1053	0.784320766527364	0.318476848064051	0.271330775523327	-0.0203154624961453	-0.313408262255659	0	0	0	1	1	0	0	0	0	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
JHH-4	Liver	1558	1053	0.724974760084281	0.631346938916915	0.430663039967385	0.0276113790801858	0.5279499260325	0	0	1	1	1	1	0	0	0	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
JHH-6	Liver	1558	1053	0.938545859577429	0.767241000194173	0.614995860680914	0.105110727762317	1.49173674689243	0	0	0	1	1	1	0	0	0	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
JHH-7	Liver	1558	1053	0.962276344813326	0.813033581723698	0.624897513705982	0.157494321714514	1.49236475675096	0	0	0	1	1	1	0	0	0	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
SK-HEP-1	Liver	1558	1053	0.937679745279235	0.709286770629523	0.808443497507242	-0.142290168947132	-3.08959958812301	0	0	0	0	0	0	0	1	1	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
SNU-182	Liver	1558	1053	0.846549713322443	0.686902468483876	0.557537752563027	0.0237536604672863	0.450991653065183	0	0	1	1	1	1	0	0	0	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
SNU-387	Liver	1558	1053	0.973135172172481	0.526706069584813	0.436804649714615	0.0757515519950933	1.19092370197646	0	0	0	1	1	1	0	0	0	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
SNU-398	Liver	1558	1053	0.858475009260586	0.768215018749393	0.515938713987887	0.143694211556396	2.3511444520551	0	0	1	1	1	1	0	0	0	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
SNU-423	Liver	1558	1053	0.903895328057855	0.525343696945447	0.374588505487708	0.101920570782406	1.11914388963766	0	0	0	1	1	1	0	0	0	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
SNU-449	Liver	1558	1053	0.775884004228774	0.753465871302525	0.549842001073995	0.0344768942917277	0.792482836212833	0	0	1	1	1	1	0	0	0	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
huH-1	Liver	1558	1053	0.894585934627927	0.665081742247029	0.553011057575419	0.0465732977756154	0.748551910303038	0	0	1	1	1	1	0	0	0	Lapatinib	MK-2206	EGFR;ERBB2	AKT1;AKT2
C3A	Liver	1561	1053	0.858681458703581	0.663429321308822	0.688950050428304	-0.119024424186863	-3.6474327710661	0	0	0	1	0	0	0	1	1	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
HLE	Liver	1561	1053	0.898953804799841	0.802198565206642	0.815799312113943	-0.0946360597256878	-2.32614381084116	0	0	0	1	0	0	0	1	1	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
HuH-7	Liver	1561	1053	0.837799816767636	0.77201914808628	0.690145672222698	-0.0430816676960992	-1.15930275935242	0	0	0	1	1	0	0	0	0	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
JHH-1	Liver	1561	1053	0.841248093000958	0.68110690251349	0.670240600707041	-0.0974150295434965	-2.6909656577155	0	0	0	1	1	0	0	0	0	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
JHH-2	Liver	1561	1053	0.958870652573422	0.318476848064051	0.273552026546405	0.0315265090098086	0.397843250323865	0	0	0	1	1	1	0	0	0	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
JHH-4	Liver	1561	1053	0.917936721254786	0.631346938916915	0.653719092101009	-0.0747521525624135	-1.2510693763725	0	0	0	1	0	0	0	1	1	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
JHH-6	Liver	1561	1053	0.878611616067194	0.767241000194173	0.649380751610404	0.0247838992270746	0.393798524020952	0	0	1	1	1	1	0	0	0	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
JHH-7	Liver	1561	1053	0.933226611223988	0.813033581723698	0.830063079005516	-0.0713437419218921	-1.60522916845335	0	0	0	1	0	0	0	1	1	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
SK-HEP-1	Liver	1561	1053	0.920717838251035	0.709286770629523	0.798968197571676	-0.146872667965591	-3.49924239057563	0	0	0	0	0	0	0	1	1	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
SNU-182	Liver	1561	1053	0.840472349349352	0.686902468483876	0.643079411580929	-0.0656073875625268	-1.65798901004101	0	0	0	1	1	0	0	0	0	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
SNU-387	Liver	1561	1053	0.76255834665649	0.526706069584813	0.396354513470992	0.0052895961255408	0.106076622267903	0	0	1	1	1	1	0	0	0	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
SNU-398	Liver	1561	1053	0.917082171553006	0.768215018749393	0.7474711303266	-0.042541219978908	-0.854937606007753	0	0	0	1	1	0	0	0	0	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
SNU-423	Liver	1561	1053	0.859393574689705	0.525343696945447	0.636166876445989	-0.184920676031953	-2.51842830217064	0	0	0	0	0	0	0	1	1	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
SNU-449	Liver	1561	1053	0.815613913634163	0.753465871302525	0.606248703273224	0.0085257707782687	-0.169472906244047	0	0	0	1	1	1	0	0	0	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
huH-1	Liver	1561	1053	0.79146135902216	0.665081742247029	0.586302947872467	-0.0545863370461769	-1.33298498286922	0	0	0	1	1	0	0	0	0	Taselisib	MK-2206	PIK3CA;PIK3CD;PIK3CG	AKT1;AKT2
C3A	Liver	1372	1054	0.576942307408773	0.633155746291646	0.449459276020812	-0.084164938806186	-3.40135281193241	0	0	0	1	1	0	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
HLE	Liver	1372	1054	0.851260176814857	0.832714825511679	0.595794887689855	0.11306208191157	1.98872776698	0	0	1	1	1	1	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
HuH-7	Liver	1372	1054	0.817558394677678	0.849230569193976	0.749745884805363	-0.0554503039439256	-2.31675785100247	0	0	0	1	1	0	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
JHH-1	Liver	1372	1054	0.583892250788112	0.86019409121057	0.513681389920259	-0.0114207258886857	-0.765432273519039	0	0	0	1	1	0	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
JHH-2	Liver	1372	1054	0.654841551311665	0.722473791151573	0.516717063870638	-0.0436112056909224	-0.917941593856973	0	0	0	1	1	0	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
JHH-4	Liver	1372	1054	0.792218031174173	0.718540851399172	0.615224877219518	-0.0459838586058517	-1.04763566432984	0	0	0	1	1	0	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
JHH-6	Liver	1372	1054	0.843383920354122	0.893938547736356	0.750740568724587	0.0031928282209718	0.106412862620681	0	0	1	1	1	1	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
JHH-7	Liver	1372	1054	0.824355916052812	0.928250879494071	0.484624827010777	0.280584277081386	4.3133343438815	1	1	0	1	1	1	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
SK-HEP-1	Liver	1372	1054	0.9408854894199	0.728474479006027	0.62985936053087	0.0555517061786217	0.802265321193755	0	0	0	1	1	1	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
SNU-182	Liver	1372	1054	0.872486114287833	0.85685860045641	0.790865247054876	-0.0432680162485523	-2.00279730845636	0	0	0	1	1	0	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
SNU-387	Liver	1372	1054	0.737080769434724	0.671757502814858	0.417987334928001	0.0771522021203233	1.70204832232705	0	0	1	1	1	1	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
SNU-398	Liver	1372	1054	0.736782352619808	0.731691460340506	0.652036278543832	-0.112938923002331	-3.11103786748686	0	0	0	1	1	0	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
SNU-423	Liver	1372	1054	0.808450220047147	0.870388466872428	0.711400436292957	-0.0077346887234439	-0.20969748468894	0	0	0	1	1	0	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
SNU-449	Liver	1372	1054	0.745532023466804	0.753608880577926	0.503256866792304	0.0585826868475099	1.45507861847478	0	0	1	1	1	1	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
huH-1	Liver	1372	1054	0.857252550153424	0.758732660884506	0.695259715116824	-0.0448342066888887	-0.988222692417271	0	0	0	1	1	0	0	0	0	Trametinib	Palbociclib	MAP2K1;MAP2K2	CDK4;CDK6
C3A	Liver	1558	1054	0.893212270059485	0.635442570889955	0.618222649766879	-0.0511402083845772	-1.29950387179318	0	0	0	1	1	0	0	0	0	Lapatinib	Palbociclib	EGFR;ERBB2	CDK4;CDK6
