inhibitor_combination,cell_line,tissue,pd_combination,perturbation,exp_synergy,pred_synergy,exp_binary,pred_binary,confusion_matrix_value,classification
CDKi + MEKi,GOTO,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,0.0,4.566745870349109e-10,False,False,True Negative,True Negative
CDKi + MEKi,KELLY,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,1.0,3.7805414354608047e-10,True,False,False Negative,False Negative
CDKi + MEKi,KPNYN,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,0.0,1.0755878854240564e-08,False,False,True Negative,True Negative
CDKi + MEKi,NB1,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,0.0,1.0755878854240564e-08,False,False,True Negative,True Negative
CDKi + MEKi,NB10,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,1.0,1.0755878854240564e-08,True,False,False Negative,False Negative
CDKi + MEKi,NB12,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,0.0,1.0755878854240564e-08,False,False,True Negative,True Negative
CDKi + MEKi,NB13,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,1.0,3.7805414354608047e-10,True,False,False Negative,False Negative
CDKi + MEKi,NB14,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,1.0,3.7805414354608047e-10,True,False,False Negative,False Negative
CDKi + MEKi,NB69,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,0.0,4.566745870349109e-10,False,False,True Negative,True Negative
CDKi + MEKi,NB7,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,0.0,1.1094314356085988e-10,False,False,True Negative,True Negative
CDKi + MEKi,NH12,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,0.0,4.566745870349109e-10,False,False,True Negative,True Negative
CDKi + MEKi,SIMA,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,0.0,4.566745870349109e-10,False,False,True Negative,True Negative
CDKi + MEKi,SKNAS,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,1.0,4.566745870349109e-10,True,False,False Negative,False Negative
CDKi + MEKi,SKNDZ,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,0.0,1.1824159096285316e-07,False,True,False Positive,False Positive
CDKi + MEKi,SKNFI,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,0.0,1.1094314356085988e-10,False,False,True Negative,True Negative
CDKi + MEKi,SKNSH,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,0.0,4.566745870349109e-10,False,False,True Negative,True Negative
CDKi + MEKi,TGW,Peripheral Nervous System,PD_10-PD_07,PD_10_PD_07,1.0,3.7805414354608047e-10,True,False,False Negative,False Negative
CDKi + PI3Ki,BE2M17,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0049144819776192,True,True,True Positive,True Positive
CDKi + PI3Ki,CHP134,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.045453600760806,True,True,True Positive,True Positive
CDKi + PI3Ki,CHP212,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0354347741190482,True,True,True Positive,True Positive
CDKi + PI3Ki,GIMEN,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,0.0,0.0015592079692092,False,True,False Positive,False Positive
CDKi + PI3Ki,GOTO,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0049506482017328,True,True,True Positive,True Positive
CDKi + PI3Ki,KELLY,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0049144819776192,True,True,True Positive,True Positive
CDKi + PI3Ki,KPNYN,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,0.0,0.0250353336741083,False,True,False Positive,False Positive
CDKi + PI3Ki,NB1,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0250353336741083,True,True,True Positive,True Positive
CDKi + PI3Ki,NB10,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0250353336741083,True,True,True Positive,True Positive
CDKi + PI3Ki,NB12,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0250353336741083,True,True,True Positive,True Positive
CDKi + PI3Ki,NB13,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0049144819776192,True,True,True Positive,True Positive
CDKi + PI3Ki,NB14,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0049144819776192,True,True,True Positive,True Positive
CDKi + PI3Ki,NB69,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0049506482017328,True,True,True Positive,True Positive
CDKi + PI3Ki,NB7,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0046586571862339,True,True,True Positive,True Positive
CDKi + PI3Ki,NH12,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,0.0,0.0049506482017328,False,True,False Positive,False Positive
CDKi + PI3Ki,SIMA,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0049506482017328,True,True,True Positive,True Positive
CDKi + PI3Ki,SKNAS,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0049506482017328,True,True,True Positive,True Positive
CDKi + PI3Ki,SKNDZ,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,3.0411632983784465e-05,True,True,True Positive,True Positive
CDKi + PI3Ki,SKNFI,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,0.0,0.0046586571862339,False,True,False Positive,False Positive
CDKi + PI3Ki,SKNSH,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0049506482017328,True,True,True Positive,True Positive
CDKi + PI3Ki,TGW,Peripheral Nervous System,PD_08-PD_07,PD_08_PD_07,1.0,0.0049144819776192,True,True,True Positive,True Positive
ERKi + MEKi,BE2M17,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-7.227751730454202e-11,False,False,True Negative,True Negative
ERKi + MEKi,CHP134,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-3.4216518507435006e-11,False,False,True Negative,True Negative
ERKi + MEKi,CHP212,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-7.851997501084895e-07,False,False,True Negative,True Negative
ERKi + MEKi,GIMEN,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-6.457057111219909e-11,False,False,True Negative,True Negative
ERKi + MEKi,GOTO,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-8.984613053542033e-11,False,False,True Negative,True Negative
ERKi + MEKi,IMR5,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-5.8841820305133305e-15,False,False,True Negative,True Negative
ERKi + MEKi,KELLY,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,1.0,-7.227751730454202e-11,True,False,False Negative,False Negative
ERKi + MEKi,KPNYN,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-4.272546427763757e-09,False,False,True Negative,True Negative
ERKi + MEKi,NB1,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-4.272546427763757e-09,False,False,True Negative,True Negative
ERKi + MEKi,NB10,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-4.272546427763757e-09,False,False,True Negative,True Negative
ERKi + MEKi,NB12,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-4.272546427763757e-09,False,False,True Negative,True Negative
ERKi + MEKi,NB13,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-7.227751730454202e-11,False,False,True Negative,True Negative
ERKi + MEKi,NB14,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,1.0,-7.227751730454202e-11,True,False,False Negative,False Negative
ERKi + MEKi,NB69,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,1.0,-8.984613053542033e-11,True,False,False Negative,False Negative
ERKi + MEKi,NB7,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-1.882205502568013e-11,False,False,True Negative,True Negative
ERKi + MEKi,NH12,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-8.984613053542033e-11,False,False,True Negative,True Negative
ERKi + MEKi,SIMA,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-8.984613053542033e-11,False,False,True Negative,True Negative
ERKi + MEKi,SKNAS,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-8.984613053542033e-11,False,False,True Negative,True Negative
ERKi + MEKi,SKNDZ,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-4.2774547681645465e-08,False,False,True Negative,True Negative
ERKi + MEKi,SKNFI,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-1.882205502568013e-11,False,False,True Negative,True Negative
ERKi + MEKi,SKNSH,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-8.984613053542033e-11,False,False,True Negative,True Negative
ERKi + MEKi,TGW,Peripheral Nervous System,PD_10-PD_13,PD_10_PD_13,0.0,-7.227751730454202e-11,False,False,True Negative,True Negative
ErrBi + FGFRi,BE2M17,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,3.88470902112914e-08,True,False,False Negative,False Negative
ErrBi + FGFRi,CHP134,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,1.3893926675834224e-08,True,False,False Negative,False Negative
ErrBi + FGFRi,CHP212,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,2.811163033467068e-07,True,True,True Positive,True Positive
ErrBi + FGFRi,GIMEN,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,8.030910936263069e-08,True,False,False Negative,False Negative
ErrBi + FGFRi,GOTO,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,4.48941941399994e-08,True,False,False Negative,False Negative
ErrBi + FGFRi,KELLY,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,3.88470902112914e-08,True,False,False Negative,False Negative
ErrBi + FGFRi,NB10,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,5.812966996643354e-09,True,False,False Negative,False Negative
ErrBi + FGFRi,NB12,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,5.812966996643354e-09,True,False,False Negative,False Negative
ErrBi + FGFRi,NB13,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,3.88470902112914e-08,True,False,False Negative,False Negative
ErrBi + FGFRi,NB14,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,3.88470902112914e-08,True,False,False Negative,False Negative
ErrBi + FGFRi,NB69,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,4.48941941399994e-08,True,False,False Negative,False Negative
ErrBi + FGFRi,NB7,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,0.0,1.4830544348143349e-08,False,False,True Negative,True Negative
ErrBi + FGFRi,NH12,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,4.48941941399994e-08,True,False,False Negative,False Negative
ErrBi + FGFRi,SIMA,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,4.48941941399994e-08,True,False,False Negative,False Negative
ErrBi + FGFRi,SKNAS,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,4.48941941399994e-08,True,False,False Negative,False Negative
ErrBi + FGFRi,SKNDZ,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,1.3920418456936368e-05,True,True,True Positive,True Positive
ErrBi + FGFRi,SKNFI,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,0.0,1.4830544348143349e-08,False,False,True Negative,True Negative
ErrBi + FGFRi,SKNSH,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,0.0,4.48941941399994e-08,False,False,True Negative,True Negative
ErrBi + FGFRi,TGW,Peripheral Nervous System,PD_03-PD_05,PD_03_PD_05,1.0,3.88470902112914e-08,True,False,False Negative,False Negative
ErrBi + IGFRi,BE2M17,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,1.0,1.333377852574813e-13,True,False,False Negative,False Negative
ErrBi + IGFRi,CHP134,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,1.0,-0.0,True,False,False Negative,False Negative
ErrBi + IGFRi,CHP212,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,1.0,-0.0,True,False,False Negative,False Negative
ErrBi + IGFRi,GIMEN,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,0.0,6.432188115468307e-11,False,False,True Negative,True Negative
ErrBi + IGFRi,GOTO,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,1.0,1.7208456881689926e-13,True,False,False Negative,False Negative
ErrBi + IGFRi,KELLY,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,1.0,1.333377852574813e-13,True,False,False Negative,False Negative
ErrBi + IGFRi,KPNYN,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,1.0,-0.0,True,False,False Negative,False Negative
ErrBi + IGFRi,NB1,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,0.0,-0.0,False,False,True Negative,True Negative
ErrBi + IGFRi,NB10,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,0.0,-0.0,False,False,True Negative,True Negative
ErrBi + IGFRi,NB12,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,1.0,-0.0,True,False,False Negative,False Negative
ErrBi + IGFRi,NB13,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,1.0,1.333377852574813e-13,True,False,False Negative,False Negative
ErrBi + IGFRi,NB14,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,1.0,1.333377852574813e-13,True,False,False Negative,False Negative
ErrBi + IGFRi,NB69,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,1.0,1.7208456881689926e-13,True,False,False Negative,False Negative
ErrBi + IGFRi,NB7,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,0.0,2.375877272697836e-14,False,False,True Negative,True Negative
ErrBi + IGFRi,NH12,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,0.0,1.7208456881689926e-13,False,False,True Negative,True Negative
ErrBi + IGFRi,SIMA,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,0.0,1.7208456881689926e-13,False,False,True Negative,True Negative
ErrBi + IGFRi,SKNAS,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,0.0,1.7208456881689926e-13,False,False,True Negative,True Negative
ErrBi + IGFRi,SKNDZ,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,1.0,-7.457368056407176e-13,True,False,False Negative,False Negative
ErrBi + IGFRi,SKNFI,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,0.0,2.375877272697836e-14,False,False,True Negative,True Negative
ErrBi + IGFRi,SKNSH,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,1.0,1.7208456881689926e-13,True,False,False Negative,False Negative
ErrBi + IGFRi,TGW,Peripheral Nervous System,PD_03-PD_12,PD_03_PD_12,1.0,1.333377852574813e-13,True,False,False Negative,False Negative
ErrBi + MEKi,BE2M17,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,3.2594040655364864e-07,True,True,True Positive,True Positive
ErrBi + MEKi,CHP134,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,0.0,1.67769135472895e-07,True,True,True Positive,True Positive
ErrBi + MEKi,CHP212,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,0.0001611213556595,True,True,True Positive,True Positive
ErrBi + MEKi,GIMEN,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,1.0724644127213525e-06,True,True,True Positive,True Positive
ErrBi + MEKi,GOTO,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,4.67917203761381e-07,True,True,True Positive,True Positive
ErrBi + MEKi,KELLY,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,3.2594040655364864e-07,True,True,True Positive,True Positive
ErrBi + MEKi,KPNYN,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,6.4762622461467245e-06,True,True,True Positive,True Positive
ErrBi + MEKi,NB1,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,6.4762622461467245e-06,True,True,True Positive,True Positive
ErrBi + MEKi,NB10,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,6.4762622461467245e-06,True,True,True Positive,True Positive
ErrBi + MEKi,NB12,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,0.0,6.4762622461467245e-06,True,True,True Positive,True Positive
ErrBi + MEKi,NB13,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,0.0,3.2594040655364864e-07,True,True,True Positive,True Positive
ErrBi + MEKi,NB14,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,3.2594040655364864e-07,True,True,True Positive,True Positive
ErrBi + MEKi,NB69,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,4.67917203761381e-07,True,True,True Positive,True Positive
ErrBi + MEKi,NB7,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,1.440957131393361e-07,True,True,True Positive,True Positive
ErrBi + MEKi,NH12,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,4.67917203761381e-07,True,True,True Positive,True Positive
ErrBi + MEKi,SIMA,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,4.67917203761381e-07,True,True,True Positive,True Positive
ErrBi + MEKi,SKNAS,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,4.67917203761381e-07,True,True,True Positive,True Positive
ErrBi + MEKi,SKNDZ,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,0.0,3.946654871322952e-05,True,True,True Positive,True Positive
ErrBi + MEKi,SKNFI,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,1.440957131393361e-07,True,True,True Positive,True Positive
ErrBi + MEKi,SKNSH,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,4.67917203761381e-07,True,True,True Positive,True Positive
ErrBi + MEKi,TGW,Peripheral Nervous System,PD_03-PD_10,PD_03_PD_10,1.0,3.2594040655364864e-07,True,True,True Positive,True Positive
ErrBi + METi,BE2M17,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,1.3574423199935737e-06,True,True,True Positive,True Positive
ErrBi + METi,CHP134,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,0.0983575881457108,True,True,True Positive,True Positive
ErrBi + METi,CHP212,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,2.8111627004001605e-07,True,True,True Positive,True Positive
ErrBi + METi,GIMEN,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,4.971843570955592e-06,True,True,True Positive,True Positive
ErrBi + METi,GOTO,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,1.5079256440175826e-06,True,True,True Positive,True Positive
ErrBi + METi,KELLY,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,1.3574423199935737e-06,True,True,True Positive,True Positive
ErrBi + METi,KPNYN,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,0.1464679822659278,True,True,True Positive,True Positive
ErrBi + METi,NB1,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,0.0,0.1464679822659278,False,True,False Positive,False Positive
ErrBi + METi,NB10,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,0.1464679822659278,True,True,True Positive,True Positive
ErrBi + METi,NB12,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,0.0,0.1464679822659278,False,True,False Positive,False Positive
ErrBi + METi,NB13,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,1.3574423199935737e-06,True,True,True Positive,True Positive
ErrBi + METi,NB14,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,1.3574423199935737e-06,True,True,True Positive,True Positive
ErrBi + METi,NB69,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,1.5079256440175826e-06,True,True,True Positive,True Positive
ErrBi + METi,NB7,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,6.681060378266324e-07,True,True,True Positive,True Positive
ErrBi + METi,NH12,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,1.5079256440175826e-06,True,True,True Positive,True Positive
ErrBi + METi,SIMA,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,0.0,1.5079256440175826e-06,False,True,False Positive,False Positive
ErrBi + METi,SKNAS,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,0.0,1.5079256440175826e-06,False,True,False Positive,False Positive
ErrBi + METi,SKNDZ,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,0.0,0.0001366757926387,False,True,False Positive,False Positive
ErrBi + METi,SKNFI,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,6.681060378266324e-07,True,True,True Positive,True Positive
ErrBi + METi,SKNSH,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,1.5079256440175826e-06,True,True,True Positive,True Positive
ErrBi + METi,TGW,Peripheral Nervous System,PD_03-PD_09,PD_03_PD_09,1.0,1.3574423199935737e-06,True,True,True Positive,True Positive
ErrBi + PI3Ki,BE2M17,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,0.5,0.0269769256766936,True,True,True Positive,True Positive
ErrBi + PI3Ki,CHP134,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.1252256161627124,True,True,True Positive,True Positive
ErrBi + PI3Ki,CHP212,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.1468161596512845,True,True,True Positive,True Positive
ErrBi + PI3Ki,GIMEN,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,0.5,0.0315278234380396,True,True,True Positive,True Positive
ErrBi + PI3Ki,GOTO,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.0273248720535983,True,True,True Positive,True Positive
ErrBi + PI3Ki,KELLY,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.0269769256766936,True,True,True Positive,True Positive
ErrBi + PI3Ki,KPNYN,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.122639343962713,True,True,True Positive,True Positive
ErrBi + PI3Ki,NB1,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.122639343962713,True,True,True Positive,True Positive
ErrBi + PI3Ki,NB10,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.122639343962713,True,True,True Positive,True Positive
ErrBi + PI3Ki,NB12,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.122639343962713,True,True,True Positive,True Positive
ErrBi + PI3Ki,NB13,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.0269769256766936,True,True,True Positive,True Positive
ErrBi + PI3Ki,NB14,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.0269769256766936,True,True,True Positive,True Positive
ErrBi + PI3Ki,NB69,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.0273248720535983,True,True,True Positive,True Positive
ErrBi + PI3Ki,NB7,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,0.5,0.026275832440425,True,True,True Positive,True Positive
ErrBi + PI3Ki,NH12,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.0273248720535983,True,True,True Positive,True Positive
ErrBi + PI3Ki,SIMA,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,0.5,0.0273248720535983,True,True,True Positive,True Positive
ErrBi + PI3Ki,SKNAS,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,0.5,0.0273248720535983,True,True,True Positive,True Positive
ErrBi + PI3Ki,SKNDZ,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.013082449756497,True,True,True Positive,True Positive
ErrBi + PI3Ki,SKNFI,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.026275832440425,True,True,True Positive,True Positive
ErrBi + PI3Ki,SKNSH,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,0.5,0.0273248720535983,True,True,True Positive,True Positive
ErrBi + PI3Ki,TGW,Peripheral Nervous System,PD_03-PD_08,PD_03_PD_08,1.0,0.0269769256766936,True,True,True Positive,True Positive
ErrBi + PORCNi,BE2M17,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,0.0,8.821754438059769e-11,False,False,True Negative,True Negative
ErrBi + PORCNi,CHP134,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,1.0,1.6245893519339916e-11,True,False,False Negative,False Negative
ErrBi + PORCNi,CHP212,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,0.0,1.089225487582723e-09,False,False,True Negative,True Negative
ErrBi + PORCNi,GIMEN,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,0.0,2.2120394405078514e-10,False,False,True Negative,True Negative
ErrBi + PORCNi,GOTO,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,0.0,1.0626566293581163e-10,False,False,True Negative,True Negative
ErrBi + PORCNi,KELLY,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,0.0,8.821754438059769e-11,False,False,True Negative,True Negative
ErrBi + PORCNi,KPNYN,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,1.0,5.150102566631176e-12,True,False,False Negative,False Negative
ErrBi + PORCNi,NB1,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,1.0,5.150102566631176e-12,True,False,False Negative,False Negative
ErrBi + PORCNi,NB10,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,1.0,5.150102566631176e-12,True,False,False Negative,False Negative
ErrBi + PORCNi,NB12,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,0.0,5.150102566631176e-12,False,False,True Negative,True Negative
ErrBi + PORCNi,NB13,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,1.0,8.821754438059769e-11,True,False,False Negative,False Negative
ErrBi + PORCNi,NB14,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,1.0,8.821754438059769e-11,True,False,False Negative,False Negative
ErrBi + PORCNi,NB69,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,1.0,1.0626566293581163e-10,True,False,False Negative,False Negative
ErrBi + PORCNi,NB7,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,0.0,2.51714205035114e-11,False,False,True Negative,True Negative
ErrBi + PORCNi,NH12,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,0.0,1.0626566293581163e-10,False,False,True Negative,True Negative
ErrBi + PORCNi,SIMA,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,0.0,1.0626566293581163e-10,False,False,True Negative,True Negative
ErrBi + PORCNi,SKNAS,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,0.0,1.0626566293581163e-10,False,False,True Negative,True Negative
ErrBi + PORCNi,SKNDZ,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,0.0,1.579194044420973e-07,False,True,False Positive,False Positive
ErrBi + PORCNi,SKNFI,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,0.0,2.51714205035114e-11,False,False,True Negative,True Negative
ErrBi + PORCNi,SKNSH,Peripheral Nervous System,PD_03-PD_15,PD_03_PD_15,0.0,1.0626566293581163e-10,False,False,True Negative,True Negative
