inhibitor_combination,cell_line,tissue,pd_combination,perturbation,exp_synergy,pred_synergy,exp_binary,pred_binary,confusion_matrix_value,classification
AKTi + ErrBi,A549,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0877407744786581,True,True,True Positive,True Positive
AKTi + ErrBi,CALU3,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0750543550467309,True,True,True Positive,True Positive
AKTi + ErrBi,CALU6,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0198817547460443,True,True,True Positive,True Positive
AKTi + ErrBi,COLO668,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0221092362260845,True,True,True Positive,True Positive
AKTi + ErrBi,CORL105,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0265502945397609,True,True,True Positive,True Positive
AKTi + ErrBi,CORL23,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0226533255101892,True,True,True Positive,True Positive
AKTi + ErrBi,CORL311,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.026470694788737,True,True,True Positive,True Positive
AKTi + ErrBi,CORL32,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.1349436018169819,True,True,True Positive,True Positive
AKTi + ErrBi,CPCN,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.026470694788737,True,True,True Positive,True Positive
AKTi + ErrBi,DMS114,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0114031536112867,True,True,True Positive,True Positive
AKTi + ErrBi,DMS53,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0221092362260845,True,True,True Positive,True Positive
AKTi + ErrBi,EBC1,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0221092362260845,True,True,True Positive,True Positive
AKTi + ErrBi,EMCBAC2,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.1480767283121964,True,True,True Positive,True Positive
AKTi + ErrBi,EPLC272H,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0114031536112867,True,True,True Positive,True Positive
AKTi + ErrBi,HARA,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0259116130487612,True,True,True Positive,True Positive
AKTi + ErrBi,HCC15,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0230456074628461,True,True,True Positive,True Positive
AKTi + ErrBi,HCC44,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0203041843100414,True,True,True Positive,True Positive
AKTi + ErrBi,HCC78,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0221092362260845,True,True,True Positive,True Positive
AKTi + ErrBi,HOP62,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.1043226758332463,False,True,False Positive,False Positive
AKTi + ErrBi,HOP92,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.026470694788737,False,True,False Positive,False Positive
AKTi + ErrBi,IALM,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0205412905888728,True,True,True Positive,True Positive
AKTi + ErrBi,ISTMES1,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.1886475575897667,False,True,False Positive,False Positive
AKTi + ErrBi,ISTSL2,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.1504453759126517,True,True,True Positive,True Positive
AKTi + ErrBi,LC1SQ,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.1188401860902221,True,True,True Positive,True Positive
AKTi + ErrBi,LCLC97TM1,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0226533255101892,True,True,True Positive,True Positive
AKTi + ErrBi,LU135,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.026470694788737,True,True,True Positive,True Positive
AKTi + ErrBi,LU139,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.026470694788737,True,True,True Positive,True Positive
AKTi + ErrBi,LU99A,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0364837825563788,True,True,True Positive,True Positive
AKTi + ErrBi,LXF289,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.026470694788737,True,True,True Positive,True Positive
AKTi + ErrBi,MSTO211H,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0246997693200661,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1048,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0335001276909834,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1092,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0140030509137355,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1155,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0339671015891904,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1299,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.026470694788737,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1341,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0588576959940371,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1355,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.0226533255101892,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH1417,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0265502945397609,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1563,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.1041550607774784,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1623,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0140030509137355,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1648,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0205412905888728,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1666,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.1216815232107753,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH1693,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0248694982299018,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1694,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0335001276909834,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1755,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.0203041843100414,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH1792,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0233707163606942,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1793,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.0259116130487612,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH1876,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.1188401860902221,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1944,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0951747774863098,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH1993,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.0212341662204628,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH2009,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.1298970550413795,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH2085,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.026470694788737,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH2087,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.1024195656179957,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH209,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0259116130487612,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH211,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0254422023042918,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH2122,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0198817547460443,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH2141,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0259116130487612,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH2170,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0245955936189379,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH2228,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0259116130487612,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH226,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.1131844695603477,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH23,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0221092362260845,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH2342,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0570518626237508,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH2347,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.1043226758332463,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH2369,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.0044126271746193,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH2373,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.0269257168709753,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH2405,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.020657274903008,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH2452,Lung,PD_03-PD_06,PD_03_PD_06,0.0,-0.0188053252021193,False,False,True Negative,True Negative
AKTi + ErrBi,NCIH2591,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.0497971999211849,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH2595,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.0140030509137355,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH2722,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.0299412424053137,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH2795,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0042006056990671,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH28,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0269257168709753,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH2818,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.0079228353052401,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH322M,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0206568055331273,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH345,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.026470694788737,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH358,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0221092362260845,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH441,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.0219691028693364,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH513,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0257258732005937,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH520,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0335001276909834,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH522,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.0194270930671119,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH526,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0259116130487612,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH650,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0221092362260845,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH661,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0206575030381241,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH69,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0335001276909834,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH727,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.0872835278566703,False,True,False Positive,False Positive
AKTi + ErrBi,NCIH810,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0531915572186323,True,True,True Positive,True Positive
AKTi + ErrBi,NCIH82,Lung,PD_03-PD_06,PD_03_PD_06,1.0,-0.0017899913626112,True,False,False Negative,False Negative
AKTi + ErrBi,NCIH841,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.026470694788737,True,True,True Positive,True Positive
AKTi + ErrBi,RERFLCKJ,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0206864583730951,True,True,True Positive,True Positive
AKTi + ErrBi,RERFLCSQ1,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0581580304729834,True,True,True Positive,True Positive
AKTi + ErrBi,SBC3,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0267933791145382,True,True,True Positive,True Positive
AKTi + ErrBi,SBC5,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.026470694788737,True,True,True Positive,True Positive
AKTi + ErrBi,SKLU1,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0206575030381241,True,True,True Positive,True Positive
AKTi + ErrBi,SKMES1,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0140030509137355,True,True,True Positive,True Positive
AKTi + ErrBi,SW1271,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0140030509137355,True,True,True Positive,True Positive
AKTi + ErrBi,SW1573,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.0283917099576129,False,True,False Positive,False Positive
AKTi + ErrBi,SW900,Lung,PD_03-PD_06,PD_03_PD_06,0.0,0.1008457137475185,False,True,False Positive,False Positive
AKTi + ErrBi,UMC11,Lung,PD_03-PD_06,PD_03_PD_06,1.0,0.0221092362260845,True,True,True Positive,True Positive
AKTi + MEKi,A549,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4961980961134313,True,True,True Positive,True Positive
AKTi + MEKi,CALU3,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.465804388160741,True,True,True Positive,True Positive
AKTi + MEKi,CALU6,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5392001566957362,True,True,True Positive,True Positive
AKTi + MEKi,COLO668,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5193096888804484,True,True,True Positive,True Positive
AKTi + MEKi,CORL105,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5231444203333346,True,True,True Positive,True Positive
AKTi + MEKi,CORL23,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5193925695983598,True,True,True Positive,True Positive
AKTi + MEKi,CORL279,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.1159128667614523,False,True,False Positive,False Positive
AKTi + MEKi,CORL311,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5159544891248933,True,True,True Positive,True Positive
AKTi + MEKi,CORL32,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4283598991671395,True,True,True Positive,True Positive
AKTi + MEKi,CORL88,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5376480998136699,True,True,True Positive,True Positive
AKTi + MEKi,CORL95,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5376480998136699,True,True,True Positive,True Positive
AKTi + MEKi,CPCN,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.5159544891248933,False,True,False Positive,False Positive
AKTi + MEKi,DMS114,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5311670998275011,True,True,True Positive,True Positive
AKTi + MEKi,DMS273,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4554866796199077,True,True,True Positive,True Positive
AKTi + MEKi,DMS53,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5193096888804484,True,True,True Positive,True Positive
AKTi + MEKi,EBC1,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5193096888804484,True,True,True Positive,True Positive
AKTi + MEKi,EMCBAC2,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4852944689425021,True,True,True Positive,True Positive
AKTi + MEKi,EPLC272H,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5311670998275011,True,True,True Positive,True Positive
AKTi + MEKi,HARA,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5083613403344982,True,True,True Positive,True Positive
AKTi + MEKi,HCC15,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5276057108424328,True,True,True Positive,True Positive
AKTi + MEKi,HCC44,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5434511330765984,True,True,True Positive,True Positive
AKTi + MEKi,HCC78,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5193096888804484,True,True,True Positive,True Positive
AKTi + MEKi,HCC827,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5239459123297434,True,True,True Positive,True Positive
AKTi + MEKi,HOP62,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5211099522922635,True,True,True Positive,True Positive
AKTi + MEKi,HOP92,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5159544891248933,True,True,True Positive,True Positive
AKTi + MEKi,IALM,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5633690031165118,True,True,True Positive,True Positive
AKTi + MEKi,ISTMES1,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.4208493067425427,False,True,False Positive,False Positive
AKTi + MEKi,ISTSL2,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4450577447132044,True,True,True Positive,True Positive
AKTi + MEKi,KNS62,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5525962384063748,True,True,True Positive,True Positive
AKTi + MEKi,LC1SQ,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5236026803946163,True,True,True Positive,True Positive
AKTi + MEKi,LCLC103H,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.5376480998136699,False,True,False Positive,False Positive
AKTi + MEKi,LCLC97TM1,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5193925695983598,True,True,True Positive,True Positive
AKTi + MEKi,LK2,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5376480998136699,True,True,True Positive,True Positive
AKTi + MEKi,LOUNH91,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4456238292758961,True,True,True Positive,True Positive
AKTi + MEKi,LU135,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5159544891248933,True,True,True Positive,True Positive
AKTi + MEKi,LU139,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5159544891248933,True,True,True Positive,True Positive
AKTi + MEKi,LU165,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5153321413126465,True,True,True Positive,True Positive
AKTi + MEKi,LU65,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.2005966870842389,True,True,True Positive,True Positive
AKTi + MEKi,LU99A,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5110137629549124,True,True,True Positive,True Positive
AKTi + MEKi,LXF289,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5159544891248933,True,True,True Positive,True Positive
AKTi + MEKi,MPP89,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5376480998136699,True,True,True Positive,True Positive
AKTi + MEKi,MS1,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.5376480998136699,False,True,False Positive,False Positive
AKTi + MEKi,MSTO211H,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4153842998477725,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1048,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5466294260510622,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1092,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5186020511854997,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1155,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5190571811530634,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1299,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5159544891248933,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1341,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.39863286710798,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1355,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.5193925695983598,False,True,False Positive,False Positive
AKTi + MEKi,NCIH1417,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5231444203333346,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1435,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5353018579712757,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1563,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4640208890895814,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1568,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.608261756240581,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1573,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5626848559091584,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1581,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5591950512734865,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1623,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5186020511854997,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1648,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5633690031165118,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1650,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.4639569870449531,False,True,False Positive,False Positive
AKTi + MEKi,NCIH1651,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.4918347604757026,False,True,False Positive,False Positive
AKTi + MEKi,NCIH1666,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.4587381301437863,False,True,False Positive,False Positive
AKTi + MEKi,NCIH1688,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5376480998136699,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1693,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.548417079248594,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1694,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5466294260510622,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1703,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.5376480998136699,False,True,False Positive,False Positive
AKTi + MEKi,NCIH1755,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5434511330765984,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1781,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5071573596480468,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1792,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.518607731895611,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1793,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5083613403344982,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1838,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5574430581830156,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1869,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5698795668941321,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1876,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5236026803946163,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1915,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4732612129796308,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1944,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.1967168454882986,True,True,True Positive,True Positive
AKTi + MEKi,NCIH196,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.5072835093337177,False,True,False Positive,False Positive
AKTi + MEKi,NCIH1963,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5376480998136699,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1975,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4102536742865157,True,True,True Positive,True Positive
AKTi + MEKi,NCIH1993,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5123095943906325,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2009,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.3143498543337018,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2023,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5424739166250241,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2029,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5376480998136699,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2052,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.2056582056614475,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2066,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5386259362952693,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2085,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5159544891248933,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2087,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4993322971201074,True,True,True Positive,True Positive
AKTi + MEKi,NCIH209,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5083613403344982,True,True,True Positive,True Positive
AKTi + MEKi,NCIH211,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.517737583889772,False,True,False Positive,False Positive
AKTi + MEKi,NCIH2122,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5392001566957362,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2141,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5083613403344982,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2170,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5576583089844936,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2228,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5083613403344982,True,True,True Positive,True Positive
AKTi + MEKi,NCIH226,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.5042486323801191,False,True,False Positive,False Positive
AKTi + MEKi,NCIH23,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5193096888804484,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2342,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4647649684562138,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2347,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5211099522922635,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2369,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4022659299322452,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2373,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.4067047264421335,False,True,False Positive,False Positive
AKTi + MEKi,NCIH2405,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5629649334398115,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2452,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.3580927922796137,False,True,False Positive,False Positive
AKTi + MEKi,NCIH2461,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.437270640486086,False,True,False Positive,False Positive
AKTi + MEKi,NCIH2591,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4158858676756025,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2595,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5186020511854997,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2722,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.3958696511335036,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2731,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.6142535806594693,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2795,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.3905548982283958,True,True,True Positive,True Positive
AKTi + MEKi,NCIH28,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.4067047264421335,True,True,True Positive,True Positive
AKTi + MEKi,NCIH2818,Lung,PD_10-PD_06,PD_10_PD_06,0.0,0.5219761669144865,False,True,False Positive,False Positive
AKTi + MEKi,NCIH3122,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5376480998136699,True,True,True Positive,True Positive
AKTi + MEKi,NCIH322M,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5659289976591874,True,True,True Positive,True Positive
AKTi + MEKi,NCIH345,Lung,PD_10-PD_06,PD_10_PD_06,1.0,0.5159544891248933,True,True,True Positive,True Positive
