Perturbation,Excess,cell_line,tissue
PD_03_PD_12,-5.850875339774575e-14,GRST,lymphoid
PD_03_PD_15,-3.584355035002318e-12,GRST,lymphoid
PD_06_PD_08,0.0027946573874418,GRST,lymphoid
PD_06_PD_10,-0.5003606278669349,GRST,lymphoid
PD_06_PD_14,-0.0127096456048813,GRST,lymphoid
PD_07_PD_08,-0.006187040998002,GRST,lymphoid
PD_07_PD_10,-6.010786313126458e-10,GRST,lymphoid
PD_08_PD_10,-0.2969752047454816,GRST,lymphoid
PD_08_PD_12,-8.756618552219209e-05,GRST,lymphoid
PD_08_PD_14,-0.0127972117904034,GRST,lymphoid
PD_08_PD_15,-0.0003643379958457,GRST,lymphoid
PD_10_PD_12,-4.9631524112747634e-08,GRST,lymphoid
PD_10_PD_13,1.6462387009141818e-11,GRST,lymphoid
PD_10_PD_15,-1.2853162978387898e-11,GRST,lymphoid
PD_01_PD_02,-0.0047742872282622,H9,lymphoid
PD_01_PD_03,-0.0094280435837277,H9,lymphoid
PD_01_PD_08,-0.0344020503382035,H9,lymphoid
PD_01_PD_10,-0.0101548231594438,H9,lymphoid
PD_03_PD_05,-3.7121689056007763e-09,H9,lymphoid
PD_03_PD_06,-0.022071764893557,H9,lymphoid
PD_03_PD_07,-7.658929046527874e-10,H9,lymphoid
PD_03_PD_08,-0.022158611615198,H9,lymphoid
PD_03_PD_09,-1.8593978545755618e-07,H9,lymphoid
PD_03_PD_10,-1.3005333221460802e-07,H9,lymphoid
PD_03_PD_11,-1.3006979304730493e-07,H9,lymphoid
PD_03_PD_12,-5.850875339774575e-14,H9,lymphoid
PD_03_PD_15,-3.584355035002318e-12,H9,lymphoid
PD_06_PD_08,0.0027946573874418,H9,lymphoid
PD_06_PD_10,-0.5003606278669349,H9,lymphoid
PD_06_PD_14,-0.0127096456048813,H9,lymphoid
PD_07_PD_08,-0.006187040998002,H9,lymphoid
PD_07_PD_10,-6.010786313126458e-10,H9,lymphoid
PD_08_PD_10,-0.2969752047454816,H9,lymphoid
PD_08_PD_12,-8.756618552219209e-05,H9,lymphoid
PD_08_PD_14,-0.0127972117904034,H9,lymphoid
PD_08_PD_15,-0.0003643379958457,H9,lymphoid
PD_10_PD_12,-4.9631524112747634e-08,H9,lymphoid
PD_10_PD_13,1.6462387009141818e-11,H9,lymphoid
PD_10_PD_15,-1.2853162978387898e-11,H9,lymphoid
PD_01_PD_02,-0.0082790034620356,HAL01,lymphoid
PD_01_PD_03,-0.0153541107658987,HAL01,lymphoid
PD_01_PD_08,-0.0576010710351511,HAL01,lymphoid
PD_01_PD_10,-0.0044957097227219,HAL01,lymphoid
PD_03_PD_05,-2.593190540078893e-08,HAL01,lymphoid
PD_03_PD_06,-0.038293410651743,HAL01,lymphoid
PD_03_PD_07,-5.297232652523576e-10,HAL01,lymphoid
PD_03_PD_08,-0.1191249549633725,HAL01,lymphoid
PD_03_PD_09,-4.974800926760282e-08,HAL01,lymphoid
PD_03_PD_10,-9.364224157204504e-07,HAL01,lymphoid
PD_03_PD_11,-9.36972065379571e-07,HAL01,lymphoid
PD_03_PD_12,0.0,HAL01,lymphoid
PD_03_PD_15,-3.772449019834312e-11,HAL01,lymphoid
PD_06_PD_08,0.0211009662509178,HAL01,lymphoid
PD_06_PD_10,-0.4287063451579687,HAL01,lymphoid
PD_06_PD_14,-0.0678311197842376,HAL01,lymphoid
PD_07_PD_08,-0.0407358280626714,HAL01,lymphoid
PD_07_PD_10,-8.227435732699462e-09,HAL01,lymphoid
PD_08_PD_10,-0.1849649100969802,HAL01,lymphoid
PD_08_PD_12,-0.0808315443152833,HAL01,lymphoid
PD_08_PD_14,-0.1486626640991413,HAL01,lymphoid
PD_08_PD_15,-0.0017385094572349,HAL01,lymphoid
PD_10_PD_12,-2.5152221083679652e-08,HAL01,lymphoid
PD_10_PD_13,5.496511024105644e-10,HAL01,lymphoid
PD_10_PD_15,-2.7784152756282765e-10,HAL01,lymphoid
PD_01_PD_02,-0.0043804772218585,HC1,lymphoid
PD_01_PD_03,-0.0086211698836304,HC1,lymphoid
PD_01_PD_08,-0.166977817255124,HC1,lymphoid
PD_01_PD_10,-0.0100898667803156,HC1,lymphoid
PD_03_PD_05,-2.4162150724649223e-08,HC1,lymphoid
PD_03_PD_06,-0.1379518604150225,HC1,lymphoid
PD_03_PD_07,-2.833953072212125e-09,HC1,lymphoid
PD_03_PD_08,-0.1379518604150225,HC1,lymphoid
PD_03_PD_09,-0.0976144754336758,HC1,lymphoid
PD_03_PD_10,-5.199651611498268e-07,HC1,lymphoid
PD_03_PD_11,-5.201602397697513e-07,HC1,lymphoid
PD_03_PD_12,0.0,HC1,lymphoid
PD_03_PD_15,-3.432854001061969e-11,HC1,lymphoid
PD_06_PD_08,0.0799695421121334,HC1,lymphoid
PD_06_PD_10,-0.4832001274653994,HC1,lymphoid
PD_06_PD_14,-0.1092306750542907,HC1,lymphoid
PD_07_PD_08,-0.0752708170926964,HC1,lymphoid
PD_07_PD_10,-3.44630468607221e-09,HC1,lymphoid
PD_08_PD_10,-0.3985026670671669,HC1,lymphoid
PD_08_PD_12,0.0,HC1,lymphoid
PD_08_PD_14,-0.1092306750542907,HC1,lymphoid
PD_08_PD_15,-0.0098841814937482,HC1,lymphoid
PD_10_PD_12,-2.4723189384623367e-08,HC1,lymphoid
PD_10_PD_13,1.9508095139286752e-10,HC1,lymphoid
PD_10_PD_15,-1.0535183836424268e-10,HC1,lymphoid
PD_01_PD_02,-0.0003409218500156,HDLM2,lymphoid
PD_01_PD_03,-0.0012938336317858,HDLM2,lymphoid
PD_01_PD_08,-0.0048559035103816,HDLM2,lymphoid
PD_01_PD_10,-0.0003224337100861,HDLM2,lymphoid
PD_03_PD_05,-1.915272340724528e-08,HDLM2,lymphoid
PD_03_PD_06,-0.0001426517334811,HDLM2,lymphoid
PD_03_PD_07,-8.265930162565381e-10,HDLM2,lymphoid
PD_03_PD_08,-0.0017381324270095,HDLM2,lymphoid
PD_03_PD_09,-6.438591949486927e-06,HDLM2,lymphoid
PD_03_PD_10,-1.428531229974439e-07,HDLM2,lymphoid
PD_03_PD_11,-1.4285484573051124e-07,HDLM2,lymphoid
PD_03_PD_12,1.0658141036401504e-14,HDLM2,lymphoid
PD_03_PD_15,-2.444455748928931e-11,HDLM2,lymphoid
PD_06_PD_08,2.2125291065933086e-07,HDLM2,lymphoid
PD_06_PD_10,-0.4992679005906141,HDLM2,lymphoid
PD_06_PD_14,-0.0144386783020438,HDLM2,lymphoid
PD_07_PD_08,-4.537189050024537e-06,HDLM2,lymphoid
PD_07_PD_10,-1.1692602441826239e-10,HDLM2,lymphoid
PD_08_PD_10,-0.0006356882884916,HDLM2,lymphoid
PD_08_PD_12,-0.0015954806935394,HDLM2,lymphoid
PD_08_PD_14,-0.0160341589940922,HDLM2,lymphoid
PD_08_PD_15,-3.923531399774305e-07,HDLM2,lymphoid
PD_10_PD_12,-3.2496672019988176e-11,HDLM2,lymphoid
PD_10_PD_13,1.7227330673108554e-12,HDLM2,lymphoid
PD_10_PD_15,-2.0191626148857718e-12,HDLM2,lymphoid
PD_01_PD_02,-0.0043215245258224,HDMYZ,lymphoid
PD_01_PD_03,-0.0084339005705756,HDMYZ,lymphoid
PD_01_PD_08,-0.1494289907152626,HDMYZ,lymphoid
PD_01_PD_10,-0.0108024724470807,HDMYZ,lymphoid
PD_03_PD_05,-3.1419233770257904e-08,HDMYZ,lymphoid
PD_03_PD_06,-0.1321795155520975,HDMYZ,lymphoid
PD_03_PD_07,-3.828494632429624e-09,HDMYZ,lymphoid
PD_03_PD_08,-0.1496234024490491,HDMYZ,lymphoid
PD_03_PD_09,-4.443270829046497e-08,HDMYZ,lymphoid
PD_03_PD_10,-7.056889623768825e-07,HDMYZ,lymphoid
PD_03_PD_11,-7.059982242152429e-07,HDMYZ,lymphoid
PD_03_PD_12,0.0,HDMYZ,lymphoid
PD_03_PD_15,-4.973166323196665e-11,HDMYZ,lymphoid
PD_06_PD_08,0.050542719208573,HDMYZ,lymphoid
PD_06_PD_10,-0.4979253252884288,HDMYZ,lymphoid
PD_06_PD_14,-0.0973598950721074,HDMYZ,lymphoid
PD_07_PD_08,-0.0494141017905461,HDMYZ,lymphoid
PD_07_PD_10,-5.0937835061048994e-09,HDMYZ,lymphoid
PD_08_PD_10,-0.3359842312976056,HDMYZ,lymphoid
PD_08_PD_12,-0.0174438868980185,HDMYZ,lymphoid
PD_08_PD_14,-0.1148037819700896,HDMYZ,lymphoid
PD_08_PD_15,-0.0040317510362787,HDMYZ,lymphoid
PD_10_PD_12,-3.5967573808193265e-08,HDMYZ,lymphoid
PD_10_PD_13,3.0926661231944763e-10,HDMYZ,lymphoid
PD_10_PD_15,-1.6241685774076586e-10,HDMYZ,lymphoid
PD_01_PD_02,-0.0047742872282622,HH,lymphoid
PD_01_PD_03,-0.0094280435837277,HH,lymphoid
PD_01_PD_08,-0.0344020503382035,HH,lymphoid
PD_01_PD_10,-0.0101548231594438,HH,lymphoid
PD_03_PD_05,-3.7121689056007763e-09,HH,lymphoid
PD_03_PD_06,-0.022071764893557,HH,lymphoid
PD_03_PD_07,-7.658929046527874e-10,HH,lymphoid
PD_03_PD_08,-0.022158611615198,HH,lymphoid
PD_03_PD_09,-1.8593978545755618e-07,HH,lymphoid
PD_03_PD_10,-1.3005333221460802e-07,HH,lymphoid
PD_03_PD_11,-1.3006979304730493e-07,HH,lymphoid
PD_03_PD_12,-5.850875339774575e-14,HH,lymphoid
PD_03_PD_15,-3.584355035002318e-12,HH,lymphoid
PD_06_PD_08,0.0027946573874418,HH,lymphoid
PD_06_PD_10,-0.5003606278669349,HH,lymphoid
PD_06_PD_14,-0.0127096456048813,HH,lymphoid
PD_07_PD_08,-0.006187040998002,HH,lymphoid
PD_07_PD_10,-6.010786313126458e-10,HH,lymphoid
PD_08_PD_10,-0.2969752047454816,HH,lymphoid
PD_08_PD_12,-8.756618552219209e-05,HH,lymphoid
PD_08_PD_14,-0.0127972117904034,HH,lymphoid
PD_08_PD_15,-0.0003643379958457,HH,lymphoid
PD_10_PD_12,-4.9631524112747634e-08,HH,lymphoid
PD_10_PD_13,1.6462387009141818e-11,HH,lymphoid
PD_10_PD_15,-1.2853162978387898e-11,HH,lymphoid
PD_01_PD_02,-0.0042197626085886,HL60,lymphoid
PD_01_PD_03,-0.0086878862227768,HL60,lymphoid
PD_01_PD_08,-0.0374601940025105,HL60,lymphoid
PD_01_PD_10,-0.0098364108917604,HL60,lymphoid
PD_03_PD_05,-6.768175242477524e-09,HL60,lymphoid
PD_03_PD_06,-0.022957521377409,HL60,lymphoid
PD_03_PD_07,-1.9366147574473302e-09,HL60,lymphoid
PD_03_PD_08,-0.0230799829848694,HL60,lymphoid
PD_03_PD_09,-3.55580345390294e-07,HL60,lymphoid
PD_03_PD_10,-2.250390258584645e-07,HL60,lymphoid
PD_03_PD_11,-2.250850903440238e-07,HL60,lymphoid
PD_03_PD_12,-2.3003821070233244e-13,HL60,lymphoid
PD_03_PD_15,-8.475775636895833e-12,HL60,lymphoid
PD_06_PD_08,0.003296686295042,HL60,lymphoid
PD_06_PD_10,-0.5080823613010655,HL60,lymphoid
PD_06_PD_14,-0.0136966256856706,HL60,lymphoid
PD_07_PD_08,-0.0066378265274648,HL60,lymphoid
PD_07_PD_10,-1.5203118763906787e-09,HL60,lymphoid
PD_08_PD_10,-0.2989615155606342,HL60,lymphoid
PD_08_PD_12,-0.0001237476126986,HL60,lymphoid
PD_08_PD_14,-0.0138203732983692,HL60,lymphoid
PD_08_PD_15,-0.0004057215935638,HL60,lymphoid
PD_10_PD_12,-1.010296346581896e-07,HL60,lymphoid
PD_10_PD_13,4.606870440682087e-11,HL60,lymphoid
PD_10_PD_15,-3.3994140835602587e-11,HL60,lymphoid
PD_01_PD_02,-0.0002168570298419,HS445,lymphoid
PD_01_PD_03,-0.0018909882719645,HS445,lymphoid
PD_01_PD_08,-0.0324780011790234,HS445,lymphoid
PD_01_PD_10,-0.0048362642946161,HS445,lymphoid
PD_03_PD_05,-6.428734211638698e-09,HS445,lymphoid
PD_03_PD_06,-0.0231740683517254,HS445,lymphoid
PD_03_PD_07,-1.936153126713691e-09,HS445,lymphoid
PD_03_PD_08,-0.0232965299591858,HS445,lymphoid
PD_03_PD_09,-3.553088336882837e-07,HS445,lymphoid
PD_03_PD_10,-3.110769420944237e-07,HS445,lymphoid
PD_03_PD_11,-3.11124097818194e-07,HS445,lymphoid
PD_03_PD_12,-2.3003821070233244e-13,HS445,lymphoid
PD_03_PD_15,-8.120171202108395e-12,HS445,lymphoid
PD_06_PD_08,0.0032966894735196,HS445,lymphoid
PD_06_PD_10,-0.5085691615900784,HS445,lymphoid
PD_06_PD_14,-0.0137026646318916,HS445,lymphoid
PD_07_PD_08,-0.0066378697350181,HS445,lymphoid
PD_07_PD_10,-1.5671328679189855e-09,HS445,lymphoid
PD_08_PD_10,-0.2963247297686222,HS445,lymphoid
PD_08_PD_12,-0.0001237476126986,HS445,lymphoid
PD_08_PD_14,-0.0138264122445902,HS445,lymphoid
PD_08_PD_15,-0.0004057243169571,HS445,lymphoid
PD_10_PD_12,-1.0230748315187554e-07,HS445,lymphoid
PD_10_PD_13,4.715983159542248e-11,HS445,lymphoid
PD_10_PD_15,-3.5339287052238426e-11,HS445,lymphoid
PD_01_PD_02,-0.0035333590599742,IM9,lymphoid
PD_01_PD_03,-0.0068909985364079,IM9,lymphoid
PD_01_PD_08,-0.1621399796786216,IM9,lymphoid
PD_01_PD_10,-0.010360799769442,IM9,lymphoid
PD_03_PD_05,-3.9318377442754127e-08,IM9,lymphoid
PD_03_PD_06,-0.096646258553956,IM9,lymphoid
PD_03_PD_07,-4.883152215917619e-09,IM9,lymphoid
PD_03_PD_08,-0.1283763885102631,IM9,lymphoid
PD_03_PD_09,-3.8153651238381776e-08,IM9,lymphoid
PD_03_PD_10,-8.40747927055574e-07,IM9,lymphoid
PD_03_PD_11,-8.411551385423266e-07,IM9,lymphoid
PD_03_PD_12,0.0,IM9,lymphoid
PD_03_PD_15,-6.650624495563305e-11,IM9,lymphoid
PD_06_PD_08,0.0364743421782244,IM9,lymphoid
PD_06_PD_10,-0.4812981364062488,IM9,lymphoid
PD_06_PD_14,-0.077382394539429,IM9,lymphoid
PD_07_PD_08,-0.0284348561074558,IM9,lymphoid
PD_07_PD_10,-6.43004494094157e-09,IM9,lymphoid
PD_08_PD_10,-0.3267872305216177,IM9,lymphoid
PD_08_PD_12,-0.0317301299589485,IM9,lymphoid
PD_08_PD_14,-0.1091125244982655,IM9,lymphoid
PD_08_PD_15,-0.0030690759697165,IM9,lymphoid
PD_10_PD_12,-4.4552534994579673e-08,IM9,lymphoid
PD_10_PD_13,4.0721892524686604e-10,IM9,lymphoid
PD_10_PD_15,-2.1026025365245002e-10,IM9,lymphoid
PD_01_PD_02,-0.0047742872282622,JIYOYEP2003,lymphoid
PD_01_PD_03,-0.0094280435837277,JIYOYEP2003,lymphoid
PD_01_PD_08,-0.0344020503382035,JIYOYEP2003,lymphoid
PD_01_PD_10,-0.0101548231594438,JIYOYEP2003,lymphoid
PD_03_PD_05,-3.7121689056007763e-09,JIYOYEP2003,lymphoid
PD_03_PD_06,-0.022071764893557,JIYOYEP2003,lymphoid
PD_03_PD_07,-7.658929046527874e-10,JIYOYEP2003,lymphoid
PD_03_PD_08,-0.022158611615198,JIYOYEP2003,lymphoid
PD_03_PD_09,-1.8593978545755618e-07,JIYOYEP2003,lymphoid
PD_03_PD_10,-1.3005333221460802e-07,JIYOYEP2003,lymphoid
PD_03_PD_11,-1.3006979304730493e-07,JIYOYEP2003,lymphoid
PD_03_PD_12,-5.850875339774575e-14,JIYOYEP2003,lymphoid
PD_03_PD_15,-3.584355035002318e-12,JIYOYEP2003,lymphoid
PD_06_PD_08,0.0027946573874418,JIYOYEP2003,lymphoid
PD_06_PD_10,-0.5003606278669349,JIYOYEP2003,lymphoid
PD_06_PD_14,-0.0127096456048813,JIYOYEP2003,lymphoid
PD_07_PD_08,-0.006187040998002,JIYOYEP2003,lymphoid
PD_07_PD_10,-6.010786313126458e-10,JIYOYEP2003,lymphoid
PD_08_PD_10,-0.2969752047454816,JIYOYEP2003,lymphoid
PD_08_PD_12,-8.756618552219209e-05,JIYOYEP2003,lymphoid
PD_08_PD_14,-0.0127972117904034,JIYOYEP2003,lymphoid
PD_08_PD_15,-0.0003643379958457,JIYOYEP2003,lymphoid
PD_10_PD_12,-4.9631524112747634e-08,JIYOYEP2003,lymphoid
PD_10_PD_13,1.6462387009141818e-11,JIYOYEP2003,lymphoid
PD_10_PD_15,-1.2853162978387898e-11,JIYOYEP2003,lymphoid
PD_01_PD_08,-0.1973200446302015,JJN3,lymphoid
PD_01_PD_10,-0.0550268753963748,JJN3,lymphoid
PD_06_PD_08,0.0063165373443929,JJN3,lymphoid
PD_06_PD_10,-0.1068318582045766,JJN3,lymphoid
PD_06_PD_14,-0.0386130392414597,JJN3,lymphoid
PD_07_PD_08,-0.0104606763658863,JJN3,lymphoid
PD_07_PD_10,-0.0004054888941346,JJN3,lymphoid
PD_08_PD_10,-0.1160069013862422,JJN3,lymphoid
PD_08_PD_12,-0.4026212500492619,JJN3,lymphoid
PD_08_PD_14,-0.4401209591211318,JJN3,lymphoid
PD_08_PD_15,-0.0042268166299872,JJN3,lymphoid
PD_10_PD_12,-0.0015555922593852,JJN3,lymphoid
PD_10_PD_13,0.0001690402301467,JJN3,lymphoid
PD_10_PD_15,-3.829422677958938e-05,JJN3,lymphoid
PD_01_PD_02,-0.0046460920207729,JSC1,lymphoid
PD_01_PD_03,-0.0087918581342495,JSC1,lymphoid
PD_01_PD_08,-0.1710882969405676,JSC1,lymphoid
PD_01_PD_10,-0.0113746796600786,JSC1,lymphoid
PD_03_PD_05,-3.544445337233526e-08,JSC1,lymphoid
PD_03_PD_06,-0.1205401919504588,JSC1,lymphoid
PD_03_PD_07,-4.394959396414322e-09,JSC1,lymphoid
PD_03_PD_08,-0.1205401919504588,JSC1,lymphoid
PD_03_PD_09,-3.544443893943594e-08,JSC1,lymphoid
PD_03_PD_10,-9.035993073780446e-07,JSC1,lymphoid
PD_03_PD_11,-9.040084798517256e-07,JSC1,lymphoid
PD_03_PD_12,0.0,JSC1,lymphoid
PD_03_PD_15,-5.987221829428789e-11,JSC1,lymphoid
PD_06_PD_08,0.0379093224633021,JSC1,lymphoid
PD_06_PD_10,-0.5056240000359584,JSC1,lymphoid
PD_06_PD_14,-0.0726146355950484,JSC1,lymphoid
PD_07_PD_08,-0.0288041290432921,JSC1,lymphoid
PD_07_PD_10,-6.440430522225426e-09,JSC1,lymphoid
PD_08_PD_10,-0.4482055878319942,JSC1,lymphoid
PD_08_PD_12,0.0,JSC1,lymphoid
PD_08_PD_14,-0.0726146355950484,JSC1,lymphoid
PD_08_PD_15,-0.0031183276319471,JSC1,lymphoid
PD_10_PD_12,-4.46193473280232e-08,JSC1,lymphoid
PD_10_PD_13,4.0917669252849004e-10,JSC1,lymphoid
PD_10_PD_15,-2.1166302044406396e-10,JSC1,lymphoid
PD_01_PD_02,-0.0042197626085886,JURLMK1,lymphoid
PD_01_PD_03,-0.0086878862227768,JURLMK1,lymphoid
PD_01_PD_08,-0.0374601940025105,JURLMK1,lymphoid
PD_01_PD_10,-0.0098364108917604,JURLMK1,lymphoid
PD_03_PD_05,-6.768175242477524e-09,JURLMK1,lymphoid
PD_03_PD_06,-0.022957521377409,JURLMK1,lymphoid
PD_03_PD_07,-1.9366147574473302e-09,JURLMK1,lymphoid
PD_03_PD_08,-0.0230799829848694,JURLMK1,lymphoid
PD_03_PD_09,-3.55580345390294e-07,JURLMK1,lymphoid
PD_03_PD_10,-2.250390258584645e-07,JURLMK1,lymphoid
PD_03_PD_11,-2.250850903440238e-07,JURLMK1,lymphoid
PD_03_PD_12,-2.3003821070233244e-13,JURLMK1,lymphoid
PD_03_PD_15,-8.475775636895833e-12,JURLMK1,lymphoid
PD_06_PD_08,0.003296686295042,JURLMK1,lymphoid
PD_06_PD_10,-0.5080823613010655,JURLMK1,lymphoid
PD_06_PD_14,-0.0136966256856706,JURLMK1,lymphoid
PD_07_PD_08,-0.0066378265274648,JURLMK1,lymphoid
PD_07_PD_10,-1.5203118763906787e-09,JURLMK1,lymphoid
PD_08_PD_10,-0.2989615155606342,JURLMK1,lymphoid
PD_08_PD_12,-0.0001237476126986,JURLMK1,lymphoid
PD_08_PD_14,-0.0138203732983692,JURLMK1,lymphoid
PD_08_PD_15,-0.0004057215935638,JURLMK1,lymphoid
PD_10_PD_12,-1.010296346581896e-07,JURLMK1,lymphoid
PD_10_PD_13,4.606870440682087e-11,JURLMK1,lymphoid
PD_10_PD_15,-3.3994140835602587e-11,JURLMK1,lymphoid
PD_01_PD_02,-0.0043804772218585,JVM2,lymphoid
PD_01_PD_03,-0.0086211698836304,JVM2,lymphoid
PD_01_PD_08,-0.1671870378269538,JVM2,lymphoid
PD_01_PD_10,-0.0100898667803156,JVM2,lymphoid
PD_03_PD_05,-2.4162150724649223e-08,JVM2,lymphoid
PD_03_PD_06,-0.1380881985015194,JVM2,lymphoid
PD_03_PD_07,-2.833953072212125e-09,JVM2,lymphoid
PD_03_PD_08,-0.1380881985015194,JVM2,lymphoid
PD_03_PD_09,-0.0976144754336758,JVM2,lymphoid
PD_03_PD_10,-5.199651611498268e-07,JVM2,lymphoid
PD_03_PD_11,-5.201602397697513e-07,JVM2,lymphoid
PD_03_PD_12,0.0,JVM2,lymphoid
PD_03_PD_15,-3.432854001061969e-11,JVM2,lymphoid
PD_06_PD_08,0.0799695429776533,JVM2,lymphoid
PD_06_PD_10,-0.4957821112022696,JVM2,lymphoid
PD_06_PD_14,-0.1092337366334588,JVM2,lymphoid
PD_07_PD_08,-0.0752708555622053,JVM2,lymphoid
PD_07_PD_10,-3.44630468607221e-09,JVM2,lymphoid
PD_08_PD_10,-0.3985026660176639,JVM2,lymphoid
PD_08_PD_12,0.0,JVM2,lymphoid
PD_08_PD_14,-0.1092337366334588,JVM2,lymphoid
PD_08_PD_15,-0.0098841824644397,JVM2,lymphoid
PD_10_PD_12,-2.4723189384623367e-08,JVM2,lymphoid
PD_10_PD_13,1.9508095139286752e-10,JVM2,lymphoid
PD_10_PD_15,-1.0535183836424268e-10,JVM2,lymphoid
PD_01_PD_02,-0.0121702268581477,JVM3,lymphoid
PD_01_PD_03,-0.0214299556136261,JVM3,lymphoid
PD_01_PD_08,-0.1165969526303078,JVM3,lymphoid
PD_01_PD_10,-0.0113461440261982,JVM3,lymphoid
PD_03_PD_05,-1.2070332733316036e-08,JVM3,lymphoid
PD_03_PD_06,-0.123221310462713,JVM3,lymphoid
PD_03_PD_07,-2.2886514905451347e-10,JVM3,lymphoid
PD_03_PD_08,-0.123221310462713,JVM3,lymphoid
PD_03_PD_09,-1.2070325960955586e-08,JVM3,lymphoid
PD_03_PD_10,-6.827779632789799e-07,JVM3,lymphoid
PD_03_PD_11,-6.830881208452766e-07,JVM3,lymphoid
PD_03_PD_12,0.0,JVM3,lymphoid
PD_03_PD_15,-1.4212631072041404e-11,JVM3,lymphoid
PD_06_PD_08,0.0581011064988876,JVM3,lymphoid
PD_06_PD_10,-0.5076521177491973,JVM3,lymphoid
PD_06_PD_14,-0.0810676882052484,JVM3,lymphoid
PD_07_PD_08,-0.0764679150231896,JVM3,lymphoid
PD_07_PD_10,-5.085193599541071e-09,JVM3,lymphoid
PD_08_PD_10,-0.4229568011524086,JVM3,lymphoid
PD_08_PD_12,0.0,JVM3,lymphoid
PD_08_PD_14,-0.0810676882052484,JVM3,lymphoid
PD_08_PD_15,-0.00398265618946,JVM3,lymphoid
PD_10_PD_12,-3.3543474331487744e-08,JVM3,lymphoid
PD_10_PD_13,3.1015812140822163e-10,JVM3,lymphoid
PD_10_PD_15,-1.6303480787627223e-10,JVM3,lymphoid
PD_01_PD_02,-0.0052945988315455,K562,lymphoid
PD_01_PD_03,-0.0105623004172347,K562,lymphoid
PD_01_PD_08,-0.0378815729547853,K562,lymphoid
PD_01_PD_10,-0.0121315306387445,K562,lymphoid
PD_03_PD_05,-3.302299322882618e-09,K562,lymphoid
PD_03_PD_06,-0.0193847471697223,K562,lymphoid
PD_03_PD_07,-6.807955310605961e-10,K562,lymphoid
PD_03_PD_08,-0.0193866675700793,K562,lymphoid
PD_03_PD_09,-1.4918011270736997e-08,K562,lymphoid
PD_03_PD_10,-1.3010797494938944e-07,K562,lymphoid
PD_03_PD_11,-1.3012443578208632e-07,K562,lymphoid
PD_03_PD_12,-5.206945985491984e-14,K562,lymphoid
PD_03_PD_15,-3.1864511029766618e-12,K562,lymphoid
PD_06_PD_08,0.0027948956394823,K562,lymphoid
PD_06_PD_10,-0.5088684335681448,K562,lymphoid
PD_06_PD_14,-0.0110509979556659,K562,lymphoid
PD_07_PD_08,-0.0061870409330124,K562,lymphoid
PD_07_PD_10,-6.010767439335041e-10,K562,lymphoid
PD_08_PD_10,-0.3507788865429975,K562,lymphoid
PD_08_PD_12,-2.5599238068219066e-06,K562,lymphoid
PD_08_PD_14,-0.0110535578794728,K562,lymphoid
PD_08_PD_15,-0.0003643379958461,K562,lymphoid
PD_10_PD_12,-4.9645116684260415e-08,K562,lymphoid
PD_10_PD_13,1.6462387009141818e-11,K562,lymphoid
PD_10_PD_15,-1.2853385022992823e-11,K562,lymphoid
PD_01_PD_02,-0.0077404045705469,KARPAS1106P,lymphoid
PD_01_PD_03,-0.0144859222894602,KARPAS1106P,lymphoid
PD_01_PD_08,-0.0737862397424935,KARPAS1106P,lymphoid
PD_01_PD_10,-0.004324758770227,KARPAS1106P,lymphoid
PD_03_PD_05,-1.9923435123914143e-08,KARPAS1106P,lymphoid
PD_03_PD_06,-0.0487145324469839,KARPAS1106P,lymphoid
PD_03_PD_07,-3.843342311071751e-10,KARPAS1106P,lymphoid
PD_03_PD_08,-0.0804460549221783,KARPAS1106P,lymphoid
PD_03_PD_09,-0.0977016804028029,KARPAS1106P,lymphoid
PD_03_PD_10,-7.713630872929755e-07,KARPAS1106P,lymphoid
PD_03_PD_11,-7.717672948492904e-07,KARPAS1106P,lymphoid
PD_03_PD_12,0.0,KARPAS1106P,lymphoid
PD_03_PD_15,-2.6773472328045497e-11,KARPAS1106P,lymphoid
PD_06_PD_08,0.0546637507194663,KARPAS1106P,lymphoid
PD_06_PD_10,-0.4459617914833336,KARPAS1106P,lymphoid
PD_06_PD_14,-0.0712782846668355,KARPAS1106P,lymphoid
PD_07_PD_08,-0.0664874621788711,KARPAS1106P,lymphoid
PD_07_PD_10,-6.346396408396515e-09,KARPAS1106P,lymphoid
PD_08_PD_10,-0.2863765982994131,KARPAS1106P,lymphoid
PD_08_PD_12,-0.0317315224761932,KARPAS1106P,lymphoid
PD_08_PD_14,-0.1030098071429381,KARPAS1106P,lymphoid
PD_08_PD_15,-0.0076180547721048,KARPAS1106P,lymphoid
PD_10_PD_12,-1.9709093468378572e-08,KARPAS1106P,lymphoid
PD_10_PD_13,4.042080004040826e-10,KARPAS1106P,lymphoid
PD_10_PD_15,-2.0830759339673927e-10,KARPAS1106P,lymphoid
PD_01_PD_02,-0.0042045506553565,KARPAS231,lymphoid
PD_01_PD_03,-0.008272784482151,KARPAS231,lymphoid
PD_01_PD_08,-0.0314613891071978,KARPAS231,lymphoid
PD_01_PD_10,-0.0097234220605136,KARPAS231,lymphoid
PD_03_PD_05,-6.017372489175443e-09,KARPAS231,lymphoid
PD_03_PD_06,-0.0287145820135912,KARPAS231,lymphoid
PD_03_PD_07,-1.6955864490242332e-09,KARPAS231,lymphoid
PD_03_PD_08,-0.0287135228196681,KARPAS231,lymphoid
PD_03_PD_09,-6.017372267130838e-09,KARPAS231,lymphoid
