Perturbation,Excess,cell_line,tissue
PD_06_PD_10,-0.5525629252051003,CASKI,cervix
PD_06_PD_14,-0.029478094333506,CASKI,cervix
PD_07_PD_08,-2.426710107528152e-05,CASKI,cervix
PD_07_PD_10,-2.3736124177276e-11,CASKI,cervix
PD_08_PD_10,-0.0040997681160374,CASKI,cervix
PD_08_PD_12,-0.0038795545915416,CASKI,cervix
PD_08_PD_14,-0.0333576489237193,CASKI,cervix
PD_08_PD_15,-1.1333177798444891e-06,CASKI,cervix
PD_10_PD_12,-1.1153522549989248e-11,CASKI,cervix
PD_10_PD_13,5.551115123125783e-15,CASKI,cervix
PD_10_PD_15,-5.6621374255882976e-15,CASKI,cervix
PD_01_PD_08,-0.0491813409408965,DOTC24510,cervix
PD_01_PD_10,-0.0021444063144206,DOTC24510,cervix
PD_06_PD_08,5.309651657237069e-07,DOTC24510,cervix
PD_06_PD_10,-0.5380692359032848,DOTC24510,cervix
PD_06_PD_14,-0.0341384267552183,DOTC24510,cervix
PD_07_PD_08,-2.434730460465495e-06,DOTC24510,cervix
PD_07_PD_10,-9.023892744153272e-13,DOTC24510,cervix
PD_08_PD_10,-0.0038403649888649,DOTC24510,cervix
PD_08_PD_12,-0.0044838498973565,DOTC24510,cervix
PD_08_PD_14,-0.0386222766510059,DOTC24510,cervix
PD_08_PD_15,-1.2859002153087218e-06,DOTC24510,cervix
PD_10_PD_12,-5.920708368023497e-12,DOTC24510,cervix
PD_10_PD_13,2.3314683517128287e-15,DOTC24510,cervix
PD_10_PD_15,-2.4424906541753444e-15,DOTC24510,cervix
PD_01_PD_08,-0.19634881723992,HELA,cervix
PD_01_PD_10,-0.0639112001997931,HELA,cervix
PD_06_PD_08,0.0074122767370244,HELA,cervix
PD_06_PD_10,-0.1023755038522625,HELA,cervix
PD_06_PD_14,-0.0366452816494967,HELA,cervix
PD_07_PD_08,-0.0122436304522707,HELA,cervix
PD_07_PD_10,-0.0005229341490077,HELA,cervix
PD_08_PD_10,-0.1236748967978532,HELA,cervix
PD_08_PD_12,-0.4038471248270504,HELA,cervix
PD_08_PD_14,-0.4391199152946129,HELA,cervix
PD_08_PD_15,-0.0047501099972384,HELA,cervix
PD_10_PD_12,-0.0019664873131547,HELA,cervix
PD_10_PD_13,0.0002372921110227,HELA,cervix
PD_10_PD_15,-5.151755635812716e-05,HELA,cervix
PD_01_PD_02,-0.0047742872282622,HT3,cervix
PD_01_PD_03,-0.0094280435837277,HT3,cervix
PD_01_PD_08,-0.0344020503382035,HT3,cervix
PD_01_PD_10,-0.0101548231594438,HT3,cervix
PD_03_PD_05,-3.7121689056007763e-09,HT3,cervix
PD_03_PD_06,-0.022071764893557,HT3,cervix
PD_03_PD_07,-7.658929046527874e-10,HT3,cervix
PD_03_PD_08,-0.022158611615198,HT3,cervix
PD_03_PD_09,-1.8593978545755618e-07,HT3,cervix
PD_03_PD_10,-1.3005333221460802e-07,HT3,cervix
PD_03_PD_11,-1.3006979304730493e-07,HT3,cervix
PD_03_PD_12,-5.850875339774575e-14,HT3,cervix
PD_03_PD_15,-3.584355035002318e-12,HT3,cervix
PD_06_PD_08,0.0027946573874418,HT3,cervix
PD_06_PD_10,-0.5003606278669349,HT3,cervix
PD_06_PD_14,-0.0127096456048813,HT3,cervix
PD_07_PD_08,-0.006187040998002,HT3,cervix
PD_07_PD_10,-6.010786313126458e-10,HT3,cervix
PD_08_PD_10,-0.2969752047454816,HT3,cervix
PD_08_PD_12,-8.756618552219209e-05,HT3,cervix
PD_08_PD_14,-0.0127972117904034,HT3,cervix
PD_08_PD_15,-0.0003643379958457,HT3,cervix
PD_10_PD_12,-4.9631524112747634e-08,HT3,cervix
PD_10_PD_13,1.6462387009141818e-11,HT3,cervix
PD_10_PD_15,-1.2853162978387898e-11,HT3,cervix
PD_01_PD_08,-0.0491813409408965,ME180,cervix
PD_01_PD_10,-0.0021444063144206,ME180,cervix
PD_06_PD_08,5.309651657237069e-07,ME180,cervix
PD_06_PD_10,-0.5380692359032848,ME180,cervix
PD_06_PD_14,-0.0341384267552183,ME180,cervix
PD_07_PD_08,-2.434730460465495e-06,ME180,cervix
PD_07_PD_10,-9.023892744153272e-13,ME180,cervix
PD_08_PD_10,-0.0038403649888649,ME180,cervix
PD_08_PD_12,-0.0044838498973565,ME180,cervix
PD_08_PD_14,-0.0386222766510059,ME180,cervix
PD_08_PD_15,-1.2859002153087218e-06,ME180,cervix
PD_10_PD_12,-5.920708368023497e-12,ME180,cervix
PD_10_PD_13,2.3314683517128287e-15,ME180,cervix
PD_10_PD_15,-2.4424906541753444e-15,ME180,cervix
PD_01_PD_08,-0.0346940221766696,MS751,cervix
PD_01_PD_10,-0.0027600730442025,MS751,cervix
PD_06_PD_08,2.615994828092383e-06,MS751,cervix
PD_06_PD_10,-0.5535657950404682,MS751,cervix
PD_06_PD_14,-0.0210687981552706,MS751,cervix
PD_07_PD_08,-1.1620327748596004e-05,MS751,cervix
PD_07_PD_10,-7.856826300667308e-11,MS751,cervix
PD_08_PD_10,-0.0028518280158008,MS751,cervix
PD_08_PD_12,-0.0018654708424654,MS751,cervix
PD_08_PD_14,-0.0229342687008972,MS751,cervix
PD_08_PD_15,-4.699422155529653e-06,MS751,cervix
PD_10_PD_12,2.9348745655966013e-12,MS751,cervix
PD_10_PD_13,2.116862241052786e-12,MS751,cervix
PD_10_PD_15,-2.222333428392176e-12,MS751,cervix
PD_01_PD_08,-0.1973200446302015,SIHA,cervix
PD_01_PD_10,-0.0550268753963748,SIHA,cervix
PD_06_PD_08,0.0063165373443929,SIHA,cervix
PD_06_PD_10,-0.1068318582045766,SIHA,cervix
PD_06_PD_14,-0.0386130392414597,SIHA,cervix
PD_07_PD_08,-0.0104606763658863,SIHA,cervix
PD_07_PD_10,-0.0004054888941346,SIHA,cervix
PD_08_PD_10,-0.1160069013862422,SIHA,cervix
PD_08_PD_12,-0.4026212500492619,SIHA,cervix
PD_08_PD_14,-0.4401209591211318,SIHA,cervix
PD_08_PD_15,-0.0042268166299872,SIHA,cervix
PD_10_PD_12,-0.0015555922593852,SIHA,cervix
PD_10_PD_13,0.0001690402301467,SIHA,cervix
PD_10_PD_15,-3.829422677958938e-05,SIHA,cervix
PD_01_PD_02,-0.0086147536379299,SISO,cervix
PD_01_PD_03,-0.0152120833783344,SISO,cervix
PD_01_PD_08,-0.0576312408326085,SISO,cervix
PD_01_PD_10,-0.0111380452174507,SISO,cervix
PD_03_PD_05,-1.1085754869633035e-08,SISO,cervix
PD_03_PD_06,-0.0836479882702693,SISO,cervix
PD_03_PD_07,-1.8823731462447315e-10,SISO,cervix
PD_03_PD_08,-0.0836327108703757,SISO,cervix
PD_03_PD_09,-1.1085749207495612e-08,SISO,cervix
PD_03_PD_10,-6.410918560462164e-07,SISO,cervix
PD_03_PD_11,-6.413722912768094e-07,SISO,cervix
PD_03_PD_12,-8.859579736508749e-14,SISO,cervix
PD_03_PD_15,-1.2696843576520678e-11,SISO,cervix
PD_06_PD_08,0.033163329662406,SISO,cervix
PD_06_PD_10,-0.5129074954494216,SISO,cervix
PD_06_PD_14,-0.0523810157650294,SISO,cervix
PD_07_PD_08,-0.0584137683788898,SISO,cervix
PD_07_PD_10,-4.670145492546851e-09,SISO,cervix
PD_08_PD_10,-0.3813926295590775,SISO,cervix
PD_08_PD_12,-1.9253487693049465e-11,SISO,cervix
PD_08_PD_14,-0.0523810157842828,SISO,cervix
PD_08_PD_15,-0.0024305330960077,SISO,cervix
PD_10_PD_12,-2.993269487827632e-08,SISO,cervix
PD_10_PD_13,2.804352305929569e-10,SISO,cervix
PD_10_PD_15,-1.483231315546618e-10,SISO,cervix
PD_01_PD_02,-0.0002201507571135,SKGIIIA,cervix
PD_01_PD_03,-0.000867319321625,SKGIIIA,cervix
PD_01_PD_08,-0.0132162468196767,SKGIIIA,cervix
PD_01_PD_10,-0.0011707636709782,SKGIIIA,cervix
PD_03_PD_05,-3.3747302952136244e-08,SKGIIIA,cervix
PD_03_PD_06,-0.0012343546920215,SKGIIIA,cervix
PD_03_PD_07,-3.611615340126661e-09,SKGIIIA,cervix
PD_03_PD_08,-0.0013154590738689,SKGIIIA,cervix
PD_03_PD_09,-5.209743068945727e-06,SKGIIIA,cervix
PD_03_PD_10,-4.620490670070865e-07,SKGIIIA,cervix
PD_03_PD_11,-4.620632562124527e-07,SKGIIIA,cervix
PD_03_PD_12,-2.220446049250313e-16,SKGIIIA,cervix
PD_03_PD_15,-6.798772655969286e-11,SKGIIIA,cervix
PD_06_PD_08,5.944834491344864e-08,SKGIIIA,cervix
PD_06_PD_10,-0.5116160680441351,SKGIIIA,cervix
PD_06_PD_14,-0.0039957249811315,SKGIIIA,cervix
PD_07_PD_08,-1.1553692378374336e-06,SKGIIIA,cervix
PD_07_PD_10,-6.704187205386346e-10,SKGIIIA,cervix
PD_08_PD_10,-0.0675935697951697,SKGIIIA,cervix
PD_08_PD_12,-0.0001336535055094,SKGIIIA,cervix
PD_08_PD_14,-0.0041293784866286,SKGIIIA,cervix
PD_08_PD_15,-5.362108468354165e-08,SKGIIIA,cervix
PD_10_PD_12,-2.4586604430165693e-07,SKGIIIA,cervix
PD_10_PD_13,1.4190648656153826e-11,SKGIIIA,cervix
PD_10_PD_15,-1.4712675522332574e-11,SKGIIIA,cervix
PD_01_PD_02,-0.0103826467004244,SW756,cervix
PD_01_PD_03,-0.0182026239452193,SW756,cervix
PD_01_PD_08,-0.1701391970914609,SW756,cervix
PD_01_PD_10,-0.0064689254614581,SW756,cervix
PD_03_PD_05,-1.2036482921473636e-08,SW756,cervix
PD_03_PD_06,-0.1161326766404564,SW756,cervix
PD_03_PD_07,-2.6079749471108466e-10,SW756,cervix
PD_03_PD_08,-0.1161326766404564,SW756,cervix
PD_03_PD_09,-1.2036474039689438e-08,SW756,cervix
PD_03_PD_10,-7.714039399475681e-07,SW756,cervix
PD_03_PD_11,-7.718081476149052e-07,SW756,cervix
PD_03_PD_12,0.0,SW756,cervix
PD_03_PD_15,-1.608868593905299e-11,SW756,cervix
PD_06_PD_08,0.0364368786352017,SW756,cervix
PD_06_PD_10,-0.5179465704208286,SW756,cervix
PD_06_PD_14,-0.0711976838551428,SW756,cervix
PD_07_PD_08,-0.0403595338723781,SW756,cervix
PD_07_PD_10,-6.346398850887169e-09,SW756,cervix
PD_08_PD_10,-0.4474719428385619,SW756,cervix
PD_08_PD_12,0.0,SW756,cervix
PD_08_PD_14,-0.0711976838551428,SW756,cervix
PD_08_PD_15,-0.0030274072360308,SW756,cervix
PD_10_PD_12,-2.0401672573555633e-08,SW756,cervix
PD_10_PD_13,4.0420822244868754e-10,SW756,cervix
PD_10_PD_15,-2.0830770441904176e-10,SW756,cervix
PD_01_PD_08,-0.1944560916823982,TCYIK,cervix
PD_01_PD_10,-0.060640109536173,TCYIK,cervix
PD_06_PD_08,0.0062875052105422,TCYIK,cervix
PD_06_PD_10,-0.1100245156333421,TCYIK,cervix
PD_06_PD_14,-0.0400477375958441,TCYIK,cervix
PD_07_PD_08,-0.0109998529370846,TCYIK,cervix
PD_07_PD_10,-0.0004077223928165,TCYIK,cervix
PD_08_PD_10,-0.1100608427015018,TCYIK,cervix
PD_08_PD_12,-0.3995381436831251,TCYIK,cervix
PD_08_PD_14,-0.4384939573762502,TCYIK,cervix
PD_08_PD_15,-0.004181958784328,TCYIK,cervix
PD_10_PD_12,-0.0014337835312032,TCYIK,cervix
PD_10_PD_13,0.000166197359792,TCYIK,cervix
PD_10_PD_15,-3.673135896753443e-05,TCYIK,cervix
PD_01_PD_02,-0.0047305695102382,42MGBA,cns
PD_01_PD_03,-0.0089074878166173,42MGBA,cns
PD_01_PD_08,-0.2137180469203111,42MGBA,cns
PD_01_PD_10,-0.0043493646540745,42MGBA,cns
PD_03_PD_05,-2.907842007182637e-07,42MGBA,cns
PD_03_PD_06,-0.1201609762686397,42MGBA,cns
PD_03_PD_07,-2.0782515086636977e-07,42MGBA,cns
PD_03_PD_08,-0.1379203147542317,42MGBA,cns
PD_03_PD_09,-2.816366370117507e-07,42MGBA,cns
PD_03_PD_10,-1.411604709566916e-06,42MGBA,cns
PD_03_PD_11,-1.4123681145727929e-06,42MGBA,cns
PD_03_PD_12,0.0,42MGBA,cns
PD_03_PD_15,-1.085927459065772e-09,42MGBA,cns
PD_06_PD_08,0.0377742770807878,42MGBA,cns
PD_06_PD_10,-0.5066886220097124,42MGBA,cns
PD_06_PD_14,-0.0885363000770466,42MGBA,cns
PD_07_PD_08,-0.0208840268880625,42MGBA,cns
PD_07_PD_10,-3.580210383713478e-08,42MGBA,cns
PD_08_PD_10,-0.3813956946684279,42MGBA,cns
PD_08_PD_12,-0.0177593385175549,42MGBA,cns
PD_08_PD_14,-0.1062956385912826,42MGBA,cns
PD_08_PD_15,-0.003253105980652,42MGBA,cns
PD_10_PD_12,-3.8414608893866397e-07,42MGBA,cns
PD_10_PD_13,7.65437491168086e-10,42MGBA,cns
PD_10_PD_15,-3.8828329440576676e-10,42MGBA,cns
PD_01_PD_08,-0.0498512922094895,8MGBA,cns
PD_01_PD_10,-0.0022227022422433,8MGBA,cns
PD_06_PD_08,1.4080706872698912e-06,8MGBA,cns
PD_06_PD_10,-0.4402823079537144,8MGBA,cns
PD_06_PD_14,-0.0392970820510766,8MGBA,cns
PD_07_PD_08,-3.802570922517568e-05,8MGBA,cns
PD_07_PD_10,-1.2856826714369164e-11,8MGBA,cns
PD_08_PD_10,-0.0046115301380522,8MGBA,cns
PD_08_PD_12,-0.1063676399285015,8MGBA,cns
PD_08_PD_14,-0.1456235971501329,8MGBA,cns
PD_08_PD_15,-3.0968489012073164e-06,8MGBA,cns
PD_10_PD_12,-7.888134589961737e-12,8MGBA,cns
PD_10_PD_13,7.438494264988549e-15,8MGBA,cns
PD_10_PD_15,-6.772360450213455e-15,8MGBA,cns
PD_01_PD_02,-0.0007220543635155,A172,cns
PD_01_PD_03,-0.0015840501928111,A172,cns
PD_01_PD_08,-0.0886490849468433,A172,cns
PD_01_PD_10,-0.0013576196751479,A172,cns
PD_03_PD_05,-3.3709635083312145e-10,A172,cns
PD_03_PD_06,-0.0748014657803337,A172,cns
PD_03_PD_07,-2.3928081738233686e-11,A172,cns
PD_03_PD_08,-0.1818234841005308,A172,cns
PD_03_PD_09,-6.29779532412833e-07,A172,cns
PD_03_PD_10,-4.7811478109949235e-09,A172,cns
PD_03_PD_11,-4.781210871662722e-09,A172,cns
PD_03_PD_12,0.0,A172,cns
PD_03_PD_15,-1.310063169057685e-13,A172,cns
PD_06_PD_08,0.0364160330777689,A172,cns
PD_06_PD_10,-0.4334848181542373,A172,cns
PD_06_PD_14,-0.0887817608436524,A172,cns
PD_07_PD_08,-0.0570167524481779,A172,cns
PD_07_PD_10,-4.692801702788074e-12,A172,cns
PD_08_PD_10,-0.2647246395196316,A172,cns
PD_08_PD_12,-0.1070363662513331,A172,cns
PD_08_PD_14,-0.1958037791637511,A172,cns
PD_08_PD_15,-0.0029181175942981,A172,cns
PD_10_PD_12,-1.2212453270876722e-15,A172,cns
PD_10_PD_13,6.306066779870889e-14,A172,cns
PD_10_PD_15,-4.8849813083506894e-14,A172,cns
PD_01_PD_02,-0.0075909101692324,AM38,cns
PD_01_PD_03,-0.0140296882883648,AM38,cns
PD_01_PD_08,-0.0693547724598486,AM38,cns
PD_01_PD_10,-0.0087884529248903,AM38,cns
PD_03_PD_05,-6.017976006411629e-09,AM38,cns
PD_03_PD_06,-0.151454722398512,AM38,cns
PD_03_PD_07,-8.888179081623092e-11,AM38,cns
PD_03_PD_08,-0.151454722398512,AM38,cns
PD_03_PD_09,-6.017974230054791e-09,AM38,cns
PD_03_PD_10,-3.779862778330312e-07,AM38,cns
PD_03_PD_11,-3.781221155074732e-07,AM38,cns
PD_03_PD_12,0.0,AM38,cns
PD_03_PD_15,-5.673350678137013e-12,AM38,cns
PD_06_PD_08,0.0631011965153642,AM38,cns
PD_06_PD_10,-0.5329684585401225,AM38,cns
PD_06_PD_14,-0.1018985547778554,AM38,cns
PD_07_PD_08,-0.1236436000477567,AM38,cns
PD_07_PD_10,-2.533539267268736e-09,AM38,cns
PD_08_PD_10,-0.4198210168237797,AM38,cns
PD_08_PD_12,0.0,AM38,cns
PD_08_PD_14,-0.1018985547778554,AM38,cns
PD_08_PD_15,-0.0051111883366106,AM38,cns
PD_10_PD_12,-2.2712306146921435e-08,AM38,cns
PD_10_PD_13,1.3583834057584454e-10,AM38,cns
PD_10_PD_15,-7.492195752689668e-11,AM38,cns
PD_01_PD_02,-0.0042197626085886,BECKER,cns
PD_01_PD_03,-0.0086878862227768,BECKER,cns
PD_01_PD_08,-0.0374601940025105,BECKER,cns
PD_01_PD_10,-0.0098364108917604,BECKER,cns
PD_03_PD_05,-6.768175242477524e-09,BECKER,cns
PD_03_PD_06,-0.022957521377409,BECKER,cns
PD_03_PD_07,-1.9366147574473302e-09,BECKER,cns
PD_03_PD_08,-0.0230799829848694,BECKER,cns
PD_03_PD_09,-3.55580345390294e-07,BECKER,cns
PD_03_PD_10,-2.250390258584645e-07,BECKER,cns
PD_03_PD_11,-2.250850903440238e-07,BECKER,cns
PD_03_PD_12,-2.3003821070233244e-13,BECKER,cns
PD_03_PD_15,-8.475775636895833e-12,BECKER,cns
PD_06_PD_08,0.003296686295042,BECKER,cns
PD_06_PD_10,-0.5080823613010655,BECKER,cns
PD_06_PD_14,-0.0136966256856706,BECKER,cns
PD_07_PD_08,-0.0066378265274648,BECKER,cns
PD_07_PD_10,-1.5203118763906787e-09,BECKER,cns
PD_08_PD_10,-0.2989615155606342,BECKER,cns
PD_08_PD_12,-0.0001237476126986,BECKER,cns
PD_08_PD_14,-0.0138203732983692,BECKER,cns
PD_08_PD_15,-0.0004057215935638,BECKER,cns
PD_10_PD_12,-1.010296346581896e-07,BECKER,cns
PD_10_PD_13,4.606870440682087e-11,BECKER,cns
PD_10_PD_15,-3.3994140835602587e-11,BECKER,cns
PD_01_PD_08,-0.0498512922094895,CAS1,cns
PD_01_PD_10,-0.0022227022422433,CAS1,cns
PD_06_PD_08,1.4080706872698912e-06,CAS1,cns
PD_06_PD_10,-0.4402823079537144,CAS1,cns
PD_06_PD_14,-0.0392970820510766,CAS1,cns
PD_07_PD_08,-3.802570922517568e-05,CAS1,cns
PD_07_PD_10,-1.2856826714369164e-11,CAS1,cns
PD_08_PD_10,-0.0046115301380522,CAS1,cns
PD_08_PD_12,-0.1063676399285015,CAS1,cns
PD_08_PD_14,-0.1456235971501329,CAS1,cns
PD_08_PD_15,-3.0968489012073164e-06,CAS1,cns
PD_10_PD_12,-7.888134589961737e-12,CAS1,cns
PD_10_PD_13,7.438494264988549e-15,CAS1,cns
PD_10_PD_15,-6.772360450213455e-15,CAS1,cns
PD_01_PD_08,-0.0498512922094895,D263MG,cns
PD_01_PD_10,-0.0022227022422433,D263MG,cns
PD_06_PD_08,1.4080706872698912e-06,D263MG,cns
PD_06_PD_10,-0.4402823079537144,D263MG,cns
PD_06_PD_14,-0.0392970820510766,D263MG,cns
PD_07_PD_08,-3.802570922517568e-05,D263MG,cns
PD_07_PD_10,-1.2856826714369164e-11,D263MG,cns
PD_08_PD_10,-0.0046115301380522,D263MG,cns
PD_08_PD_12,-0.1063676399285015,D263MG,cns
PD_08_PD_14,-0.1456235971501329,D263MG,cns
PD_08_PD_15,-3.0968489012073164e-06,D263MG,cns
PD_10_PD_12,-7.888134589961737e-12,D263MG,cns
PD_10_PD_13,7.438494264988549e-15,D263MG,cns
PD_10_PD_15,-6.772360450213455e-15,D263MG,cns
PD_01_PD_08,-0.1973200446302015,D283MED,cns
PD_01_PD_10,-0.0550268753963748,D283MED,cns
PD_06_PD_08,0.0063165373443929,D283MED,cns
PD_06_PD_10,-0.1068318582045766,D283MED,cns
PD_06_PD_14,-0.0386130392414597,D283MED,cns
PD_07_PD_08,-0.0104606763658863,D283MED,cns
PD_07_PD_10,-0.0004054888941346,D283MED,cns
PD_08_PD_10,-0.1160069013862422,D283MED,cns
PD_08_PD_12,-0.4026212500492619,D283MED,cns
PD_08_PD_14,-0.4401209591211318,D283MED,cns
PD_08_PD_15,-0.0042268166299872,D283MED,cns
PD_10_PD_12,-0.0015555922593852,D283MED,cns
PD_10_PD_13,0.0001690402301467,D283MED,cns
PD_10_PD_15,-3.829422677958938e-05,D283MED,cns
PD_01_PD_02,-0.0007220543635155,D392MG,cns
PD_01_PD_03,-0.0015840501928111,D392MG,cns
PD_01_PD_08,-0.0886490849468433,D392MG,cns
PD_01_PD_10,-0.0013576196751479,D392MG,cns
PD_03_PD_05,-3.3709635083312145e-10,D392MG,cns
PD_03_PD_06,-0.0748014657803337,D392MG,cns
PD_03_PD_07,-2.3928081738233686e-11,D392MG,cns
PD_03_PD_08,-0.1818234841005308,D392MG,cns
PD_03_PD_09,-6.29779532412833e-07,D392MG,cns
PD_03_PD_10,-4.7811478109949235e-09,D392MG,cns
PD_03_PD_11,-4.781210871662722e-09,D392MG,cns
PD_03_PD_12,0.0,D392MG,cns
PD_03_PD_15,-1.310063169057685e-13,D392MG,cns
PD_06_PD_08,0.0364160330777689,D392MG,cns
PD_06_PD_10,-0.4334848181542373,D392MG,cns
PD_06_PD_14,-0.0887817608436524,D392MG,cns
PD_07_PD_08,-0.0570167524481779,D392MG,cns
PD_07_PD_10,-4.692801702788074e-12,D392MG,cns
PD_08_PD_10,-0.2647246395196316,D392MG,cns
PD_08_PD_12,-0.1070363662513331,D392MG,cns
PD_08_PD_14,-0.1958037791637511,D392MG,cns
PD_08_PD_15,-0.0029181175942981,D392MG,cns
PD_10_PD_12,-1.2212453270876722e-15,D392MG,cns
PD_10_PD_13,6.306066779870889e-14,D392MG,cns
PD_10_PD_15,-4.8849813083506894e-14,D392MG,cns
PD_01_PD_02,-0.0002201507571135,DAOY,cns
PD_01_PD_03,-0.000867319321625,DAOY,cns
PD_01_PD_08,-0.0132162468196767,DAOY,cns
PD_01_PD_10,-0.0011707636709782,DAOY,cns
PD_03_PD_05,-3.3747302952136244e-08,DAOY,cns
PD_03_PD_06,-0.0012343546920215,DAOY,cns
PD_03_PD_07,-3.611615340126661e-09,DAOY,cns
PD_03_PD_08,-0.0013154590738689,DAOY,cns
PD_03_PD_09,-5.209743068945727e-06,DAOY,cns
PD_03_PD_10,-4.620490670070865e-07,DAOY,cns
PD_03_PD_11,-4.620632562124527e-07,DAOY,cns
PD_03_PD_12,-2.220446049250313e-16,DAOY,cns
PD_03_PD_15,-6.798772655969286e-11,DAOY,cns
PD_06_PD_08,5.944834491344864e-08,DAOY,cns
PD_06_PD_10,-0.5116160680441351,DAOY,cns
PD_06_PD_14,-0.0039957249811315,DAOY,cns
PD_07_PD_08,-1.1553692378374336e-06,DAOY,cns
PD_07_PD_10,-6.704187205386346e-10,DAOY,cns
PD_08_PD_10,-0.0675935697951697,DAOY,cns
PD_08_PD_12,-0.0001336535055094,DAOY,cns
PD_08_PD_14,-0.0041293784866286,DAOY,cns
PD_08_PD_15,-5.362108468354165e-08,DAOY,cns
PD_10_PD_12,-2.4586604430165693e-07,DAOY,cns
PD_10_PD_13,1.4190648656153826e-11,DAOY,cns
PD_10_PD_15,-1.4712675522332574e-11,DAOY,cns
PD_01_PD_02,-0.0009063099274867,DBTRG05MG,cns
PD_01_PD_03,-0.0019094700465939,DBTRG05MG,cns
PD_01_PD_08,-0.1997248132129923,DBTRG05MG,cns
PD_01_PD_10,-0.0083844622726387,DBTRG05MG,cns
PD_03_PD_05,-2.151596201205308e-08,DBTRG05MG,cns
PD_03_PD_06,-0.1378858641553814,DBTRG05MG,cns
PD_03_PD_07,-1.908667923711249e-08,DBTRG05MG,cns
PD_03_PD_08,-0.0788357605012067,DBTRG05MG,cns
PD_03_PD_09,-2.1515955572759538e-08,DBTRG05MG,cns
PD_03_PD_10,-3.077550256858075e-07,DBTRG05MG,cns
PD_03_PD_11,-3.078322551308688e-07,DBTRG05MG,cns
PD_03_PD_12,-2.4291039180113212e-09,DBTRG05MG,cns
PD_03_PD_15,-4.3079873002227487e-11,DBTRG05MG,cns
PD_06_PD_08,0.0836402254398294,DBTRG05MG,cns
PD_06_PD_10,-0.4377954877616026,DBTRG05MG,cns
PD_06_PD_14,-0.0806162870066271,DBTRG05MG,cns
PD_07_PD_08,-0.0017299844078206,DBTRG05MG,cns
PD_07_PD_10,-9.266951650488408e-10,DBTRG05MG,cns
PD_08_PD_10,-0.1215035783811302,DBTRG05MG,cns
PD_08_PD_12,-0.0334194612195848,DBTRG05MG,cns
PD_08_PD_14,-0.1140357482169707,DBTRG05MG,cns
PD_08_PD_15,-0.0019730801504882,DBTRG05MG,cns
PD_10_PD_12,-3.9572113019747945e-07,DBTRG05MG,cns
PD_10_PD_13,7.719724859356347e-11,DBTRG05MG,cns
PD_10_PD_15,-4.5773940193782885e-11,DBTRG05MG,cns
PD_01_PD_08,-0.0273972880735412,DKMG,cns
PD_01_PD_10,-0.0003637014528106,DKMG,cns
PD_06_PD_08,3.260185590481246e-05,DKMG,cns
PD_06_PD_10,-0.4313362419608988,DKMG,cns
PD_06_PD_14,-0.0448972429556676,DKMG,cns
PD_07_PD_08,-0.0001945802831619,DKMG,cns
PD_07_PD_10,-2.0914092679902294e-10,DKMG,cns
PD_08_PD_10,-0.0094795715341892,DKMG,cns
PD_08_PD_12,-0.1049453612318642,DKMG,cns
PD_08_PD_14,-0.1498155567296187,DKMG,cns
PD_08_PD_15,-4.522051120792181e-05,DKMG,cns
PD_10_PD_12,-4.941406173131212e-10,DKMG,cns
PD_10_PD_13,1.4402923298462156e-12,DKMG,cns
PD_10_PD_15,-1.0688117058066382e-12,DKMG,cns
PD_01_PD_02,-0.0002201507571135,GAMG,cns
PD_01_PD_03,-0.000867319321625,GAMG,cns
PD_01_PD_08,-0.0132162468196767,GAMG,cns
PD_01_PD_10,-0.0011707636709782,GAMG,cns
PD_03_PD_05,-3.3747302952136244e-08,GAMG,cns
PD_03_PD_06,-0.0012343546920215,GAMG,cns
PD_03_PD_07,-3.611615340126661e-09,GAMG,cns
PD_03_PD_08,-0.0013154590738689,GAMG,cns
PD_03_PD_09,-5.209743068945727e-06,GAMG,cns
PD_03_PD_10,-4.620490670070865e-07,GAMG,cns
PD_03_PD_11,-4.620632562124527e-07,GAMG,cns
PD_03_PD_12,-2.220446049250313e-16,GAMG,cns
PD_03_PD_15,-6.798772655969286e-11,GAMG,cns
PD_06_PD_08,5.944834491344864e-08,GAMG,cns
PD_06_PD_10,-0.5116160680441351,GAMG,cns
PD_06_PD_14,-0.0039957249811315,GAMG,cns
PD_07_PD_08,-1.1553692378374336e-06,GAMG,cns
PD_07_PD_10,-6.704187205386346e-10,GAMG,cns
PD_08_PD_10,-0.0675935697951697,GAMG,cns
PD_08_PD_12,-0.0001336535055094,GAMG,cns
PD_08_PD_14,-0.0041293784866286,GAMG,cns
PD_08_PD_15,-5.362108468354165e-08,GAMG,cns
PD_10_PD_12,-2.4586604430165693e-07,GAMG,cns
PD_10_PD_13,1.4190648656153826e-11,GAMG,cns
PD_10_PD_15,-1.4712675522332574e-11,GAMG,cns
PD_01_PD_02,-0.0002201507571135,GB1,cns
PD_01_PD_03,-0.000867319321625,GB1,cns
PD_01_PD_08,-0.0132162468196767,GB1,cns
PD_01_PD_10,-0.0011707636709782,GB1,cns
PD_03_PD_05,-3.3747302952136244e-08,GB1,cns
PD_03_PD_06,-0.0012343546920215,GB1,cns
PD_03_PD_07,-3.611615340126661e-09,GB1,cns
PD_03_PD_08,-0.0013154590738689,GB1,cns
PD_03_PD_09,-5.209743068945727e-06,GB1,cns
PD_03_PD_10,-4.620490670070865e-07,GB1,cns
PD_03_PD_11,-4.620632562124527e-07,GB1,cns
PD_03_PD_12,-2.220446049250313e-16,GB1,cns
